D,p, Pol
1253, 13, 371293*x^2 - 612265*x + 371293
1272, 13, 0
1276, 13, 23298085122481*x^4 - 5941933482576*x^3 - 29790623147614*x^2 - 5941933482576*x + 23298085122481
1281, 13, 0
1292, 13, 0
1293, 13, 247064529073450392704413*x^2 - 357172201574584820855926*x + 247064529073450392704413
1308, 13, 0
1320, 13, 0
1324, 13, 2197*x^2 - 4070*x + 2197
1333, 13, 2197*x^2 - 3706*x + 2197
1337, 13, 302875106592253*x^2 + 584491787793910*x + 302875106592253
1345, 13, 0
1357, 13, 10604499373*x^2 + 14401098646*x + 10604499373
1389, 13, 62748517*x^2 + 33388991*x + 62748517
1393, 13, 10604499373*x^10 - 85807954375*x^9 + 317835806912*x^8 - 720973153615*x^7 + 1131186703673*x^6 - 1305691801535*x^5 + 1131186703673*x^4 - 720973153615*x^3 + 317835806912*x^2 - 85807954375*x + 10604499373
1397, 13, 371293*x^2 - 738742*x + 371293
1432, 13, 371293*x^2 - 612265*x + 371293
1436, 13, 1461920290375446110677*x^6 - 767172970159583579826*x^5 + 1170915553709507656635*x^4 - 2890517694161235261308*x^3 + 1170915553709507656635*x^2 - 767172970159583579826*x + 1461920290375446110677
1437, 13, 7056410014866816666030739693*x^2 - 12779535143221503214102009943*x + 7056410014866816666030739693
1441, 13, 371293*x^2 + 116905*x + 371293
1461, 13, 62748517*x^2 + 33388991*x + 62748517
1464, 13, 0
1477, 13, 2197*x^2 + 2495*x + 2197
1484, 13, 23298085122481*x^4 - 67131942332*x^3 - 45899040300762*x^2 - 67131942332*x + 23298085122481
1497, 13, 2197*x^2 + 506*x + 2197
1501, 13, 371293*x^2 + 731210*x + 371293
1513, 13, 3937376385699289*x^4 + 9848394760490660*x^3 + 11852985731727766*x^2 + 9848394760490660*x + 3937376385699289
1516, 13, 2197*x^2 - 4070*x + 2197
1528, 13, 302875106592253*x^2 + 584491787793910*x + 302875106592253
1529, 13, 2197*x^2 - 4255*x + 2197
1532, 13, 8650415919381337933*x^2 - 15738362235308146584*x + 8650415919381337933
1541, 13, 2197*x^2 + 1082*x + 2197
1545, 13, 0
1580, 13, 0
1581, 13, 0
1592, 13, 10604499373*x^2 - 6820036630*x + 10604499373
1605, 13, 112455406951957393129*x^4 + 91095426014282690234*x^3 + 67552937020550788899*x^2 + 91095426014282690234*x + 112455406951957393129
1633, 13, 247064529073450392704413*x^2 - 486936428964435019414582*x + 247064529073450392704413
1640, 13, 815730721*x^8 + 241163000*x^7 + 1853700508*x^6 + 98985160*x^5 + 2054941958*x^4 + 98985160*x^3 + 1853700508*x^2 + 241163000*x + 815730721
1644, 13, 0
1645, 13, 137858491849*x^4 + 363743785041*x^3 + 451815208784*x^2 + 363743785041*x + 137858491849
1653, 13, 0
1672, 13, 4826809*x^4 - 13135356*x^3 + 18245270*x^2 - 13135356*x + 4826809
1688, 13, 2197*x^2 + 2495*x + 2197
1705, 13, 0
1708, 13, 0
1724, 13, 247064529073450392704413*x^2 - 208962110125206571696776*x + 247064529073450392704413
1736, 13, 23298085122481*x^8 - 50174851834952*x^7 + 35546643456220*x^6 + 49487836350472*x^5 - 94353681083546*x^4 + 49487836350472*x^3 + 35546643456220*x^2 - 50174851834952*x + 23298085122481
1740, 13, 0
1749, 13, 0
1757, 13, 62748517*x^2 - 111643750*x + 62748517
1761, 13, 0
1788, 13, 0
1841, 13, 302875106592253*x^2 - 572537606195062*x + 302875106592253
1848, 13, 0
1852, 13, 62748517*x^2 + 46322630*x + 62748517
1857, 13, 371293*x^2 - 141961*x + 371293
1864, 13, 169*x^4 - 79*x^3 + 16*x^2 - 79*x + 169
1880, 13, 137858491849*x^4 - 409102223166*x^3 + 549261575659*x^2 - 409102223166*x + 137858491849
1893, 13, 302875106592253*x^2 - 290477695697281*x + 302875106592253
1896, 13, 0
1905, 13, 0
1909, 13, 10604499373*x^2 + 14401098646*x + 10604499373
1916, 13, 7056410014866816666030739693*x^2 + 6074974999188157098240509750*x + 7056410014866816666030739693
1929, 13, 0
1932, 13, 0
1945, 13, 169*x^4 + x^3 - 215*x^2 + x + 169
1948, 13, 62748517*x^2 + 46322630*x + 62748517
1957, 13, 10604499373*x^6 - 12110142512*x^5 + 13313766544*x^4 - 14065093910*x^3 + 13313766544*x^2 - 12110142512*x + 10604499373
1961, 13, 4826809*x^4 - 15410903*x^3 + 21257025*x^2 - 15410903*x + 4826809
1965, 13, 0
1969, 13, 371293*x^2 - 612265*x + 371293
1981, 13, 2197*x^2 - 1847*x + 2197
1996, 13, 1792160394037*x^10 + 7020366344940*x^9 + 10083025213534*x^8 + 4189254758962*x^7 - 5949533039619*x^6 - 10570319292764*x^5 - 5949533039619*x^4 + 4189254758962*x^3 + 10083025213534*x^2 + 7020366344940*x + 1792160394037
2008, 13, 62748517*x^2 - 111643750*x + 62748517
2013, 13, 0
2021, 13, 10604499373*x^6 + 29541330637*x^5 + 31325798231*x^4 + 24230935390*x^3 + 31325798231*x^2 + 29541330637*x + 10604499373
2033, 13, 2197*x^2 + 4273*x + 2197
2049, 13, 371293*x^2 - 141961*x + 371293
2056, 13, 815730721*x^8 + 1211129205*x^7 + 1360311082*x^6 + 2029196699*x^5 + 2569494410*x^4 + 2029196699*x^3 + 1360311082*x^2 + 1211129205*x + 815730721
2060, 13, 0
2065, 13, 815730721*x^4 + 2059212324*x^3 + 2929644806*x^2 + 2059212324*x + 815730721
2072, 13, 137858491849*x^4 + 3588953290*x^3 - 168854275677*x^2 + 3588953290*x + 137858491849
2073, 13, 371293*x^2 - 141961*x + 371293
2085, 13, 0
2101, 13, 302875106592253*x^6 - 322115061701602*x^5 + 476513272109459*x^4 - 745119756777756*x^3 + 476513272109459*x^2 - 322115061701602*x + 302875106592253
2121, 13, 0
2177, 13, 0
2189, 13, 10604499373*x^2 - 6820036630*x + 10604499373
2217, 13, 371293*x^2 - 141961*x + 371293
2229, 13, 0
2321, 13, 2197*x^2 + 2495*x + 2197
2329, 13, 169*x^4 + 38*x^3 - 125*x^2 + 38*x + 169
2345, 13, 0
2361, 13, 371293*x^2 - 141961*x + 371293
2373, 13, 0
2397, 13, 0
2413, 13, 371293*x^2 - 738742*x + 371293
2429, 13, 10604499373*x^6 + 10653503627*x^5 + 5315139206*x^4 + 8613567095*x^3 + 5315139206*x^2 + 10653503627*x + 10604499373
2433, 13, 62748517*x^2 + 33388991*x + 62748517
2449, 13, 51185893014090757*x^2 + 88544111675839130*x + 51185893014090757
2481, 13, 62748517*x^2 + 33388991*x + 62748517
2485, 13, 3937376385699289*x^4 - 6471509316075141*x^3 + 6214468866336104*x^2 - 6471509316075141*x + 3937376385699289
2489, 13, 371293*x^2 + 116905*x + 371293
2517, 13, 0
2533, 13, 0
2537, 13, 2197*x^2 - 3706*x + 2197
2553, 13, 0
2569, 13, 10604499373*x^2 + 18173403754*x + 10604499373
2585, 13, 0
2589, 13, 0
2641, 13, 2197*x^2 - 4255*x + 2197
2685, 13, 0
2697, 13, 0
2737, 13, 0
2761, 13, 62748517*x^2 - 111643750*x + 62748517
2829, 13, 0
2841, 13, 371293*x^2 - 141961*x + 371293
2845, 13, 4826809*x^4 - 568201*x^3 + 7682784*x^2 - 568201*x + 4826809
2849, 13, 0
2865, 13, 0
2881, 13, 13*x^2 - 17*x + 13
2893, 13, 302875106592253*x^2 - 572537606195062*x + 302875106592253
2901, 13, 1792160394037*x^2 + 1471948630151*x + 1792160394037
2905, 13, 137858491849*x^4 + 139969532196*x^3 + 33203738294*x^2 + 139969532196*x + 137858491849
2933, 13, 10604499373*x^2 - 12526672705*x + 10604499373
2104, 13, 302875106592253*x^2 - 572537606195062*x + 302875106592253
2108, 13, 0
2140, 13, 0
2204, 13, 0
2264, 13, 2197*x^2 - 1847*x + 2197
2280, 13, 0
2296, 13, 0
2316, 13, 0
2332, 13, 0
2348, 13, 62748517*x^2 + 46322630*x + 62748517
2360, 13, 815730721*x^4 + 2097813276*x^3 + 2978857606*x^2 + 2097813276*x + 815730721
