D,p, Pol
1484, 3, 531441*x^4 + 560700*x^3 + 692134*x^2 + 560700*x + 531441
1496, 3, 81*x^4 + 42*x^3 - 77*x^2 + 42*x + 81
1505, 3, 4782969*x^4 - 2955366*x^3 + 7400419*x^2 - 2955366*x + 4782969
1517, 3, 729*x^4 - 1390*x^3 + 1691*x^2 - 1390*x + 729
1529, 3, 27*x^2 - 10*x + 27
1532, 3, 129140163*x^2 - 226952458*x + 129140163
1541, 3, 27*x^2 + 38*x + 27
1544, 3, 59049*x^4 + 225788*x^3 + 333494*x^2 + 225788*x + 59049
1577, 3, 27*x^2 + 29*x + 27
1580, 3, 3486784401*x^4 - 3775757814*x^3 + 581537851*x^2 - 3775757814*x + 3486784401
1589, 3, 243*x^2 + 422*x + 243
1592, 3, 19683*x^2 + 3266*x + 19683
1628, 3, 43046721*x^4 + 65961378*x^3 + 107028643*x^2 + 65961378*x + 43046721
1640, 3, 6561*x^8 + 18180*x^7 + 14938*x^6 - 12240*x^5 - 29597*x^4 - 12240*x^3 + 14938*x^2 + 18180*x + 6561
1661, 3, 2187*x^2 - 2515*x + 2187
1673, 3, 14348907*x^2 + 20563910*x + 14348907
1676, 3, 19683*x^2 + 31445*x + 19683
1688, 3, 27*x^2 - 46*x + 27
1724, 3, 10460353203*x^2 + 11957161430*x + 10460353203
1736, 3, 531441*x^8 - 1464318*x^7 + 2436057*x^6 - 2980014*x^5 + 3086164*x^4 - 2980014*x^3 + 2436057*x^2 - 1464318*x + 531441
1757, 3, 2187*x^2 - 3370*x + 2187
1772, 3, 19683*x^6 + 18081*x^5 - 16887*x^4 - 34666*x^3 - 16887*x^2 + 18081*x + 19683
1784, 3, 2187*x^2 - 3022*x + 2187
1793, 3, 3*x^2 + 5*x + 3
1817, 3, 14348907*x^2 - 19799482*x + 14348907
1820, 3, 3486784401*x^8 + 6355500732*x^7 + 3910977738*x^6 - 2937285456*x^5 - 7808074205*x^4 - 2937285456*x^3 + 3910977738*x^2 + 6355500732*x + 3486784401
1829, 3, 19683*x^2 - 10810*x + 19683
1841, 3, 1594323*x^2 - 3061354*x + 1594323
1868, 3, 2187*x^2 - 3907*x + 2187
1880, 3, 59049*x^4 + 48276*x^3 - 3050*x^2 + 48276*x + 59049
1916, 3, 847288609443*x^2 + 657756375350*x + 847288609443
1928, 3, 59049*x^4 + 88324*x^3 + 109750*x^2 + 88324*x + 59049
1961, 3, 729*x^4 + 653*x^3 + 1529*x^2 + 653*x + 729
1964, 3, 19683*x^2 + 20045*x + 19683
1976, 3, 729*x^4 + 2300*x^3 + 3158*x^2 + 2300*x + 729
2012, 3, 10460353203*x^2 + 19406873942*x + 10460353203
2021, 3, 19683*x^6 - 62064*x^5 + 93360*x^4 - 101174*x^3 + 93360*x^2 - 62064*x + 19683
2024, 3, 4782969*x^12 + 4798278*x^11 + 3371949*x^10 + 3479922*x^9 - 3547062*x^8 - 9124290*x^7 - 7444571*x^6 - 9124290*x^5 - 3547062*x^4 + 3479922*x^3 + 3371949*x^2 + 4798278*x + 4782969
2033, 3, 27*x^2 + 53*x + 27
2045, 3, 729*x^4 + 409*x^3 + 640*x^2 + 409*x + 729
2060, 3, 3486784401*x^4 + 6687185526*x^3 + 8404349371*x^2 + 6687185526*x + 3486784401
2072, 3, 59049*x^4 + 71820*x^3 + 60886*x^2 + 71820*x + 59049
2093, 3, 6561*x^4 - 15618*x^3 + 18643*x^2 - 15618*x + 6561
2105, 3, 729*x^4 + 580*x^3 + 982*x^2 + 580*x + 729
2108, 3, 282429536481*x^4 - 1080319938012*x^3 + 1597374090118*x^2 - 1080319938012*x + 282429536481
2168, 3, 177147*x^2 + 199058*x + 177147
2177, 3, 1162261467*x^6 + 4077628695*x^5 + 7482724515*x^4 + 8967617695*x^3 + 7482724515*x^2 + 4077628695*x + 1162261467
2189, 3, 19683*x^2 + 20870*x + 19683
2201, 3, 10460353203*x^2 + 9730899370*x + 10460353203
2204, 3, 2541865828329*x^4 + 9962235303300*x^3 + 14840766997558*x^2 + 9962235303300*x + 2541865828329
2252, 3, 19683*x^2 + 28757*x + 19683
2261, 3, 59049*x^4 - 5778*x^3 - 71573*x^2 - 5778*x + 59049
2264, 3, 27*x^2 - 46*x + 27
2321, 3, 27*x^2 - 10*x + 27
2345, 3, 387420489*x^4 - 249882246*x^3 + 718749139*x^2 - 249882246*x + 387420489
2348, 3, 2187*x^2 - 2026*x + 2187
2360, 3, 6561*x^4 + 510*x^3 - 11741*x^2 + 510*x + 6561
2369, 3, 14348907*x^2 - 19799482*x + 14348907
2396, 3, 847288609443*x^2 - 648881640010*x + 847288609443
2408, 3, 59049*x^4 + 84780*x^3 + 53398*x^2 + 84780*x + 59049
2429, 3, 19683*x^6 - 76095*x^5 + 154761*x^4 - 191146*x^3 + 154761*x^2 - 76095*x + 19683
2444, 3, 3486784401*x^4 - 889805250*x^3 - 5192789741*x^2 - 889805250*x + 3486784401
2453, 3, 2187*x^2 - 2515*x + 2187
2456, 3, 27*x^2 - 46*x + 27
2489, 3, 243*x^2 - 355*x + 243
2492, 3, 282429536481*x^4 + 98831404068*x^3 - 204148285562*x^2 + 98831404068*x + 282429536481
2513, 3, 1162261467*x^2 - 2024615770*x + 1162261467
2537, 3, 27*x^2 + 5*x + 27
2540, 3, 3486784401*x^4 - 5443763274*x^3 + 4530734971*x^2 - 5443763274*x + 3486784401
2552, 3, 59049*x^4 - 195210*x^3 + 278251*x^2 - 195210*x + 59049
2573, 3, 19683*x^2 - 39034*x + 19683
2585, 3, 3486784401*x^4 - 2882969010*x^3 + 3570081859*x^2 - 2882969010*x + 3486784401
2588, 3, 94143178827*x^2 + 52564850438*x + 94143178827
2636, 3, 177147*x^6 + 28017*x^5 + 403953*x^4 + 57590*x^3 + 403953*x^2 + 28017*x + 177147
2648, 3, 27*x^2 - 46*x + 27
2669, 3, 531441*x^8 - 354942*x^7 + 382113*x^6 - 674654*x^5 + 853028*x^4 - 674654*x^3 + 382113*x^2 - 354942*x + 531441
2681, 3, 129140163*x^2 - 226952458*x + 129140163
2684, 3, 205891132094649*x^4 + 517344664862340*x^3 + 677293324622998*x^2 + 517344664862340*x + 205891132094649
2696, 3, 43046721*x^8 - 24995304*x^7 + 78212700*x^6 - 78059608*x^5 + 97808710*x^4 - 78059608*x^3 + 78212700*x^2 - 24995304*x + 43046721
2717, 3, 59049*x^4 + 7740*x^3 - 102602*x^2 + 7740*x + 59049
2732, 3, 243*x^2 + 197*x + 243
2765, 3, 59049*x^4 + 89889*x^3 + 74224*x^2 + 89889*x + 59049
2780, 3, 282429536481*x^4 - 281383761924*x^3 + 208626172486*x^2 - 281383761924*x + 282429536481
2828, 3, 22876792454961*x^4 - 75840388696458*x^3 + 106540364483803*x^2 - 75840388696458*x + 22876792454961
2840, 3, 4782969*x^4 + 13914180*x^3 + 18735766*x^2 + 13914180*x + 4782969
2849, 3, 43046721*x^8 + 20332539*x^7 - 19257264*x^6 - 2192859*x^5 + 4295047*x^4 - 2192859*x^3 - 19257264*x^2 + 20332539*x + 43046721
2876, 3, 617673396283947*x^2 - 593976405297850*x + 617673396283947
2921, 3, 14348907*x^2 - 19799482*x + 14348907
2924, 3, 531441*x^8 + 1080594*x^7 + 1464129*x^6 + 1644786*x^5 + 1660324*x^4 + 1644786*x^3 + 1464129*x^2 + 1080594*x + 531441
2933, 3, 19683*x^2 + 31445*x + 19683
2936, 3, 19683*x^2 + 3266*x + 19683
2945, 3, 282429536481*x^8 + 855094414851*x^7 + 1931937310872*x^6 + 2787141429045*x^5 + 3301621378111*x^4 + 2787141429045*x^3 + 1931937310872*x^2 + 855094414851*x + 282429536481
2972, 3, 10460353203*x^2 + 17361390806*x + 10460353203
2981, 3, 177147*x^6 - 32391*x^5 + 36210*x^4 - 352523*x^3 + 36210*x^2 - 32391*x + 177147
2993, 3, 31381059609*x^12 - 57815466390*x^11 + 57121899435*x^10 - 66920792020*x^9 + 32123978285*x^8 + 5237286910*x^7 - 2216474857*x^6 + 5237286910*x^5 + 32123978285*x^4 - 66920792020*x^3 + 57121899435*x^2 - 57815466390*x + 31381059609
3005, 3, 59049*x^4 - 16420*x^3 + 99062*x^2 - 16420*x + 59049
3017, 3, 10460353203*x^2 + 11957161430*x + 10460353203
3020, 3, 22876792454961*x^4 - 42259249860804*x^3 + 38956688738086*x^2 - 42259249860804*x + 22876792454961
3032, 3, 27*x^2 - 46*x + 27
3053, 3, 2187*x^2 - 4090*x + 2187
3068, 3, 31381059609*x^4 - 57176863362*x^3 + 85455335947*x^2 - 57176863362*x + 31381059609
3080, 3, 43046721*x^8 + 123193710*x^7 + 221613849*x^6 + 306691230*x^5 + 339472756*x^4 + 306691230*x^3 + 221613849*x^2 + 123193710*x + 43046721
3101, 3, 243*x^2 - 43*x + 243
3113, 3, 27*x^2 - 10*x + 27
3116, 3, 43046721*x^4 + 80764830*x^3 + 103452067*x^2 + 80764830*x + 43046721
3128, 3, 4782969*x^4 + 126924*x^3 - 431690*x^2 + 126924*x + 4782969
3149, 3, 243*x^2 - 298*x + 243
3164, 3, 1853020188851841*x^8 + 3919458530292228*x^7 + 758974417917066*x^6 - 3532511840176368*x^5 - 4445750238623213*x^4 - 3532511840176368*x^3 + 758974417917066*x^2 + 3919458530292228*x + 1853020188851841
3173, 3, 177147*x^6 - 130320*x^5 - 124080*x^4 + 366106*x^3 - 124080*x^2 - 130320*x + 177147
3197, 3, 19683*x^2 - 28234*x + 19683
3212, 3, 59049*x^4 - 107463*x^3 + 97312*x^2 - 107463*x + 59049
3224, 3, 387420489*x^4 - 205359300*x^3 - 357731594*x^2 - 205359300*x + 387420489
3245, 3, 531441*x^8 - 307125*x^7 + 1527786*x^6 - 729435*x^5 + 2148970*x^4 - 729435*x^3 + 1527786*x^2 - 307125*x + 531441
3260, 3, 205891132094649*x^4 - 79180795468476*x^3 + 215018687519254*x^2 - 79180795468476*x + 205891132094649
3269, 3, 2187*x^2 - 3907*x + 2187
3305, 3, 31381059609*x^12 - 168323307930*x^11 + 405068470191*x^10 - 579288043035*x^9 + 578247916005*x^8 - 491887845410*x^7 + 450043451765*x^6 - 491887845410*x^5 + 578247916005*x^4 - 579288043035*x^3 + 405068470191*x^2 - 168323307930*x + 31381059609
3308, 3, 2187*x^2 - 3547*x + 2187
3317, 3, 19683*x^2 + 32966*x + 19683
3320, 3, 59049*x^4 - 125802*x^3 + 182347*x^2 - 125802*x + 59049
3353, 3, 847288609443*x^2 + 657756375350*x + 847288609443
3356, 3, 5559060566555523*x^6 + 14330604875055714*x^5 + 19086746193830637*x^4 + 19824501607671836*x^3 + 19086746193830637*x^2 + 14330604875055714*x + 5559060566555523
3377, 3, 27*x^2 - 10*x + 27
3401, 3, 243*x^2 + 230*x + 243
3404, 3, 531441*x^4 - 15330*x^3 + 136339*x^2 - 15330*x + 531441
3416, 3, 59049*x^4 - 324*x^3 - 91850*x^2 - 324*x + 59049
3437, 3, 19683*x^2 + 20045*x + 19683
3452, 3, 10460353203*x^2 + 19762801622*x + 10460353203
3464, 3, 4782969*x^4 - 13528612*x^3 + 18670934*x^2 - 13528612*x + 4782969
3473, 3, 10460353203*x^2 + 15281897942*x + 10460353203
3497, 3, 729*x^4 + 115*x^3 - 959*x^2 + 115*x + 729
3512, 3, 14348907*x^2 + 26595314*x + 14348907
3521, 3, 10460353203*x^2 + 19406873942*x + 10460353203
3548, 3, 68630377364883*x^2 - 41296506721258*x + 68630377364883
3560, 3, 43046721*x^8 - 44891820*x^7 + 24573418*x^6 + 64530000*x^5 - 73694957*x^4 + 64530000*x^3 + 24573418*x^2 - 44891820*x + 43046721
3569, 3, 14348907*x^6 - 3493368*x^5 - 3900744*x^4 + 16070093*x^3 - 3900744*x^2 - 3493368*x + 14348907
3596, 3, 150094635296999121*x^12 + 274893716979050274*x^11 + 127587088873030941*x^10 - 16157073362357466*x^9 + 15201693671781834*x^8 - 268849681252954998*x^7 - 530916879720144923*x^6 - 268849681252954998*x^5 + 15201693671781834*x^4 - 16157073362357466*x^3 + 127587088873030941*x^2 + 274893716979050274*x + 150094635296999121
3605, 3, 59049*x^4 - 159201*x^3 + 206704*x^2 - 159201*x + 59049
3608, 3, 729*x^4 - 966*x^3 + 1099*x^2 - 966*x + 729
3629, 3, 1594323*x^2 - 2784490*x + 1594323
3641, 3, 27*x^2 - 10*x + 27
3644, 3, 617673396283947*x^2 + 1102302840524870*x + 617673396283947
3689, 3, 205891132094649*x^4 - 804129173807652*x^3 + 1196724390302422*x^2 - 804129173807652*x + 205891132094649
3692, 3, 22876792454961*x^4 + 61605128740302*x^3 + 79528282968163*x^2 + 61605128740302*x + 22876792454961
3704, 3, 2187*x^2 - 3022*x + 2187
3713, 3, 847288609443*x^2 + 267861638582*x + 847288609443
3737, 3, 729*x^4 - 475*x^3 + 401*x^2 - 475*x + 729
3740, 3, 1853020188851841*x^8 + 7347844499634396*x^7 + 15382081823315850*x^6 + 21846467761281264*x^5 + 24203030589988819*x^4 + 21846467761281264*x^3 + 15382081823315850*x^2 + 7347844499634396*x + 1853020188851841
3749, 3, 27*x^2 + 38*x + 27
3752, 3, 4782969*x^4 - 5652180*x^3 + 1749238*x^2 - 5652180*x + 4782969
3788, 3, 243*x^2 + 461*x + 243
3836, 3, 109418989131512359209*x^8 - 149472831851662981752*x^7 + 148582821788021972988*x^6 + 84249778143591588024*x^5 - 124670561864055899594*x^4 + 84249778143591588024*x^3 + 148582821788021972988*x^2 - 149472831851662981752*x + 109418989131512359209
3857, 3, 2541865828329*x^4 + 6155583672150*x^3 + 8692341658531*x^2 + 6155583672150*x + 2541865828329
3884, 3, 14348907*x^2 + 28167830*x + 14348907
3893, 3, 59049*x^4 + 73924*x^3 + 138550*x^2 + 73924*x + 59049
3896, 3, 2187*x^2 - 3022*x + 2187
3905, 3, 22876792454961*x^8 - 50237030042235*x^7 + 45218086416936*x^6 + 16082092514835*x^5 - 48302753282969*x^4 + 16082092514835*x^3 + 45218086416936*x^2 - 50237030042235*x + 22876792454961
3932, 3, 7625597484987*x^2 + 10165249888358*x + 7625597484987
3941, 3, 1594323*x^6 - 7279407*x^5 + 15357666*x^4 - 19327475*x^3 + 15357666*x^2 - 7279407*x + 1594323
3953, 3, 27*x^2 + 5*x + 27
3965, 3, 531441*x^8 + 48078*x^7 - 303119*x^6 - 207922*x^5 + 381444*x^4 - 207922*x^3 - 303119*x^2 + 48078*x + 531441
3980, 3, 150094635296999121*x^4 + 115538492330696826*x^3 + 157369655759009131*x^2 + 115538492330696826*x + 150094635296999121
3992, 3, 27*x^2 - 46*x + 27
4028, 3, 205891132094649*x^4 - 703731216049596*x^3 + 1013064097625110*x^2 - 703731216049596*x + 205891132094649
4037, 3, 19683*x^2 + 20870*x + 19683
4061, 3, 14348907*x^2 + 18148310*x + 14348907
4076, 3, 1594323*x^2 - 3016435*x + 1594323
4085, 3, 4782969*x^4 - 15543036*x^3 + 21568534*x^2 - 15543036*x + 4782969
4088, 3, 43046721*x^4 - 34251348*x^3 + 10372198*x^2 - 34251348*x + 43046721
4109, 3, 2187*x^2 - 2026*x + 2187
4124, 3, 50031545098999707*x^2 - 28223297678076250*x + 50031545098999707
4136, 3, 59049*x^4 + 101022*x^3 + 85627*x^2 + 101022*x + 59049
4145, 3, 729*x^4 + 19*x^3 + 25*x^2 + 19*x + 729
4169, 3, 27*x^2 - 10*x + 27
4172, 3, 22876792454961*x^4 - 5410181218806*x^3 + 4507702128091*x^2 - 5410181218806*x + 22876792454961
4184, 3, 243*x^2 + 482*x + 243
4193, 3, 847288609443*x^6 - 881285953095*x^5 + 2366906611275*x^4 - 1712829179215*x^3 + 2366906611275*x^2 - 881285953095*x + 847288609443
4220, 3, 150094635296999121*x^4 + 177792317551796796*x^3 + 254187934431048166*x^2 + 177792317551796796*x + 150094635296999121
4268, 3, 16677181699666569*x^8 - 69329108656734318*x^7 + 157457083001025609*x^6 - 244691094154183278*x^5 + 280206803074460836*x^4 - 244691094154183278*x^3 + 157457083001025609*x^2 - 69329108656734318*x + 16677181699666569
4277, 3, 59049*x^4 + 37250*x^3 - 13669*x^2 + 37250*x + 59049
4280, 3, 4782969*x^4 + 12973446*x^3 + 17996395*x^2 + 12973446*x + 4782969
4301, 3, 4782969*x^4 + 7741170*x^3 + 6233371*x^2 + 7741170*x + 4782969
4313, 3, 243*x^2 + 422*x + 243
4316, 3, 16677181699666569*x^4 + 3491575605564030*x^3 - 20387458089541637*x^2 + 3491575605564030*x + 16677181699666569
4364, 3, 129140163*x^6 + 276011793*x^5 + 208163817*x^4 + 112749878*x^3 + 208163817*x^2 + 276011793*x + 129140163
4376, 3, 27*x^2 - 46*x + 27
4412, 3, 94143178827*x^2 - 48489309562*x + 94143178827
4424, 3, 3486784401*x^8 + 14451297966*x^7 + 27974110185*x^6 + 36984987774*x^5 + 39951341812*x^4 + 36984987774*x^3 + 27974110185*x^2 + 14451297966*x + 3486784401
4433, 3, 205891132094649*x^4 + 349122921409170*x^3 + 373256260384123*x^2 + 349122921409170*x + 205891132094649
4445, 3, 59049*x^4 + 129599*x^3 + 141104*x^2 + 129599*x + 59049
4460, 3, 22876792454961*x^4 - 53728357338684*x^3 + 63310801611046*x^2 - 53728357338684*x + 22876792454961
4472, 3, 43046721*x^4 - 145386900*x^3 + 204714214*x^2 - 145386900*x + 43046721
4529, 3, 94143178827*x^2 + 52564850438*x + 94143178827
4541, 3, 14348907*x^2 + 20563910*x + 14348907
4556, 3, 150094635296999121*x^8 + 815707782380162772*x^7 + 1966199513512970970*x^6 + 2922054271180998768*x^5 + 3242935945279156339*x^4 + 2922054271180998768*x^3 + 1966199513512970970*x^2 + 815707782380162772*x + 150094635296999121
4565, 3, 531441*x^4 + 879225*x^3 + 1348432*x^2 + 879225*x + 531441
4568, 3, 243*x^2 + 482*x + 243
4577, 3, 7625597484987*x^2 + 10308309942374*x + 7625597484987
4601, 3, 27*x^2 + 53*x + 27
4604, 3, 36472996377170786403*x^2 + 63984390806894314550*x + 36472996377170786403
4613, 3, 177147*x^2 - 274555*x + 177147
4616, 3, 3486784401*x^8 + 22458484440*x^7 + 67597889436*x^6 + 123703200488*x^5 + 150159705638*x^4 + 123703200488*x^3 + 67597889436*x^2 + 22458484440*x + 3486784401
4652, 3, 2187*x^2 + 278*x + 2187
4661, 3, 14348907*x^2 + 12833525*x + 14348907
4664, 3, 6561*x^4 - 1020*x^3 - 11066*x^2 - 1020*x + 6561
4697, 3, 205891132094649*x^4 + 462867281154450*x^3 + 534746217320827*x^2 + 462867281154450*x + 205891132094649
4712, 3, 387420489*x^4 - 345961044*x^3 + 714126934*x^2 - 345961044*x + 387420489
4748, 3, 19683*x^2 - 34618*x + 19683
4757, 3, 14348907*x^10 + 38205270*x^9 + 36609489*x^8 + 4340880*x^7 - 48783393*x^6 - 80892530*x^5 - 48783393*x^4 + 4340880*x^3 + 36609489*x^2 + 38205270*x + 14348907
4760, 3, 3486784401*x^8 + 8497780956*x^7 + 12706645770*x^6 + 10612022064*x^5 + 9908163619*x^4 + 10612022064*x^3 + 12706645770*x^2 + 8497780956*x + 3486784401
4769, 3, 2187*x^2 - 3370*x + 2187
4781, 3, 243*x^2 + 197*x + 243
4796, 3, 1350851717672992089*x^4 + 2994997435615970820*x^3 + 3899468127068590678*x^2 + 2994997435615970820*x + 1350851717672992089
4808, 3, 729*x^4 + 1775*x^3 + 2192*x^2 + 1775*x + 729
4829, 3, 14348907*x^2 - 23027050*x + 14348907
4841, 3, 847288609443*x^6 + 987582656151*x^5 - 274050133461*x^4 - 889394111225*x^3 - 274050133461*x^2 + 987582656151*x + 847288609443
4844, 3, 984770902183611232881*x^12 - 456252915670367596686*x^11 - 485961654588329118483*x^10 + 2347103009969978599638*x^9 - 1189743456430352610774*x^8 - 1161627589105784525670*x^7 + 3149053011895685181397*x^6 - 1161627589105784525670*x^5 - 1189743456430352610774*x^4 + 2347103009969978599638*x^3 - 485961654588329118483*x^2 - 456252915670367596686*x + 984770902183611232881
4853, 3, 1594323*x^6 - 659088*x^5 - 325680*x^4 - 969110*x^3 - 325680*x^2 - 659088*x + 1594323
4856, 3, 1594323*x^2 - 3051358*x + 1594323
4940, 3, 1853020188851841*x^8 + 4925835879426252*x^7 + 10607203408725018*x^6 + 14464804858186704*x^5 + 17006294315600995*x^4 + 14464804858186704*x^3 + 10607203408725018*x^2 + 4925835879426252*x + 1853020188851841
4952, 3, 243*x^2 + 482*x + 243
4988, 3, 2541865828329*x^4 + 7714613482884*x^3 + 10845921387574*x^2 + 7714613482884*x + 2541865828329
4997, 3, 1594323*x^2 - 3061354*x + 1594323
5033, 3, 617673396283947*x^2 - 593976405297850*x + 617673396283947
5036, 3, 14348907*x^2 - 1860970*x + 14348907
5048, 3, 1594323*x^2 - 3051358*x + 1594323
5057, 3, 729*x^4 + 1795*x^3 + 2521*x^2 + 1795*x + 729
5069, 3, 59049*x^4 + 69308*x^3 + 58934*x^2 + 69308*x + 59049
5084, 3, 79766443076872509863361*x^8 + 45819347347771989994980*x^7 + 65039081053279667297706*x^6 - 90824791172448373821360*x^5 - 48400832277908395267085*x^4 - 90824791172448373821360*x^3 + 65039081053279667297706*x^2 + 45819347347771989994980*x + 79766443076872509863361
5093, 3, 2187*x^2 - 2515*x + 2187
5105, 3, 531441*x^8 - 34668*x^7 + 5166*x^6 - 84683*x^5 + 579209*x^4 - 84683*x^3 + 5166*x^2 - 34668*x + 531441
5117, 3, 531441*x^4 + 908430*x^3 + 1351507*x^2 + 908430*x + 531441
5129, 3, 10460353203*x^2 + 15281897942*x + 10460353203
5132, 3, 177147*x^2 + 266678*x + 177147
5141, 3, 59049*x^4 + 128377*x^3 + 152224*x^2 + 128377*x + 59049
5144, 3, 27*x^2 - 46*x + 27
5177, 3, 5559060566555523*x^2 + 86799227101046*x + 5559060566555523
5180, 3, 1350851717672992089*x^8 - 3929492357011650852*x^7 + 6202822420779129882*x^6 - 6275940453005528784*x^5 + 6034326343338120955*x^4 - 6275940453005528784*x^3 + 6202822420779129882*x^2 - 3929492357011650852*x + 1350851717672992089
5192, 3, 729*x^4 + 50*x^3 - 1333*x^2 + 50*x + 729
5201, 3, 10460353203*x^2 + 17361390806*x + 10460353203
5228, 3, 177147*x^2 - 352987*x + 177147
5240, 3, 531441*x^4 - 700770*x^3 + 504307*x^2 - 700770*x + 531441
