D,p, Pol
4865, 3, 16677181699666569*x^20 - 137670654130378758*x^19 + 530357671783782117*x^18 - 1259728657453026387*x^17 + 2081181201802983612*x^16 - 2636986855200785289*x^15 + 2922942659884949880*x^14 - 3286982744136442161*x^13 + 3898049742134876115*x^12 - 4505616006115315005*x^11 + 4755581574228968839*x^10 - 4505616006115315005*x^9 + 3898049742134876115*x^8 - 3286982744136442161*x^7 + 2922942659884949880*x^6 - 2636986855200785289*x^5 + 2081181201802983612*x^4 - 1259728657453026387*x^3 + 530357671783782117*x^2 - 137670654130378758*x + 16677181699666569
4892, 3, 50031545098999707*x^6 + 239147298137326194*x^5 + 523698707818122837*x^4 + 668590391762630396*x^3 + 523698707818122837*x^2 + 239147298137326194*x + 50031545098999707
5249, 3, 150094635296999121*x^16 - 488276609567957964*x^15 + 467327059706551914*x^14 + 128798378561886921*x^13 - 174260697462272457*x^12 - 977268472676866548*x^11 + 1577688517745173449*x^10 - 359076451226798176*x^9 - 650051006965041659*x^8 - 359076451226798176*x^7 + 1577688517745173449*x^6 - 977268472676866548*x^5 - 174260697462272457*x^4 + 128798378561886921*x^3 + 467327059706551914*x^2 - 488276609567957964*x + 150094635296999121
5276, 3, 2954312706550833698643*x^2 - 5355653950245394487530*x + 2954312706550833698643
5285, 3, 4782969*x^4 + 11585094*x^3 + 14942899*x^2 + 11585094*x + 4782969
5336, 3, 729*x^4 - 1596*x^3 + 1750*x^2 - 1596*x + 729
5345, 3, 729*x^4 + 1901*x^3 + 2345*x^2 + 1901*x + 729
5357, 3, 2187*x^2 - 2515*x + 2187
5369, 3, 31381059609*x^12 + 59261517351*x^11 - 16419748869*x^10 - 34499142945*x^9 + 81554623974*x^8 + 5455083004*x^7 - 132591660007*x^6 + 5455083004*x^5 + 81554623974*x^4 - 34499142945*x^3 - 16419748869*x^2 + 59261517351*x + 31381059609
5372, 3, 12157665459056928801*x^4 + 1205920516583727396*x^3 - 10330979397995484410*x^2 + 1205920516583727396*x + 12157665459056928801
5384, 3, 4782969*x^4 - 10204708*x^3 + 11138390*x^2 - 10204708*x + 4782969
5405, 3, 59049*x^4 + 101916*x^3 + 87670*x^2 + 101916*x + 59049
5420, 3, 984770902183611232881*x^4 + 3016820344158540089946*x^3 + 4127225324885260244971*x^2 + 3016820344158540089946*x + 984770902183611232881
5432, 3, 3486784401*x^4 - 333112404*x^3 - 5721703994*x^2 - 333112404*x + 3486784401
5453, 3, 4782969*x^4 - 14890590*x^3 + 20297611*x^2 - 14890590*x + 4782969
5468, 3, 2954312706550833698643*x^6 + 579091937080387793346*x^5 + 775230730540278613533*x^4 - 3779624174957324122276*x^3 + 775230730540278613533*x^2 + 579091937080387793346*x + 2954312706550833698643
5489, 3, 27*x^2 - 10*x + 27
5513, 3, 150094635296999121*x^16 - 631519504309928025*x^15 + 732634382247648111*x^14 + 523125655617498525*x^13 - 1768259264043021750*x^12 + 810582291695712825*x^11 + 948208323954882609*x^10 - 904709538116417000*x^9 + 279742811221781609*x^8 - 904709538116417000*x^7 + 948208323954882609*x^6 + 810582291695712825*x^5 - 1768259264043021750*x^4 + 523125655617498525*x^3 + 732634382247648111*x^2 - 631519504309928025*x + 150094635296999121
5516, 3, 3486784401*x^4 + 12753175050*x^3 + 18577550779*x^2 + 12753175050*x + 3486784401
5528, 3, 243*x^2 + 482*x + 243
5549, 3, 14348907*x^2 - 28576810*x + 14348907
5561, 3, 27*x^2 + 29*x + 27
5564, 3, 984770902183611232881*x^4 - 2266168558552641653022*x^3 + 2931018283445014070803*x^2 - 2266168558552641653022*x + 984770902183611232881
5576, 3, 6561*x^8 - 18396*x^7 + 38122*x^6 - 53424*x^5 + 61843*x^4 - 53424*x^3 + 38122*x^2 - 18396*x + 6561
5609, 3, 50031545098999707*x^2 + 23871803447152550*x + 50031545098999707
5612, 3, 150094635296999121*x^4 + 4894466945175108*x^3 - 251595194655764762*x^2 + 4894466945175108*x + 150094635296999121
5621, 3, 387420489*x^12 - 1203561504*x^11 + 1234846944*x^10 + 61417692*x^9 - 484935392*x^8 - 1385359840*x^7 + 2820488118*x^6 - 1385359840*x^5 - 484935392*x^4 + 61417692*x^3 + 1234846944*x^2 - 1203561504*x + 387420489
5624, 3, 31381059609*x^12 + 96536139552*x^11 + 138363715296*x^10 + 105994200708*x^9 - 19568485856*x^8 - 178592689952*x^7 - 249759949098*x^6 - 178592689952*x^5 - 19568485856*x^4 + 105994200708*x^3 + 138363715296*x^2 + 96536139552*x + 31381059609
5633, 3, 243*x^2 - 355*x + 243
5645, 3, 59049*x^4 - 38351*x^3 - 25520*x^2 - 38351*x + 59049
5660, 3, 16677181699666569*x^4 - 20010207953885436*x^3 + 29660129486918134*x^2 - 20010207953885436*x + 16677181699666569
5681, 3, 387420489*x^4 + 939938094*x^3 + 1130608459*x^2 + 939938094*x + 387420489
5705, 3, 205891132094649*x^4 + 118771193202714*x^3 + 227728016660899*x^2 + 118771193202714*x + 205891132094649
5708, 3, 14348907*x^2 + 11099789*x + 14348907
5720, 3, 282429536481*x^8 + 889997156820*x^7 + 1167578482698*x^6 + 1018183011600*x^5 + 916460916883*x^4 + 1018183011600*x^3 + 1167578482698*x^2 + 889997156820*x + 282429536481
5753, 3, 243*x^2 - 475*x + 243
5756, 3, 4052555153018976267*x^2 + 8081291985496202630*x + 4052555153018976267
5768, 3, 3486784401*x^8 + 1380059928*x^7 + 1169760796*x^6 + 434952872*x^5 - 4449650394*x^4 + 434952872*x^3 + 1169760796*x^2 + 1380059928*x + 3486784401
5789, 3, 2187*x^2 - 3547*x + 2187
5804, 3, 1594323*x^2 + 2210525*x + 1594323
5816, 3, 1594323*x^2 - 3051358*x + 1594323
5852, 3, 12157665459056928801*x^8 + 24079136014769169348*x^7 + 39155455960720966026*x^6 + 52766458912885052048*x^5 + 51228684649237248179*x^4 + 52766458912885052048*x^3 + 39155455960720966026*x^2 + 24079136014769169348*x + 12157665459056928801
5873, 3, 5559060566555523*x^2 + 2876305860721910*x + 5559060566555523
5885, 3, 4782969*x^4 - 10193295*x^3 + 13186096*x^2 - 10193295*x + 4782969
5909, 3, 1162261467*x^2 - 2252270170*x + 1162261467
5912, 3, 19683*x^6 - 44640*x^5 + 38688*x^4 - 22462*x^3 + 38688*x^2 - 44640*x + 19683
5921, 3, 4052555153018976267*x^2 - 355821832781397370*x + 4052555153018976267
5945, 3, 6561*x^8 + 27018*x^7 + 62611*x^6 + 96588*x^5 + 111469*x^4 + 96588*x^3 + 62611*x^2 + 27018*x + 6561
5948, 3, 450283905890997363*x^2 + 621842881292711126*x + 450283905890997363
5957, 3, 531441*x^4 - 15330*x^3 + 136339*x^2 - 15330*x + 531441
5969, 3, 847288609443*x^2 + 267861638582*x + 847288609443
5996, 3, 1594323*x^2 + 122645*x + 1594323
6005, 3, 4782969*x^4 - 4167745*x^3 + 4094672*x^2 - 4167745*x + 4782969
6008, 3, 14348907*x^2 + 26595314*x + 14348907
6017, 3, 27*x^2 - 10*x + 27
6041, 3, 10460353203*x^2 + 19762801622*x + 10460353203
6044, 3, 239299329230617529590083*x^2 - 186101543588911942051210*x + 239299329230617529590083
6077, 3, 14348907*x^2 + 12833525*x + 14348907
6092, 3, 1162261467*x^6 + 2881019664*x^5 + 3526576272*x^4 + 3283230326*x^3 + 3526576272*x^2 + 2881019664*x + 1162261467
6104, 3, 59049*x^4 - 145908*x^3 + 173782*x^2 - 145908*x + 59049
6140, 3, 1350851717672992089*x^4 - 8148390811136316*x^3 - 2120813439985839146*x^2 - 8148390811136316*x + 1350851717672992089
6149, 3, 43046721*x^4 - 819666*x^3 - 80577149*x^2 - 819666*x + 43046721
6152, 3, 387420489*x^4 + 1210217852*x^3 + 1655454326*x^2 + 1210217852*x + 387420489
6188, 3, 12157665459056928801*x^8 + 43637643532154238588*x^7 + 84972415443097772106*x^6 + 110255694239324176368*x^5 + 118518904485824918899*x^4 + 110255694239324176368*x^3 + 84972415443097772106*x^2 + 43637643532154238588*x + 12157665459056928801
6209, 3, 68630377364883*x^6 + 49873897469817*x^5 + 86327697240891*x^4 + 17733112629305*x^3 + 86327697240891*x^2 + 49873897469817*x + 68630377364883
6233, 3, 5559060566555523*x^2 - 8265743463387658*x + 5559060566555523
6236, 3, 2153693963075557766310747*x^2 - 2494831697750959856517850*x + 2153693963075557766310747
6248, 3, 4782969*x^4 - 6957090*x^3 + 10055563*x^2 - 6957090*x + 4782969
6281, 3, 243*x^2 - 475*x + 243
6284, 3, 129140163*x^2 + 181349885*x + 129140163
6293, 3, 4782969*x^4 - 3482490*x^3 + 7390963*x^2 - 3482490*x + 4782969
6296, 3, 243*x^2 + 482*x + 243
6332, 3, 5559060566555523*x^2 + 3959896487121782*x + 5559060566555523
6341, 3, 4782969*x^4 - 3592558*x^3 + 3924155*x^2 - 3592558*x + 4782969
6365, 3, 387420489*x^4 - 1314195516*x^3 + 1866366454*x^2 - 1314195516*x + 387420489
6377, 3, 617673396283947*x^2 + 1102302840524870*x + 617673396283947
6380, 3, 79766443076872509863361*x^8 - 245954836154351588023818*x^7 + 299999228714714768398713*x^6 - 224959507625595596026266*x^5 + 183033944984907362936020*x^4 - 224959507625595596026266*x^3 + 299999228714714768398713*x^2 - 245954836154351588023818*x + 79766443076872509863361
6392, 3, 31381059609*x^8 + 20201804568*x^7 + 35569944828*x^6 + 38894053032*x^5 + 59716835926*x^4 + 38894053032*x^3 + 35569944828*x^2 + 20201804568*x + 31381059609
6428, 3, 7625597484987*x^2 - 11223081769882*x + 7625597484987
6440, 3, 3486784401*x^8 + 5959356300*x^7 + 4277951658*x^6 - 104829840*x^5 - 3697453277*x^4 - 104829840*x^3 + 4277951658*x^2 + 5959356300*x + 3486784401
6461, 3, 4782969*x^4 + 16085970*x^3 + 22630651*x^2 + 16085970*x + 4782969
6476, 3, 14348907*x^2 + 24342245*x + 14348907
6488, 3, 2187*x^2 - 3022*x + 2187
6497, 3, 531441*x^8 - 1714770*x^7 + 2603403*x^6 - 2533100*x^5 + 2230813*x^4 - 2533100*x^3 + 2603403*x^2 - 1714770*x + 531441
6509, 3, 19683*x^2 - 28234*x + 19683
6524, 3, 984770902183611232881*x^8 - 3908137652542542299832*x^7 + 6078396504730367132892*x^6 - 4562874216488491625736*x^5 + 2822382867270676984294*x^4 - 4562874216488491625736*x^3 + 6078396504730367132892*x^2 - 3908137652542542299832*x + 984770902183611232881
6533, 3, 14348907*x^2 + 26326214*x + 14348907
6536, 3, 59049*x^4 + 62172*x^3 + 19702*x^2 + 62172*x + 59049
6545, 3, 12157665459056928801*x^8 - 16585835305475455110*x^7 + 22858085473660358649*x^6 - 9559865935579781430*x^5 + 14525881433469459796*x^4 - 9559865935579781430*x^3 + 22858085473660358649*x^2 - 16585835305475455110*x + 12157665459056928801
6557, 3, 14348907*x^6 - 24631929*x^5 + 9418017*x^4 + 4941274*x^3 + 9418017*x^2 - 24631929*x + 14348907
6572, 3, 150094635296999121*x^4 - 30064357609917372*x^3 + 35620521677823718*x^2 - 30064357609917372*x + 150094635296999121
6584, 3, 68630377364883*x^6 - 21453448964058*x^5 + 50127213853053*x^4 + 49673099064212*x^3 + 50127213853053*x^2 - 21453448964058*x + 68630377364883
6593, 3, 243*x^2 - 139*x + 243
6605, 3, 4782969*x^4 + 5083655*x^3 + 2065472*x^2 + 5083655*x + 4782969
6620, 3, 984770902183611232881*x^4 + 160844395556798921916*x^3 - 1485051455853311343194*x^2 + 160844395556798921916*x + 984770902183611232881
6629, 3, 243*x^2 + 461*x + 243
6665, 3, 109418989131512359209*x^4 - 127775360278912228506*x^3 + 80971406866004140819*x^2 - 127775360278912228506*x + 109418989131512359209
6668, 3, 1594323*x^2 - 3186979*x + 1594323
6677, 3, 1594323*x^2 + 758165*x + 1594323
6680, 3, 31381059609*x^4 - 278265132*x^3 + 28325592502*x^2 - 278265132*x + 31381059609
6716, 3, 58149737003040059690390169*x^8 + 26466718488961169967466248*x^7 + 137012034388578002075200572*x^6 + 57795805901795400713968440*x^5 + 193196628021812017565812438*x^4 + 57795805901795400713968440*x^3 + 137012034388578002075200572*x^2 + 26466718488961169967466248*x + 58149737003040059690390169
6764, 3, 282429536481*x^4 - 523197658620*x^3 + 592806523462*x^2 - 523197658620*x + 282429536481
6773, 3, 4782969*x^4 - 17608700*x^3 + 25772566*x^2 - 17608700*x + 4782969
6785, 3, 282429536481*x^4 - 104584242690*x^3 + 574127973859*x^2 - 104584242690*x + 282429536481
6797, 3, 14348907*x^2 + 28167830*x + 14348907
6809, 3, 2954312706550833698643*x^18 + 3266894976167873053251*x^17 + 2351747523589439973507*x^16 + 1844044867320971909013*x^15 - 4876412917502602849455*x^14 - 9423567079863337086741*x^13 - 2926538573560405605198*x^12 - 1154258123848150697082*x^11 + 6077331615980388034968*x^10 + 13716989301481511491189*x^9 + 6077331615980388034968*x^8 - 1154258123848150697082*x^7 - 2926538573560405605198*x^6 - 9423567079863337086741*x^5 - 4876412917502602849455*x^4 + 1844044867320971909013*x^3 + 2351747523589439973507*x^2 + 3266894976167873053251*x + 2954312706550833698643
6812, 3, 22876792454961*x^4 + 2325699470178*x^3 - 32221744249517*x^2 + 2325699470178*x + 22876792454961
6821, 3, 1162261467*x^2 - 2024615770*x + 1162261467
6872, 3, 2187*x^2 - 3022*x + 2187
6881, 3, 7625597484987*x^2 + 10165249888358*x + 7625597484987
6905, 3, 59049*x^4 - 9980*x^3 + 78262*x^2 - 9980*x + 59049
6908, 3, 150094635296999121*x^4 + 201123053214786108*x^3 + 298320093606526438*x^2 + 201123053214786108*x + 150094635296999121
6941, 3, 1594323*x^2 + 758165*x + 1594323
6956, 3, 3486784401*x^4 + 2186006162*x^3 - 546838237*x^2 + 2186006162*x + 3486784401
6965, 3, 387420489*x^4 - 353220426*x^3 + 849386899*x^2 - 353220426*x + 387420489
6968, 3, 31381059609*x^4 - 65300976900*x^3 + 84478770646*x^2 - 65300976900*x + 31381059609
7004, 3, 79766443076872509863361*x^8 - 296494816002466038632712*x^7 + 553023926570907805743900*x^6 - 717846237447982661070648*x^5 + 771329704517716359978694*x^4 - 717846237447982661070648*x^3 + 553023926570907805743900*x^2 - 296494816002466038632712*x + 79766443076872509863361
7037, 3, 14348907*x^2 + 395414*x + 14348907
7049, 3, 12157665459056928801*x^20 + 76612302921859863093*x^19 + 281790543432836346228*x^18 + 759647305698404316138*x^17 + 1643947033109467004280*x^16 + 2995107203777422110165*x^15 + 4736965095253009434582*x^14 + 6638586168347030580777*x^13 + 8363353936783155005187*x^12 + 9568871761307580528459*x^11 + 10001346492006935345629*x^10 + 9568871761307580528459*x^9 + 8363353936783155005187*x^8 + 6638586168347030580777*x^7 + 4736965095253009434582*x^6 + 2995107203777422110165*x^5 + 1643947033109467004280*x^4 + 759647305698404316138*x^3 + 281790543432836346228*x^2 + 76612302921859863093*x + 12157665459056928801
7052, 3, 109418989131512359209*x^8 + 199278636496197673032*x^7 + 172057637013197058684*x^6 - 42534088421855004168*x^5 - 155794701795990733514*x^4 - 42534088421855004168*x^3 + 172057637013197058684*x^2 + 199278636496197673032*x + 109418989131512359209
7061, 3, 19683*x^2 - 28234*x + 19683
7064, 3, 177147*x^10 + 6642*x^9 + 23409*x^8 - 330336*x^7 + 260271*x^6 + 69130*x^5 + 260271*x^4 - 330336*x^3 + 23409*x^2 + 6642*x + 177147
7073, 3, 27*x^2 - 10*x + 27
7097, 3, 50031545098999707*x^2 - 99640571153208922*x + 50031545098999707
7112, 3, 3486784401*x^8 + 12424806270*x^7 + 26464415481*x^6 + 39403754670*x^5 + 45245608660*x^4 + 39403754670*x^3 + 26464415481*x^2 + 12424806270*x + 3486784401
7133, 3, 1594323*x^2 - 3016435*x + 1594323
7145, 3, 729*x^4 + 461*x^3 - 175*x^2 + 461*x + 729
7148, 3, 1162261467*x^6 + 1940935527*x^5 + 3620764530*x^4 + 3802790315*x^3 + 3620764530*x^2 + 1940935527*x + 1162261467
7157, 3, 4782969*x^4 + 10670926*x^3 + 12296539*x^2 + 10670926*x + 4782969
7160, 3, 43046721*x^4 - 74308860*x^3 + 95655814*x^2 - 74308860*x + 43046721
7169, 3, 27*x^2 + 53*x + 27
7181, 3, 177147*x^2 - 922*x + 177147
7196, 3, 717897987691852588770249*x^4 + 1546827229698693742814148*x^3 + 1680927865199660553343222*x^2 + 1546827229698693742814148*x + 717897987691852588770249
7205, 3, 3486784401*x^8 + 16251980535*x^7 + 38956469841*x^6 + 62799526690*x^5 + 73225505966*x^4 + 62799526690*x^3 + 38956469841*x^2 + 16251980535*x + 3486784401
7208, 3, 3486784401*x^8 + 10219200732*x^7 + 20234377306*x^6 + 28920397968*x^5 + 33563280211*x^4 + 28920397968*x^3 + 20234377306*x^2 + 10219200732*x + 3486784401
7217, 3, 50031545098999707*x^2 - 28223297678076250*x + 50031545098999707
7244, 3, 94143178827*x^6 + 21584948607*x^5 + 17775280386*x^4 - 133718590189*x^3 + 17775280386*x^2 + 21584948607*x + 94143178827
7256, 3, 27*x^2 - 46*x + 27
7277, 3, 129140163*x^2 - 226952458*x + 129140163
7289, 3, 531441*x^8 - 3972969*x^7 + 13254255*x^6 - 25760672*x^5 + 31895939*x^4 - 25760672*x^3 + 13254255*x^2 - 3972969*x + 531441
7292, 3, 2954312706550833698643*x^2 + 4436732755397726769686*x + 2954312706550833698643
7304, 3, 59049*x^4 + 123975*x^3 + 175648*x^2 + 123975*x + 59049
7313, 3, 50031545098999707*x^2 + 23871803447152550*x + 50031545098999707
7337, 3, 205891132094649*x^4 - 220967386784802*x^3 + 104788648867147*x^2 - 220967386784802*x + 205891132094649
7340, 3, 150094635296999121*x^4 - 123865590877053354*x^3 + 162046688883134491*x^2 - 123865590877053354*x + 150094635296999121
7352, 3, 1162261467*x^2 - 401778862*x + 1162261467
7361, 3, 1350851717672992089*x^4 - 4250956160066558116*x^3 + 6037807164674111126*x^2 - 4250956160066558116*x + 1350851717672992089
7385, 3, 150094635296999121*x^4 - 261109219500755964*x^3 + 328839709513706086*x^2 - 261109219500755964*x + 150094635296999121
7388, 3, 328256967394537077627*x^6 + 233581009272538814514*x^5 - 90896216781315141003*x^4 - 9942028654859625604*x^3 - 90896216781315141003*x^2 + 233581009272538814514*x + 328256967394537077627
7409, 3, 2954312706550833698643*x^2 - 4005829141019636081770*x + 2954312706550833698643
7445, 3, 4782969*x^4 + 12752164*x^3 + 17986390*x^2 + 12752164*x + 4782969
7469, 3, 387420489*x^4 + 220324590*x^3 - 227833829*x^2 + 220324590*x + 387420489
7484, 3, 2954312706550833698643*x^2 - 2189869863267330684010*x + 2954312706550833698643
7493, 3, 14348907*x^2 + 12833525*x + 14348907
7496, 3, 729*x^4 - 73*x^3 - 160*x^2 - 73*x + 729
7505, 3, 12157665459056928801*x^8 + 10593985731919539435*x^7 + 19609118123440346856*x^6 + 14954156778290569965*x^5 + 30205590656543280511*x^4 + 14954156778290569965*x^3 + 19609118123440346856*x^2 + 10593985731919539435*x + 12157665459056928801
7532, 3, 984770902183611232881*x^4 + 2104384495722225269526*x^3 + 3059872522803233250811*x^2 + 2104384495722225269526*x + 984770902183611232881
7544, 3, 205891132094649*x^8 - 236454719808024*x^7 + 399307779306108*x^6 - 236030051135400*x^5 + 281364468045334*x^4 - 236030051135400*x^3 + 399307779306108*x^2 - 236454719808024*x + 205891132094649
7553, 3, 16677181699666569*x^4 + 4430962235261970*x^3 - 13094499836410037*x^2 + 4430962235261970*x + 16677181699666569
7565, 3, 43046721*x^8 + 57120030*x^7 + 27204913*x^6 - 48738690*x^5 - 67850012*x^4 - 48738690*x^3 + 27204913*x^2 + 57120030*x + 43046721
7580, 3, 79766443076872509863361*x^4 - 26112442865545047597444*x^3 - 105356023813014434522234*x^2 - 26112442865545047597444*x + 79766443076872509863361
7601, 3, 19683*x^6 - 33768*x^5 + 36624*x^4 - 44789*x^3 + 36624*x^2 - 33768*x + 19683
7613, 3, 19683*x^2 - 28234*x + 19683
7628, 3, 129140163*x^6 - 122525145*x^5 + 45412530*x^4 + 55219451*x^3 + 45412530*x^2 - 122525145*x + 129140163
7637, 3, 129140163*x^2 - 245318155*x + 129140163
7640, 3, 2541865828329*x^4 + 6905696700420*x^3 + 8820340586806*x^2 + 6905696700420*x + 2541865828329
7661, 3, 243*x^2 - 298*x + 243
7676, 3, 984770902183611232881*x^4 + 3747103588074424232124*x^3 + 5533276929073196248486*x^2 + 3747103588074424232124*x + 984770902183611232881
7685, 3, 43046721*x^8 + 173447910*x^7 + 390188233*x^6 + 586875510*x^5 + 670530868*x^4 + 586875510*x^3 + 390188233*x^2 + 173447910*x + 43046721
7697, 3, 243*x^2 + 230*x + 243
7721, 3, 94143178827*x^6 - 131729461650*x^5 + 106318574757*x^4 - 44542035644*x^3 + 106318574757*x^2 - 131729461650*x + 94143178827
7724, 3, 10460353203*x^2 - 10473463450*x + 10460353203
7733, 3, 43046721*x^4 + 97526670*x^3 + 137915059*x^2 + 97526670*x + 43046721
7736, 3, 50031545098999707*x^14 + 49912457124977154*x^13 + 6610324002528825*x^12 + 27739358007142644*x^11 + 54850098766592691*x^10 + 24802687557270558*x^9 + 42395279344951161*x^8 + 101234331937186264*x^7 + 42395279344951161*x^6 + 24802687557270558*x^5 + 54850098766592691*x^4 + 27739358007142644*x^3 + 6610324002528825*x^2 + 49912457124977154*x + 50031545098999707
7769, 3, 1350851717672992089*x^4 + 2165127138545637796*x^3 + 3349426582220978326*x^2 + 2165127138545637796*x + 1350851717672992089
7772, 3, 1853020188851841*x^4 - 3788280313259652*x^3 + 5523630943654918*x^2 - 3788280313259652*x + 1853020188851841
7781, 3, 10460353203*x^2 + 10083063590*x + 10460353203
7784, 3, 4782969*x^4 - 16379220*x^3 + 23415286*x^2 - 16379220*x + 4782969
7805, 3, 4782969*x^4 + 14729274*x^3 + 20034739*x^2 + 14729274*x + 4782969
7820, 3, 523347633027360537213511521*x^8 - 1976587702033877578247774868*x^7 + 3765519842672340528289953786*x^6 - 4725372401307992222498011248*x^5 + 4934103261208655018918217379*x^4 - 4725372401307992222498011248*x^3 + 3765519842672340528289953786*x^2 - 1976587702033877578247774868*x + 523347633027360537213511521
7832, 3, 3486784401*x^8 - 10895561100*x^7 + 8708191306*x^6 + 10797298640*x^5 - 23944512765*x^4 + 10797298640*x^3 + 8708191306*x^2 - 10895561100*x + 3486784401
7868, 3, 12157665459056928801*x^8 + 53714407701300972444*x^7 + 127429613995149854730*x^6 + 204792898040925254256*x^5 + 237943598214393062899*x^4 + 204792898040925254256*x^3 + 127429613995149854730*x^2 + 53714407701300972444*x + 12157665459056928801
7916, 3, 94143178827*x^2 + 24365021270*x + 94143178827
7928, 3, 129140163*x^2 - 125174398*x + 129140163
7961, 3, 19683*x^2 + 31445*x + 19683
7964, 3, 523347633027360537213511521*x^4 + 1446239133429896662722401634*x^3 + 1893965179102840191161030851*x^2 + 1446239133429896662722401634*x + 523347633027360537213511521
7973, 3, 43046721*x^4 - 63933570*x^3 + 69726067*x^2 - 63933570*x + 43046721
7997, 3, 1594323*x^2 + 758165*x + 1594323
8012, 3, 19683*x^2 - 37363*x + 19683
8024, 3, 22876792454961*x^8 + 5524854258708*x^7 - 23394273128694*x^6 - 8650684578096*x^5 + 17735439032611*x^4 - 8650684578096*x^3 - 23394273128694*x^2 + 5524854258708*x + 22876792454961
8033, 3, 59049*x^4 - 187925*x^3 + 257761*x^2 - 187925*x + 59049
8045, 3, 59049*x^4 + 118249*x^3 + 172480*x^2 + 118249*x + 59049
8057, 3, 36472996377170786403*x^6 + 155941640464356627705*x^5 + 322725644319707707059*x^4 + 405152866472392011785*x^3 + 322725644319707707059*x^2 + 155941640464356627705*x + 36472996377170786403
8060, 3, 58149737003040059690390169*x^8 - 60851556365977211916787812*x^7 - 85907077510239745322067558*x^6 - 5836618783123585750931664*x^5 + 189284803288504104402519355*x^4 - 5836618783123585750931664*x^3 - 85907077510239745322067558*x^2 - 60851556365977211916787812*x + 58149737003040059690390169
8072, 3, 2541865828329*x^4 + 6758113554916*x^3 + 8524430173174*x^2 + 6758113554916*x + 2541865828329
8105, 3, 150094635296999121*x^16 + 145593555774101424*x^15 - 166729793496223860*x^14 - 141686108452921365*x^13 + 421808096431903230*x^12 + 125016249392328240*x^11 - 571839102553033080*x^10 - 94047402248375080*x^9 + 642936985748820865*x^8 - 94047402248375080*x^7 - 571839102553033080*x^6 + 125016249392328240*x^5 + 421808096431903230*x^4 - 141686108452921365*x^3 - 166729793496223860*x^2 + 145593555774101424*x + 150094635296999121
8108, 3, 1162261467*x^10 + 2955573441*x^9 + 3812520501*x^8 + 2646714150*x^7 + 772556799*x^6 + 8030327*x^5 + 772556799*x^4 + 2646714150*x^3 + 3812520501*x^2 + 2955573441*x + 1162261467
8120, 3, 3486784401*x^8 + 20999254698*x^7 + 59730948081*x^6 + 105050145578*x^5 + 125707744484*x^4 + 105050145578*x^3 + 59730948081*x^2 + 20999254698*x + 3486784401
8129, 3, 243*x^2 - 475*x + 243
8141, 3, 2187*x^2 + 278*x + 2187
8153, 3, 4052555153018976267*x^2 - 5346014412468297466*x + 4052555153018976267
8156, 3, 2954312706550833698643*x^2 + 3830562589465520182550*x + 2954312706550833698643
8165, 3, 4782969*x^4 + 171780*x^3 + 7163926*x^2 + 171780*x + 4782969
8189, 3, 10460353203*x^2 + 11957161430*x + 10460353203
8201, 3, 19683*x^2 - 10810*x + 19683
8204, 3, 150094635296999121*x^4 + 103403709045366966*x^3 + 124429539949323451*x^2 + 103403709045366966*x + 150094635296999121
8213, 3, 1594323*x^2 - 2784490*x + 1594323
8216, 3, 205891132094649*x^4 + 229114578199500*x^3 + 191788530725686*x^2 + 229114578199500*x + 205891132094649
8252, 3, 2954312706550833698643*x^2 + 4919563826612569185686*x + 2954312706550833698643
8261, 3, 14348907*x^2 - 23027050*x + 14348907
8264, 3, 729*x^4 - 1559*x^3 + 1696*x^2 - 1559*x + 729
8309, 3, 10460353203*x^10 - 9285822666*x^9 + 6257623977*x^8 - 8873544240*x^7 + 15112416327*x^6 - 18388351826*x^5 + 15112416327*x^4 - 8873544240*x^3 + 6257623977*x^2 - 9285822666*x + 10460353203
8312, 3, 94143178827*x^2 - 188152336462*x + 94143178827
8333, 3, 4782969*x^4 + 738190*x^3 - 1289189*x^2 + 738190*x + 4782969
8348, 3, 50031545098999707*x^2 - 55186227287610586*x + 50031545098999707
8357, 3, 4782969*x^4 - 7754734*x^3 + 11152955*x^2 - 7754734*x + 4782969
8360, 3, 282429536481*x^8 - 346661326260*x^7 + 1061704271178*x^6 - 926242322320*x^5 + 1575733700243*x^4 - 926242322320*x^3 + 1061704271178*x^2 - 346661326260*x + 282429536481
8393, 3, 1350851717672992089*x^4 - 1250488620025224930*x^3 + 29032576917730603*x^2 - 1250488620025224930*x + 1350851717672992089
8396, 3, 1162261467*x^6 - 827382177*x^5 - 588277182*x^4 + 1358504915*x^3 - 588277182*x^2 - 827382177*x + 1162261467
8408, 3, 243*x^2 + 482*x + 243
8417, 3, 243*x^2 - 43*x + 243
