D,p, Pol
6892, 5, 3125*x^2 + 474*x + 3125
6908, 5, 0
6913, 5, 476837158203125*x^2 - 297206802495366*x + 476837158203125
6933, 5, 186264514923095703125*x^2 + 159182605159961198394*x + 186264514923095703125
6937, 5, 762939453125*x^2 + 810060404634*x + 762939453125
6952, 5, 9765625*x^4 - 28694430*x^3 + 38448971*x^2 - 28694430*x + 9765625
6968, 5, 2384185791015625*x^4 - 8298147689062500*x^3 + 11978965143146294*x^2 - 8298147689062500*x + 2384185791015625
6972, 5, 0
6973, 5, 1953125*x^2 - 2373786*x + 1953125
6988, 5, 3125*x^2 + 474*x + 3125
7017, 5, 19073486328125*x^2 - 17396375756831*x + 19073486328125
7032, 5, 0
7037, 5, 30517578125*x^2 - 38148912726*x + 30517578125
7048, 5, 23283064365386962890625*x^8 - 58547349972740234375000*x^7 + 121901828317147847937500*x^6 - 167000459473465386002024*x^5 + 194810291359817064962502*x^4 - 167000459473465386002024*x^3 + 121901828317147847937500*x^2 - 58547349972740234375000*x + 23283064365386962890625
7052, 5, 0
7053, 5, 0
7068, 5, 0
7073, 5, 125*x^2 + 74*x + 125
7077, 5, 0
7097, 5, 2910383045673370361328125*x^2 + 4890189033015795297256074*x + 2910383045673370361328125
7112, 5, 95367431640625*x^8 - 210606517656250*x^7 + 46559367529225*x^6 + 195360101047670*x^5 - 253360140522476*x^4 + 195360101047670*x^3 + 46559367529225*x^2 - 210606517656250*x + 95367431640625
7113, 5, 1220703125*x^2 + 1309298799*x + 1220703125
7117, 5, 11920928955078125*x^6 - 8290633828125000*x^5 + 4447426397425000*x^4 - 16151981068388074*x^3 + 4447426397425000*x^2 - 8290633828125000*x + 11920928955078125
7132, 5, 762939453125*x^2 + 1523482216314*x + 762939453125
7133, 5, 1220703125*x^2 - 2310076511*x + 1220703125
7148, 5, 19073486328125*x^6 + 30269404500000*x^5 - 9171764052000*x^4 - 43573836836728*x^3 - 9171764052000*x^2 + 30269404500000*x + 19073486328125
7153, 5, 0
7157, 5, 6103515625*x^4 + 1795434166*x^3 - 8032588941*x^2 + 1795434166*x + 6103515625
7192, 5, 6103515625*x^4 - 21811897500*x^3 + 31557993206*x^2 - 21811897500*x + 6103515625
7197, 5, 0
7208, 5, 95367431640625*x^8 - 307140077125000*x^7 + 361131544063324*x^6 - 94409748295352*x^5 - 109341044289178*x^4 - 94409748295352*x^3 + 361131544063324*x^2 - 307140077125000*x + 95367431640625
7212, 5, 0
7217, 5, 2910383045673370361328125*x^2 + 44678444152160678272394*x + 2910383045673370361328125
7228, 5, 244140625*x^4 + 444945074*x^3 + 422557827*x^2 + 444945074*x + 244140625
7233, 5, 11920928955078125*x^2 - 22294987535901721*x + 11920928955078125
7257, 5, 3814697265625*x^4 - 7252381018750*x^3 + 9657161178891*x^2 - 7252381018750*x + 3814697265625
7273, 5, 11920928955078125*x^6 + 7874678037109375*x^5 + 10223725692028125*x^4 + 22893664706076871*x^3 + 10223725692028125*x^2 + 7874678037109375*x + 11920928955078125
7277, 5, 762939453125*x^2 + 282968316369*x + 762939453125
7288, 5, 4656612873077392578125*x^2 + 7149187676589822808874*x + 4656612873077392578125
7292, 5, 0
7293, 5, 0
7313, 5, 2910383045673370361328125*x^2 + 4793239595910377732952074*x + 2910383045673370361328125
7337, 5, 931322574615478515625*x^4 - 1918199184675292968750*x^3 + 2743554587621755635371*x^2 - 1918199184675292968750*x + 931322574615478515625
7352, 5, 19073486328125*x^2 - 4927755245706*x + 19073486328125
7357, 5, 3125*x^2 + 5199*x + 3125
7368, 5, 0
7372, 5, 390625*x^4 - 338130*x^3 + 671171*x^2 - 338130*x + 390625
7377, 5, 19073486328125*x^2 - 6625064342231*x + 19073486328125
7388, 5, 0
7413, 5, 0
7432, 5, 3814697265625*x^4 + 161636390716*x^3 + 4749745538518*x^2 + 161636390716*x + 3814697265625
7437, 5, 0
7453, 5, 1490116119384765625*x^12 - 301211292480468750*x^11 + 423935499999609375*x^10 + 1136182023252741250*x^9 + 2006500102339730275*x^8 + 381782232936035916*x^7 + 1563050666735420426*x^6 + 381782232936035916*x^5 + 2006500102339730275*x^4 + 1136182023252741250*x^3 + 423935499999609375*x^2 - 301211292480468750*x + 1490116119384765625
7468, 5, 3125*x^2 + 474*x + 3125
7473, 5, 0
7493, 5, 30517578125*x^2 + 57015723049*x + 30517578125
7512, 5, 14551915228366851806640625*x^8 + 26630913804374267578125000*x^7 + 2215057757037118351937500*x^6 - 20832738740978018825061000*x^5 - 21122444387825422119535386*x^4 - 20832738740978018825061000*x^3 + 2215057757037118351937500*x^2 + 26630913804374267578125000*x + 14551915228366851806640625
7513, 5, 762939453125*x^10 + 1285168359375*x^9 + 2575225387500*x^8 + 3891092950650*x^7 + 4668363515920*x^6 + 5179512780791*x^5 + 4668363515920*x^4 + 3891092950650*x^3 + 2575225387500*x^2 + 1285168359375*x + 762939453125
7532, 5, 0
7548, 5, 0
7553, 5, 0
7557, 5, 0
7593, 5, 762939453125*x^2 + 747301491599*x + 762939453125
7597, 5, 476837158203125*x^2 + 891875426652794*x + 476837158203125
7608, 5, 0
7612, 5, 37252902984619140625*x^4 - 17840046000145913250*x^3 + 5667940547415218051*x^2 - 17840046000145913250*x + 37252902984619140625
7613, 5, 1953125*x^2 + 3265434*x + 1953125
7617, 5, 48828125*x^2 + 47373969*x + 48828125
7628, 5, 762939453125*x^6 + 416938663200*x^5 + 330520573920*x^4 + 837672385432*x^3 + 330520573920*x^2 + 416938663200*x + 762939453125
7637, 5, 762939453125*x^2 - 1293923971561*x + 762939453125
7653, 5, 45474735088646411895751953125*x^2 + 90665400852013932111902258394*x + 45474735088646411895751953125
7657, 5, 3814697265625*x^4 + 11797333593750*x^3 + 15990853139971*x^2 + 11797333593750*x + 3814697265625
7672, 5, 14551915228366851806640625*x^8 - 18234597111129760742187500*x^7 + 48873274633269451660156250*x^6 - 41316229179022179018250000*x^5 + 68178919708436265978777619*x^4 - 41316229179022179018250000*x^3 + 48873274633269451660156250*x^2 - 18234597111129760742187500*x + 14551915228366851806640625
7692, 5, 0
7697, 5, 3125*x^2 - 6071*x + 3125
7708, 5, 0
7733, 5, 152587890625*x^4 - 351651927355*x^3 + 435660936216*x^2 - 351651927355*x + 152587890625
7737, 5, 476837158203125*x^2 + 929540540093254*x + 476837158203125
7752, 5, 0
7768, 5, 30517578125*x^2 + 60442884119*x + 30517578125
7772, 5, 23283064365386962890625*x^4 + 27912425894618398437500*x^3 + 12223016847837906554886*x^2 + 27912425894618398437500*x + 23283064365386962890625
7773, 5, 0
7777, 5, 2384185791015625*x^4 - 1959115139062500*x^3 + 660622408773686*x^2 - 1959115139062500*x + 2384185791015625
7788, 5, 0
7797, 5, 0
7813, 5, 1490116119384765625*x^4 - 12290642830739881*x^3 - 2939537692462257696*x^2 - 12290642830739881*x + 1490116119384765625
7832, 5, 95367431640625*x^8 - 179746389468750*x^7 + 87817353886081*x^6 + 155585954153682*x^5 - 318048644293212*x^4 + 155585954153682*x^3 + 87817353886081*x^2 - 179746389468750*x + 95367431640625
7833, 5, 0
7852, 5, 37252902984619140625*x^4 + 72123737605664062500*x^3 + 95888662814248758566*x^2 + 72123737605664062500*x + 37252902984619140625
7868, 5, 0
7912, 5, 931322574615478515625*x^4 - 1732823502641601562500*x^3 + 1908245433539603596214*x^2 - 1732823502641601562500*x + 931322574615478515625
7917, 5, 0
7928, 5, 762939453125*x^2 + 810060404634*x + 762939453125
7932, 5, 0
7948, 5, 19073486328125*x^6 + 85020692000000*x^5 + 179661942728000*x^4 + 227414307214472*x^3 + 179661942728000*x^2 + 85020692000000*x + 19073486328125
7953, 5, 1490116119384765625*x^4 - 4331159691030156250*x^3 + 5700956640644412771*x^2 - 4331159691030156250*x + 1490116119384765625
7957, 5, 152587890625*x^8 - 351929527500*x^7 + 475496578650*x^6 - 598964417104*x^5 + 713772336483*x^4 - 598964417104*x^3 + 475496578650*x^2 - 351929527500*x + 152587890625
7973, 5, 152587890625*x^4 + 37072734500*x^3 + 127377851334*x^2 + 37072734500*x + 152587890625
7977, 5, 1220703125*x^2 - 2354294751*x + 1220703125
7997, 5, 1220703125*x^2 - 2353852801*x + 1220703125
8008, 5, 0
8012, 5, 1953125*x^2 + 1844154*x + 1953125
8013, 5, 11920928955078125*x^2 - 22549467057930006*x + 11920928955078125
8033, 5, 9765625*x^4 - 8156199*x^3 - 3205279*x^2 - 8156199*x + 9765625
8057, 5, 45474735088646411895751953125*x^6 + 65568675756261348724365234375*x^5 + 7987847651360797424267578125*x^4 - 55930190619485223943209471001*x^3 + 7987847651360797424267578125*x^2 + 65568675756261348724365234375*x + 45474735088646411895751953125
8072, 5, 1490116119384765625*x^4 + 765765011846216484*x^3 - 733425017627439914*x^2 + 765765011846216484*x + 1490116119384765625
8088, 5, 0
8097, 5, 0
8108, 5, 19073486328125*x^10 + 69156468230000*x^9 + 141279545432250*x^8 + 217581438755400*x^7 + 278793753962685*x^6 + 301116849118128*x^5 + 278793753962685*x^4 + 217581438755400*x^3 + 141279545432250*x^2 + 69156468230000*x + 19073486328125
8113, 5, 1490116119384765625*x^12 - 11797369720458984375*x^11 + 46203582438388671875*x^10 - 118525686086321784375*x^9 + 221568410623588285150*x^8 - 317422308241329957540*x^7 + 356968738291845504161*x^6 - 317422308241329957540*x^5 + 221568410623588285150*x^4 - 118525686086321784375*x^3 + 46203582438388671875*x^2 - 11797369720458984375*x + 1490116119384765625
8133, 5, 0
8137, 5, 298023223876953125*x^2 + 593385128692481574*x + 298023223876953125
8152, 5, 1220703125*x^2 - 2310076511*x + 1220703125
8153, 5, 1818989403545856475830078125*x^2 + 2500543700120160931621563114*x + 1818989403545856475830078125
8157, 5, 45474735088646411895751953125*x^2 + 61575528938074364758747780134*x + 45474735088646411895751953125
8173, 5, 476837158203125*x^6 - 2179488529546875*x^5 + 4586941722955750*x^4 - 5768338484711351*x^3 + 4586941722955750*x^2 - 2179488529546875*x + 476837158203125
8188, 5, 0
8193, 5, 48828125*x^2 + 87494199*x + 48828125
8197, 5, 78125*x^2 + 137514*x + 78125
8213, 5, 1220703125*x^2 - 487589446*x + 1220703125
8248, 5, 2910383045673370361328125*x^2 + 44678444152160678272394*x + 2910383045673370361328125
8252, 5, 0
8257, 5, 0
8268, 5, 0
8277, 5, 0
8312, 5, 11920928955078125*x^2 + 14464669092751254*x + 11920928955078125
8313, 5, 1490116119384765625*x^4 + 2547331190878906250*x^3 + 2232848749735563459*x^2 + 2547331190878906250*x + 1490116119384765625
8328, 5, 931322574615478515625*x^4 - 449912142809023437500*x^3 + 1907590836049674443574*x^2 - 449912142809023437500*x + 931322574615478515625
8332, 5, 78125*x^2 - 152886*x + 78125
8333, 5, 6103515625*x^4 - 18689247396*x^3 + 25839406454*x^2 - 18689247396*x + 6103515625
8337, 5, 0
8348, 5, 2910383045673370361328125*x^2 - 2949570508399710984187926*x + 2910383045673370361328125
8357, 5, 6103515625*x^4 + 17457141914*x^3 + 24190503747*x^2 + 17457141914*x + 6103515625
8373, 5, 1818989403545856475830078125*x^6 + 1397840414852042398300781250*x^5 - 1536511885337162284055428125*x^4 - 2710283384539377150137705124*x^3 - 1536511885337162284055428125*x^2 + 1397840414852042398300781250*x + 1818989403545856475830078125
8392, 5, 15625*x^4 + 61951*x^3 + 92656*x^2 + 61951*x + 15625
8393, 5, 0
8408, 5, 3125*x^2 + 5199*x + 3125
8412, 5, 0
8413, 5, 298023223876953125*x^2 - 216239454536534351*x + 298023223876953125
8417, 5, 3125*x^2 - 3951*x + 3125
8437, 5, 931322574615478515625*x^4 - 3104270894525645969375*x^3 + 4352500762027594465776*x^2 - 3104270894525645969375*x + 931322574615478515625
8453, 5, 30517578125*x^2 + 22121281494*x + 30517578125
8457, 5, 476837158203125*x^2 + 558006482663449*x + 476837158203125
8472, 5, 0
8473, 5, 0
8492, 5, 6103515625*x^4 - 21996473250*x^3 + 31867113371*x^2 - 21996473250*x + 6103515625
8493, 5, 0
8508, 5, 0
8517, 5, 0
8533, 5, 59604644775390625*x^4 + 196838021417968750*x^3 + 274467125486423139*x^2 + 196838021417968750*x + 59604644775390625
8553, 5, 48828125*x^2 + 68573199*x + 48828125
8557, 5, 1953125*x^2 - 1228506*x + 1953125
8572, 5, 0
8588, 5, 152587890625*x^4 + 533364979470*x^3 + 766003201091*x^2 + 533364979470*x + 152587890625
8617, 5, 7450580596923828125*x^2 + 3775720336304249034*x + 7450580596923828125
8632, 5, 0
8633, 5, 15625*x^4 - 17769*x^3 + 10496*x^2 - 17769*x + 15625
8637, 5, 0
8648, 5, 59604644775390625*x^8 + 96831200402343750*x^7 + 83375382693163225*x^6 + 139119984374898870*x^5 + 185945100138321684*x^4 + 139119984374898870*x^3 + 83375382693163225*x^2 + 96831200402343750*x + 59604644775390625
8652, 5, 0
8657, 5, 3125*x^2 - 3001*x + 3125
8668, 5, 95367431640625*x^4 - 97050900221730*x^3 + 5068602623651*x^2 - 97050900221730*x + 95367431640625
8697, 5, 0
8717, 5, 1953125*x^2 - 3900186*x + 1953125
8728, 5, 762939453125*x^2 - 1293923971561*x + 762939453125
8732, 5, 0
8733, 5, 0
8773, 5, 0
8777, 5, 3125*x^2 + 4154*x + 3125
8792, 5, 1490116119384765625*x^4 - 1228024274355468750*x^3 - 327097385622288661*x^2 - 1228024274355468750*x + 1490116119384765625
8797, 5, 78125*x^2 - 156231*x + 78125
8808, 5, 0
8812, 5, 3125*x^2 + 474*x + 3125
8813, 5, 30517578125*x^2 - 21043655786*x + 30517578125
8817, 5, 186264514923095703125*x^2 + 4558265584901569489*x + 186264514923095703125
8828, 5, 0
8853, 5, 0
8873, 5, 78125*x^2 - 156231*x + 78125
8877, 5, 0
8888, 5, 2384185791015625*x^4 - 1959115139062500*x^3 + 660622408773686*x^2 - 1959115139062500*x + 2384185791015625
8897, 5, 0
8908, 5, 0
8913, 5, 48828125*x^2 + 96583719*x + 48828125
8952, 5, 0
8953, 5, 11920928955078125*x^2 + 23621804598526614*x + 11920928955078125
8968, 5, 3814697265625*x^4 - 1675058062500*x^3 - 2976247024234*x^2 - 1675058062500*x + 3814697265625
8972, 5, 30517578125*x^2 - 13780222326*x + 30517578125
8977, 5, 0
8988, 5, 0
8997, 5, 0
9017, 5, 2910383045673370361328125*x^2 + 4793239595910377732952074*x + 2910383045673370361328125
9033, 5, 476837158203125*x^2 + 315823509973919*x + 476837158203125
9037, 5, 1953125*x^2 + 3750039*x + 1953125
9048, 5, 0
9052, 5, 0
9053, 5, 1953125*x^2 - 3063526*x + 1953125
9057, 5, 78125*x^2 - 107946*x + 78125
9068, 5, 48828125*x^2 + 68364392*x + 48828125
9073, 5, 30517578125*x^6 - 11561000000*x^5 + 19564392000*x^4 - 14902456919*x^3 + 19564392000*x^2 - 11561000000*x + 30517578125
9077, 5, 6103515625*x^4 + 10204658076*x^3 + 8461752566*x^2 + 10204658076*x + 6103515625
9093, 5, 0
9097, 5, 78125*x^2 + 100799*x + 78125
9112, 5, 152587890625*x^8 - 62351562500*x^7 + 416950906250*x^6 - 228811786000*x^5 + 537463429459*x^4 - 228811786000*x^3 + 416950906250*x^2 - 62351562500*x + 152587890625
9113, 5, 9765625*x^4 + 1934529*x^3 - 14765383*x^2 + 1934529*x + 9765625
9128, 5, 2384185791015625*x^4 - 1552891398437500*x^3 - 1615957204428426*x^2 - 1552891398437500*x + 2384185791015625
9132, 5, 0
9148, 5, 186264514923095703125*x^2 + 69632328231661366554*x + 186264514923095703125
9177, 5, 0
9192, 5, 0
9208, 5, 0
9213, 5, 0
9228, 5, 0
9233, 5, 0
9237, 5, 0
9253, 5, 78125*x^2 - 156231*x + 78125
9272, 5, 152587890625*x^4 - 56136795750*x^3 - 48343306069*x^2 - 56136795750*x + 152587890625
9273, 5, 3814697265625*x^4 + 6048549146250*x^3 + 5653953662051*x^2 + 6048549146250*x + 3814697265625
9292, 5, 0
9308, 5, 0
9313, 5, 125*x^2 - 111*x + 125
9352, 5, 0
9353, 5, 0
9357, 5, 0
9368, 5, 78125*x^2 + 137514*x + 78125
9372, 5, 0
9373, 5, 9765625*x^4 - 10082445*x^3 + 22052024*x^2 - 10082445*x + 9765625
9388, 5, 3125*x^2 + 474*x + 3125
9393, 5, 0
9417, 5, 244140625*x^4 + 956137830*x^3 + 1423999739*x^2 + 956137830*x + 244140625
9452, 5, 59604644775390625*x^4 - 4813107427031250*x^3 - 100944681069043069*x^2 - 4813107427031250*x + 59604644775390625
9453, 5, 0
9493, 5, 476837158203125*x^2 - 821522784070726*x + 476837158203125
9517, 5, 186264514923095703125*x^6 - 547854288554042968750*x^5 + 774288311251781746875*x^4 - 825335832815895902404*x^3 + 774288311251781746875*x^2 - 547854288554042968750*x + 186264514923095703125
9528, 5, 0
9532, 5, 186264514923095703125*x^2 + 69632328231661366554*x + 186264514923095703125
