D,p, Pol
3356, 7, 7730993719707444524137094407*x^6 - 2466986139494823609493940886*x^5 + 1733975770723862095345950825*x^4 - 12687676927189570902254858228*x^3 + 1733975770723862095345950825*x^2 - 2466986139494823609493940886*x + 7730993719707444524137094407
3372, 7, 6366805760909027985741435139224001*x^4 - 4007437746350968278633780305428402*x^3 - 800439217104263969388741229557597*x^2 - 4007437746350968278633780305428402*x + 6366805760909027985741435139224001
3436, 7, 823543*x^2 + 1242590*x + 823543
3464, 7, 678223072849*x^4 + 415648566988*x^3 - 32460903930*x^2 + 415648566988*x + 678223072849
3484, 7, 3909821048582988049*x^4 + 839717504134679492*x^3 - 4169281043545163418*x^2 + 839717504134679492*x + 3909821048582988049
3496, 7, 1628413597910449*x^12 + 10453309410406464*x^11 + 34533609727701504*x^10 + 77709663315989516*x^9 + 132061134532706176*x^8 + 178438994971048000*x^7 + 196759407493268166*x^6 + 178438994971048000*x^5 + 132061134532706176*x^4 + 77709663315989516*x^3 + 34533609727701504*x^2 + 10453309410406464*x + 1628413597910449
3512, 7, 4747561509943*x^2 + 5679132675950*x + 4747561509943
3548, 7, 3219905755813179726837607*x^2 + 1376250854568949143953038*x + 3219905755813179726837607
3576, 7, 0
3580, 7, 0
3596, 7, 2651730845859653471779023381601*x^12 + 11697122426135100326084394808350*x^11 + 22459171837252576166290091472231*x^10 + 22971533031535395271546467523022*x^9 + 11151550510892462424199423612635*x^8 - 2016642333953093713600634793900*x^7 - 7126478406809524545675063960774*x^6 - 2016642333953093713600634793900*x^5 + 11151550510892462424199423612635*x^4 + 22971533031535395271546467523022*x^3 + 22459171837252576166290091472231*x^2 + 11697122426135100326084394808350*x + 2651730845859653471779023381601
3608, 7, 117649*x^4 - 297990*x^3 + 394171*x^2 - 297990*x + 117649
3624, 7, 311973482284542371301330321821976049*x^12 + 408586198086975419001047607482552834*x^11 + 372737133056361414438129726061225781*x^10 + 385987138405711881923370700378914918*x^9 - 26557953880464726732764217758006918*x^8 - 296771214698660600743010054030348822*x^7 - 128240806326071421126584984235847763*x^6 - 296771214698660600743010054030348822*x^5 - 26557953880464726732764217758006918*x^4 + 385987138405711881923370700378914918*x^3 + 372737133056361414438129726061225781*x^2 + 408586198086975419001047607482552834*x + 311973482284542371301330321821976049
3660, 7, 0
3692, 7, 459986536544739960976801*x^4 - 455887152947303232511132*x^3 + 712820474305745749863558*x^2 - 455887152947303232511132*x + 459986536544739960976801
3720, 7, 0
3736, 7, 823543*x^6 + 1729896*x^5 + 508424*x^4 - 876514*x^3 + 508424*x^2 + 1729896*x + 823543
3772, 7, 36703368217294125441230211032033660188801*x^8 + 156857299167621912220732230912912832436744*x^7 + 345149252915618406157602054620892160317980*x^6 + 510923840827918087618013013526051889907256*x^5 + 574661525394214455549457534437353614351174*x^4 + 510923840827918087618013013526051889907256*x^3 + 345149252915618406157602054620892160317980*x^2 + 156857299167621912220732230912912832436744*x + 36703368217294125441230211032033660188801
3804, 7, 0
3820, 7, 88124787089723195184393736687912818113311201*x^4 + 105365952891081090831416640220541285238863946*x^3 + 176170526766625838129686327122216002471113931*x^2 + 105365952891081090831416640220541285238863946*x + 88124787089723195184393736687912818113311201
3832, 7, 1341068619663964900807*x^2 - 2196787373499264523150*x + 1341068619663964900807
3884, 7, 4747561509943*x^2 - 9304290097355*x + 4747561509943
3912, 7, 3909821048582988049*x^4 - 5413309575391891810*x^3 + 3513244234601362731*x^2 - 5413309575391891810*x + 3909821048582988049
3916, 7, 191581231380566414401*x^8 + 270571246854777179640*x^7 + 214501949378069077788*x^6 + 358342630767759213000*x^5 + 588938600862956714438*x^4 + 358342630767759213000*x^3 + 214501949378069077788*x^2 + 270571246854777179640*x + 191581231380566414401
3932, 7, 65712362363534280139543*x^2 + 65481050684687024849902*x + 65712362363534280139543
4024, 7, 558545864083284007*x^2 - 1069416046753684558*x + 558545864083284007
4028, 7, 22539340290692258087863249*x^4 - 12239681324779589804302396*x^3 - 9687507338953262453831706*x^2 - 12239681324779589804302396*x + 22539340290692258087863249
4044, 7, 0
4108, 7, 79792266297612001*x^4 + 39798006974633194*x^3 - 15565293313225365*x^2 + 39798006974633194*x + 79792266297612001
4136, 7, 282475249*x^4 - 736951292*x^3 + 987026982*x^2 - 736951292*x + 282475249
4156, 7, 27368747340080916343*x^2 + 42679689128670341870*x + 27368747340080916343
4184, 7, 16807*x^2 + 14786*x + 16807
4220, 7, 2651730845859653471779023381601*x^4 - 1763570413984962004060765697284*x^3 + 5514965430049589176105066071366*x^2 - 1763570413984962004060765697284*x + 2651730845859653471779023381601
4252, 7, 11398895185373143*x^2 + 21039896245892782*x + 11398895185373143
4268, 7, 54116956037952111668959660849*x^8 + 109361747748462150145994633144*x^7 + 58703699425939737943901378524*x^6 - 99992149107451136064141459448*x^5 - 204675766350643421429015651738*x^4 - 99992149107451136064141459448*x^3 + 58703699425939737943901378524*x^2 + 109361747748462150145994633144*x + 54116956037952111668959660849
4280, 7, 678223072849*x^4 - 438473491596*x^3 + 1275754857094*x^2 - 438473491596*x + 678223072849
4296, 7, 22539340290692258087863249*x^4 - 22215055758528809774497900*x^3 + 2084590029824719916640198*x^2 - 22215055758528809774497900*x + 22539340290692258087863249
4345, 7, 0
4353, 7, 0
4364, 7, 232630513987207*x^6 + 642862281287919*x^5 + 742338517979058*x^4 + 642703468428811*x^3 + 742338517979058*x^2 + 642862281287919*x + 232630513987207
4380, 7, 0
4381, 7, 1628413597910449*x^4 + 2918928099126433*x^3 + 4413352912876320*x^2 + 2918928099126433*x + 1628413597910449
4408, 7, 9387480337647754305649*x^4 - 2957243116711382524550*x^3 - 12159512646525874783173*x^2 - 2957243116711382524550*x + 9387480337647754305649
4413, 7, 27368747340080916343*x^2 - 42596772713899609283*x + 27368747340080916343
4429, 7, 16807*x^2 - 242*x + 16807
4444, 7, 0
4465, 7, 6366805760909027985741435139224001*x^4 + 2655327467359760458544834467916710*x^3 - 7314686976811657593640266278291541*x^2 + 2655327467359760458544834467916710*x + 6366805760909027985741435139224001
4472, 7, 33232930569601*x^4 + 118785987163340*x^3 + 172525385121702*x^2 + 118785987163340*x + 33232930569601
4476, 7, 0
4485, 7, 0
4492, 7, 16807*x^2 - 23507*x + 16807
4497, 7, 96889010407*x^2 + 44342429053*x + 96889010407
4504, 7, 40353607*x^10 + 45001943*x^9 + 35227129*x^8 + 33893594*x^7 + 61834171*x^6 + 109849793*x^5 + 61834171*x^4 + 33893594*x^3 + 35227129*x^2 + 45001943*x + 40353607
4521, 7, 1628413597910449*x^4 + 4459248205793150*x^3 + 5978224373013411*x^2 + 4459248205793150*x + 1628413597910449
4541, 7, 4747561509943*x^2 + 6844882281950*x + 4747561509943
4556, 7, 2651730845859653471779023381601*x^8 - 8566116080024615421916873241864*x^7 + 11651321245592046195358325698204*x^6 - 9393050246675961478231901479736*x^5 + 7446903665809934218013819210374*x^4 - 9393050246675961478231901479736*x^3 + 11651321245592046195358325698204*x^2 - 8566116080024615421916873241864*x + 2651730845859653471779023381601
4569, 7, 823543*x^2 - 1461083*x + 823543
4577, 7, 65712362363534280139543*x^2 + 130457597385121689386990*x + 65712362363534280139543
4584, 7, 0
4588, 7, 13841287201*x^4 + 7969082954*x^3 - 139732869*x^2 + 7969082954*x + 13841287201
4604, 7, 44567640326363195900190045974568007*x^2 - 75426249556473598709828156859723890*x + 44567640326363195900190045974568007
4605, 7, 129934811447123020117172145698449*x^4 + 121568123596839008212810006407178*x^3 + 2237934725209969146011890809627*x^2 + 121568123596839008212810006407178*x + 129934811447123020117172145698449
4609, 7, 40353607*x^2 - 52164515*x + 40353607
4616, 7, 79792266297612001*x^8 + 144715840900139880*x^7 + 178439819143200860*x^6 + 138771705551118552*x^5 + 144739017708157446*x^4 + 138771705551118552*x^3 + 178439819143200860*x^2 + 144715840900139880*x + 79792266297612001
4632, 7, 191581231380566414401*x^8 - 355524715924098034860*x^7 + 359589744878782096154*x^6 - 452435200759718704080*x^5 + 592581584632903324131*x^4 - 452435200759718704080*x^3 + 359589744878782096154*x^2 - 355524715924098034860*x + 191581231380566414401
4633, 7, 9387480337647754305649*x^4 - 2993668895945381860420*x^3 + 5236402985113103333286*x^2 - 2993668895945381860420*x + 9387480337647754305649
4661, 7, 4747561509943*x^2 - 8625912828275*x + 4747561509943
4665, 7, 0
4668, 7, 0
4681, 7, 558545864083284007*x^2 + 1116592864863346510*x + 558545864083284007
4696, 7, 823543*x^2 - 1219163*x + 823543
4717, 7, 282475249*x^4 - 668179940*x^3 + 960083686*x^2 - 668179940*x + 282475249
4728, 7, 0
4737, 7, 40353607*x^2 - 77549186*x + 40353607
4744, 7, 79792266297612001*x^8 + 160514871059557784*x^7 + 247169172537655900*x^6 + 256815627007645224*x^5 + 253143223495185926*x^4 + 256815627007645224*x^3 + 247169172537655900*x^2 + 160514871059557784*x + 79792266297612001
4749, 7, 616873509628062366290756156815389726793178407*x^6 + 1134489342968129185324331155945186095743799057*x^5 + 723486963801892272347612827501429221748649202*x^4 + 390128557903539499976649937112290244082565877*x^3 + 723486963801892272347612827501429221748649202*x^2 + 1134489342968129185324331155945186095743799057*x + 616873509628062366290756156815389726793178407
4773, 7, 191581231380566414401*x^4 - 386181533451954327178*x^3 + 574907306379890407323*x^2 - 386181533451954327178*x + 191581231380566414401
4780, 7, 0
4808, 7, 117649*x^4 - 253570*x^3 + 320523*x^2 - 253570*x + 117649
4812, 7, 6366805760909027985741435139224001*x^4 - 3443161298665024655426984228385202*x^3 - 3519645820063729324309177172930397*x^2 - 3443161298665024655426984228385202*x + 6366805760909027985741435139224001
4821, 7, 65712362363534280139543*x^2 - 87524760867187557513314*x + 65712362363534280139543
4828, 7, 0
4829, 7, 4747561509943*x^2 + 5679132675950*x + 4747561509943
4849, 7, 678223072849*x^4 + 1742326597973*x^3 + 2254650587169*x^2 + 1742326597973*x + 678223072849
4856, 7, 96889010407*x^2 - 193534033522*x + 96889010407
4857, 7, 72574551534231909331741171093173785967490646405143*x^6 - 62465439312683544318254535974060612702619127529529*x^5 - 8114381857753426470604276689205539139717425839742*x^4 + 112108969303972587155846919855065818605466567128499*x^3 - 8114381857753426470604276689205539139717425839742*x^2 - 62465439312683544318254535974060612702619127529529*x + 72574551534231909331741171093173785967490646405143
4892, 7, 378818692265664781682717625943*x^6 - 947945284723390483673448363786*x^5 + 512131060009555992420800092953*x^4 + 114145709162151615851248655156*x^3 + 512131060009555992420800092953*x^2 - 947945284723390483673448363786*x + 378818692265664781682717625943
4917, 7, 311973482284542371301330321821976049*x^4 - 629727221928791023226474783948035222*x^3 + 939600821720451094253669157063190827*x^2 - 629727221928791023226474783948035222*x + 311973482284542371301330321821976049
4920, 7, 0
4924, 7, 65712362363534280139543*x^2 + 39521598985295388976430*x + 65712362363534280139543
4940, 7, 0
4945, 7, 311973482284542371301330321821976049*x^4 + 543547799769331294502520248404992594*x^3 + 464651166768180971134904966262668339*x^2 + 543547799769331294502520248404992594*x + 311973482284542371301330321821976049
4952, 7, 16807*x^2 - 11330*x + 16807
4989, 7, 232630513987207*x^2 + 457653465545653*x + 232630513987207
4997, 7, 96889010407*x^2 + 193657267435*x + 96889010407
5001, 7, 96889010407*x^2 + 44342429053*x + 96889010407
5017, 7, 117649*x^4 - 10972*x^3 - 212954*x^2 - 10972*x + 117649
5029, 7, 4747561509943*x^2 - 5477442893714*x + 4747561509943
5036, 7, 4747561509943*x^2 - 8317632286370*x + 4747561509943
5052, 7, 0
5053, 7, 343*x^2 + 430*x + 343
5057, 7, 117649*x^4 + 442517*x^3 + 649761*x^2 + 442517*x + 117649
5064, 7, 1628413597910449*x^4 + 1625263828727630*x^3 + 1280671817265051*x^2 + 1625263828727630*x + 1628413597910449
5073, 7, 0
5080, 7, 282475249*x^4 + 902536134*x^3 + 1284784259*x^2 + 902536134*x + 282475249
5109, 7, 0
5116, 7, 27368747340080916343*x^2 + 49853638658036357650*x + 27368747340080916343
5129, 7, 558545864083284007*x^2 - 1114022509258022386*x + 558545864083284007
5137, 7, 823543*x^2 + 129803*x + 823543
5141, 7, 282475249*x^4 - 710671258*x^3 + 961844379*x^2 - 710671258*x + 282475249
5144, 7, 343*x^2 - 43*x + 343
5164, 7, 40353607*x^2 + 7912190*x + 40353607
5169, 7, 16807*x^2 - 10907*x + 16807
5176, 7, 378818692265664781682717625943*x^14 - 1406246917515477208895103759554*x^13 + 2719979099155621200321802302701*x^12 - 3642358904754903347959326028724*x^11 + 3454957590104141206001676860975*x^10 - 1882544855611779263286091503710*x^9 + 121506798274352761520770952845*x^8 + 584757416101036183167975825832*x^7 + 121506798274352761520770952845*x^6 - 1882544855611779263286091503710*x^5 + 3454957590104141206001676860975*x^4 - 3642358904754903347959326028724*x^3 + 2719979099155621200321802302701*x^2 - 1406246917515477208895103759554*x + 378818692265664781682717625943
5192, 7, 117649*x^4 + 33170*x^3 - 165477*x^2 + 33170*x + 117649
5221, 7, 4747561509943*x^2 + 9373196347486*x + 4747561509943
5228, 7, 1977326743*x^2 - 3850715618*x + 1977326743
5241, 7, 256923577521058878088611477224235621321607*x^10 + 301698185803217450768932260056350334016280*x^9 + 517142677541955376002150840816430891485108*x^8 - 73283787138392051786684231029735346244807*x^7 - 338341627771219049836123442934555398639466*x^6 - 837924122165137328453267055697537387383315*x^5 - 338341627771219049836123442934555398639466*x^4 - 73283787138392051786684231029735346244807*x^3 + 517142677541955376002150840816430891485108*x^2 + 301698185803217450768932260056350334016280*x + 256923577521058878088611477224235621321607
5249, 7, 2651730845859653471779023381601*x^16 - 1623989270320730756141971310010*x^15 + 1717570334337667157778178449295*x^14 - 4208625259562857670041758675975*x^13 + 3442894516767411554589895313341*x^12 - 4672526909259803934765937998402*x^11 + 3215212181562956131312694083915*x^10 - 3457194348509617840715369901708*x^9 + 6013981323085155781433074984807*x^8 - 3457194348509617840715369901708*x^7 + 3215212181562956131312694083915*x^6 - 4672526909259803934765937998402*x^5 + 3442894516767411554589895313341*x^4 - 4208625259562857670041758675975*x^3 + 1717570334337667157778178449295*x^2 - 1623989270320730756141971310010*x + 2651730845859653471779023381601
5253, 7, 0
5260, 7, 88124787089723195184393736687912818113311201*x^4 + 59238001164570935859137465930442565894660836*x^3 - 40937386721978565717525316073290043190580474*x^2 + 59238001164570935859137465930442565894660836*x + 88124787089723195184393736687912818113311201
5269, 7, 1341068619663964900807*x^10 - 1940995773434419464126*x^9 + 1189609607518911013701*x^8 + 991253469060416123856*x^7 - 1662706715475590230453*x^6 + 2057868621233113568906*x^5 - 1662706715475590230453*x^4 + 991253469060416123856*x^3 + 1189609607518911013701*x^2 - 1940995773434419464126*x + 1341068619663964900807
5276, 7, 107006904423598033356356300384937784807*x^2 + 207324319267616942535244119321332459470*x + 107006904423598033356356300384937784807
5277, 7, 65712362363534280139543*x^2 - 87524760867187557513314*x + 65712362363534280139543
5304, 7, 0
5340, 7, 0
5361, 7, 823543*x^2 - 1461083*x + 823543
5368, 7, 22539340290692258087863249*x^12 + 111120920780354995818162400*x^11 + 247655784144853240340118592*x^10 + 272950227777481400225230900*x^9 + 33550190942779648178148352*x^8 - 360684971275657915712688800*x^7 - 558058879719648132680991482*x^6 - 360684971275657915712688800*x^5 + 33550190942779648178148352*x^4 + 272950227777481400225230900*x^3 + 247655784144853240340118592*x^2 + 111120920780354995818162400*x + 22539340290692258087863249
5372, 7, 6366805760909027985741435139224001*x^4 - 5951964499248866215175628677632252*x^3 + 1863650162769464379732697813318278*x^2 - 5951964499248866215175628677632252*x + 6366805760909027985741435139224001
5388, 7, 6366805760909027985741435139224001*x^4 + 4315639857016700163666461830958798*x^3 + 858684007383508787568220682493603*x^2 + 4315639857016700163666461830958798*x + 6366805760909027985741435139224001
5421, 7, 0
5452, 7, 0
5484, 7, 0
5493, 7, 11398895185373143*x^2 + 13416617883005077*x + 11398895185373143
5505, 7, 4318114567396436564035293097707728087552248849*x^4 - 5263773601337363504501628187155760137456293702*x^3 + 8418284026381262052256193104941987893201598747*x^2 - 5263773601337363504501628187155760137456293702*x + 4318114567396436564035293097707728087552248849
5528, 7, 16807*x^2 - 27395*x + 16807
5529, 7, 0
5533, 7, 558545864083284007*x^2 - 1069416046753684558*x + 558545864083284007
5549, 7, 4747561509943*x^2 - 2309983432850*x + 4747561509943
5561, 7, 343*x^2 - 61*x + 343
5564, 7, 15286700631942576193765185769276826401*x^4 + 58972063663075404903225117601680051460*x^3 + 87408081030453116973249179628571432902*x^2 + 58972063663075404903225117601680051460*x + 15286700631942576193765185769276826401
5592, 7, 22539340290692258087863249*x^4 - 3459337344079697030829970*x^3 + 8728407753993902693472531*x^2 - 3459337344079697030829970*x + 22539340290692258087863249
5596, 7, 65712362363534280139543*x^2 + 61010426814133154625070*x + 65712362363534280139543
5605, 7, 191581231380566414401*x^8 + 944968673912622552235*x^7 + 2099117154773794316266*x^6 + 2925258318629162615365*x^5 + 3159141472350473873866*x^4 + 2925258318629162615365*x^3 + 2099117154773794316266*x^2 + 944968673912622552235*x + 191581231380566414401
5612, 7, 2651730845859653471779023381601*x^4 - 8492121711157854952026205244338*x^3 + 11688520870814671308116584040163*x^2 - 8492121711157854952026205244338*x + 2651730845859653471779023381601
5613, 7, 256923577521058878088611477224235621321607*x^6 - 534299597861172467469885988274260913956998*x^5 + 1115547094868797132983313697682066697677609*x^4 - 1133324706821918735856350260009611111911828*x^3 + 1115547094868797132983313697682066697677609*x^2 - 534299597861172467469885988274260913956998*x + 256923577521058878088611477224235621321607
5624, 7, 3909821048582988049*x^12 - 9986868765065861074*x^11 + 12637888155181973831*x^10 - 13151317033678510050*x^9 + 16913467039812281899*x^8 - 17590603183544697356*x^7 + 16707875959610575738*x^6 - 17590603183544697356*x^5 + 16913467039812281899*x^4 - 13151317033678510050*x^3 + 12637888155181973831*x^2 - 9986868765065861074*x + 3909821048582988049
5633, 7, 16807*x^2 - 32435*x + 16807
5640, 7, 0
5645, 7, 282475249*x^4 + 487256004*x^3 + 598305190*x^2 + 487256004*x + 282475249
5673, 7, 0
5676, 7, 0
5704, 7, 191581231380566414401*x^8 - 676994630650511103980*x^7 + 1043665838089289019402*x^6 - 1031429009145365526640*x^5 + 948165541537329174515*x^4 - 1031429009145365526640*x^3 + 1043665838089289019402*x^2 - 676994630650511103980*x + 191581231380566414401
5708, 7, 4747561509943*x^2 - 6877299281339*x + 4747561509943
5736, 7, 0
5745, 7, 0
5752, 7, 157775382034845806615042743*x^2 + 213252338164928972889414290*x + 157775382034845806615042743
5753, 7, 16807*x^2 + 14786*x + 16807
5757, 7, 0
5773, 7, 558545864083284007*x^2 + 79151385818048830*x + 558545864083284007
5781, 7, 22539340290692258087863249*x^4 - 12510668592932335436727578*x^3 - 9859486287004678272199173*x^2 - 12510668592932335436727578*x + 22539340290692258087863249
5788, 7, 27368747340080916343*x^2 - 23413456434953981422*x + 27368747340080916343
5809, 7, 13841287201*x^8 - 8825451740*x^7 + 265685742*x^6 + 10564000589*x^5 - 24734315935*x^4 + 10564000589*x^3 + 265685742*x^2 - 8825451740*x + 13841287201
5816, 7, 96889010407*x^2 - 140333723762*x + 96889010407
5820, 7, 0
5829, 7, 1104427674243920646305299201*x^4 + 4329007490958801285680417918*x^3 + 6450831015126300584445348483*x^2 + 4329007490958801285680417918*x + 1104427674243920646305299201
5836, 7, 1977326743*x^2 + 1435015070*x + 1977326743
5848, 7, 79792266297612001*x^8 + 124251586285817368*x^7 + 21444840906680156*x^6 - 122335547542356568*x^5 - 160333031418168314*x^4 - 122335547542356568*x^3 + 21444840906680156*x^2 + 124251586285817368*x + 79792266297612001
5865, 7, 0
5885, 7, 678223072849*x^4 + 167532736644*x^3 - 907967986586*x^2 + 167532736644*x + 678223072849
5893, 7, 558545864083284007*x^2 + 652041095994057611*x + 558545864083284007
5921, 7, 909543680129861140820205019889143*x^2 + 1053537745072986104492939945636590*x + 909543680129861140820205019889143
5928, 7, 0
5932, 7, 823543*x^2 + 1628861*x + 823543
5948, 7, 18562115921017574302453163671207*x^2 + 30405146830863895864384067558642*x + 18562115921017574302453163671207
5969, 7, 1341068619663964900807*x^2 + 60021362322374597518*x + 1341068619663964900807
5977, 7, 343*x^2 - 565*x + 343
5997, 7, 65712362363534280139543*x^2 - 87524760867187557513314*x + 65712362363534280139543
6005, 7, 678223072849*x^4 + 2641307649705*x^3 + 3928054058992*x^2 + 2641307649705*x + 678223072849
6009, 7, 40353607*x^2 - 77549186*x + 40353607
6033, 7, 823543*x^2 - 1461083*x + 823543
6040, 7, 678223072849*x^4 + 110633388684*x^3 + 1305626918534*x^2 + 110633388684*x + 678223072849
6044, 7, 256923577521058878088611477224235621321607*x^2 - 17880180109126437361494403070738718667250*x + 256923577521058878088611477224235621321607
6060, 7, 0
6061, 7, 9387480337647754305649*x^4 - 8012022688133087597750*x^3 + 18207263765858228732427*x^2 - 8012022688133087597750*x + 9387480337647754305649
6072, 7, 0
6081, 7, 0
6117, 7, 107006904423598033356356300384937784807*x^2 - 35670490514082829062443173252032840386*x + 107006904423598033356356300384937784807
6124, 7, 1977326743*x^2 - 3901687010*x + 1977326743
6149, 7, 33232930569601*x^4 + 6072354193220*x^3 + 66311638270854*x^2 + 6072354193220*x + 33232930569601
6152, 7, 1628413597910449*x^4 + 4643535506638540*x^3 + 6562190491152198*x^2 + 4643535506638540*x + 1628413597910449
6172, 7, 11398895185373143*x^2 + 14716755133612114*x + 11398895185373143
6177, 7, 0
6193, 7, 40353607*x^2 + 6247573*x + 40353607
6233, 7, 7730993719707444524137094407*x^2 - 632079639895130090443852850*x + 7730993719707444524137094407
6236, 7, 12589255298531885026341962383987545444758743*x^2 - 23618737945331016105499983536491041032554130*x + 12589255298531885026341962383987545444758743
6249, 7, 823543*x^2 - 1461083*x + 823543
6261, 7, 378818692265664781682717625943*x^2 - 164468445367811177454182626261*x + 378818692265664781682717625943
6268, 7, 0
6284, 7, 232630513987207*x^2 + 339462528998365*x + 232630513987207
6285, 7, 0
6289, 7, 157775382034845806615042743*x^6 + 283012056670181643698516735*x^5 + 368887298593789592410865554*x^4 + 366527335108252267083325595*x^3 + 368887298593789592410865554*x^2 + 283012056670181643698516735*x + 157775382034845806615042743
6296, 7, 16807*x^2 - 30133*x + 16807
6312, 7, 0
6313, 7, 40353607*x^2 + 50982910*x + 40353607
6333, 7, 256923577521058878088611477224235621321607*x^2 - 154967301564744396159280522536687661636811*x + 256923577521058878088611477224235621321607
6341, 7, 678223072849*x^4 + 579888809782*x^3 + 940478961579*x^2 + 579888809782*x + 678223072849
6369, 7, 191581231380566414401*x^4 - 55929060820914655738*x^3 + 225042739697628530763*x^2 - 55929060820914655738*x + 191581231380566414401
6380, 7, 0
6396, 7, 0
6424, 7, 33232930569601*x^4 - 19780683443290*x^3 + 69350853929739*x^2 - 19780683443290*x + 33232930569601
6429, 7, 96889010407*x^2 + 44342429053*x + 96889010407
6457, 7, 823543*x^2 - 1219163*x + 823543
6460, 7, 0
6488, 7, 823543*x^2 + 717790*x + 823543
6492, 7, 0
6501, 7, 0
6508, 7, 11398895185373143*x^6 + 21219374915673935*x^5 + 16418226365951410*x^4 + 12949197755923211*x^3 + 16418226365951410*x^2 + 21219374915673935*x + 11398895185373143
6509, 7, 40353607*x^2 + 76786814*x + 40353607
6513, 7, 0
6520, 7, 22539340290692258087863249*x^4 - 9481330179481157992360716*x^3 - 23090526790612971492364666*x^2 - 9481330179481157992360716*x + 22539340290692258087863249
6536, 7, 282475249*x^4 - 1086920450*x^3 + 1609687851*x^2 - 1086920450*x + 282475249
6537, 7, 823543*x^2 - 1461083*x + 823543
6541, 7, 40353607*x^2 - 72260210*x + 40353607
6557, 7, 4747561509943*x^6 - 11047478536311*x^5 + 17555103543957*x^4 - 18342045805178*x^3 + 17555103543957*x^2 - 11047478536311*x + 4747561509943
6572, 7, 2651730845859653471779023381601*x^4 - 3583886645718259540316586529978*x^3 + 1884074716947627532975831412523*x^2 - 3583886645718259540316586529978*x + 2651730845859653471779023381601
6585, 7, 0
6593, 7, 16807*x^2 + 32525*x + 16807
6604, 7, 79792266297612001*x^4 - 199844986687873450*x^3 + 274947601333504299*x^2 - 199844986687873450*x + 79792266297612001
6613, 7, 282475249*x^4 + 314238202*x^3 + 577681531*x^2 + 314238202*x + 282475249
6620, 7, 0
6621, 7, 909543680129861140820205019889143*x^2 - 1161602696472845194686199010529314*x + 909543680129861140820205019889143
6648, 7, 0
6677, 7, 96889010407*x^2 - 193534033522*x + 96889010407
6681, 7, 0
6684, 7, 0
6697, 7, 678223072849*x^4 + 2402706001795*x^3 + 3456929258601*x^2 + 2402706001795*x + 678223072849
6712, 7, 7730993719707444524137094407*x^2 - 12561287748637016111930188850*x + 7730993719707444524137094407
6716, 7, 0
6744, 7, 1628413597910449*x^4 - 207040825428178*x^3 - 584033138480973*x^2 - 207040825428178*x + 1628413597910449
6753, 7, 823543*x^2 - 1461083*x + 823543
6765, 7, 0
6789, 7, 0
6796, 7, 1977326743*x^2 - 3950197165*x + 1977326743
6809, 7, 0
6821, 7, 11398895185373143*x^2 + 13901074913585155*x + 11398895185373143
6828, 7, 0
6837, 7, 0
6844, 7, 0
6872, 7, 823543*x^2 + 1242590*x + 823543
6873, 7, 0
6901, 7, 40353607*x^6 + 73335360*x^5 + 14908992*x^4 - 38242226*x^3 + 14908992*x^2 + 73335360*x + 40353607
6905, 7, 282475249*x^4 + 1110645980*x^3 + 1656341862*x^2 + 1110645980*x + 282475249
6908, 7, 0
6933, 7, 3219905755813179726837607*x^2 + 204176749978676474071813*x + 3219905755813179726837607
6940, 7, 0
6956, 7, 79792266297612001*x^4 - 125080715318112772*x^3 + 122472709161993798*x^2 - 125080715318112772*x + 79792266297612001
6968, 7, 3909821048582988049*x^4 + 1601200458194699404*x^3 + 4913677676293625094*x^2 + 1601200458194699404*x + 3909821048582988049
6985, 7, 79792266297612001*x^4 - 316823244592038366*x^3 + 474068948282013491*x^2 - 316823244592038366*x + 79792266297612001
7005, 7, 0
7017, 7, 11398895185373143*x^2 + 13416617883005077*x + 11398895185373143
7041, 7, 16807*x^2 - 10907*x + 16807
7048, 7, 0
7052, 7, 0
7061, 7, 40353607*x^2 - 32077186*x + 40353607
7068, 7, 0
7073, 7, 343*x^2 - 43*x + 343
7080, 7, 0
7089, 7, 1628413597910449*x^4 - 498952548331510*x^3 - 2208017056318149*x^2 - 498952548331510*x + 1628413597910449
7096, 7, 3219905755813179726837607*x^2 + 1376250854568949143953038*x + 3219905755813179726837607
7097, 7, 378818692265664781682717625943*x^2 - 464311097017892653669783641262*x + 378818692265664781682717625943
7117, 7, 27368747340080916343*x^6 - 101813068870355857280*x^5 + 161299639727150126720*x^4 - 173710297489798053714*x^3 + 161299639727150126720*x^2 - 101813068870355857280*x + 27368747340080916343
7132, 7, 232630513987207*x^2 + 179665088601358*x + 232630513987207
7145, 7, 117649*x^4 + 2061*x^3 - 226415*x^2 + 2061*x + 117649
7153, 7, 0
7157, 7, 678223072849*x^4 - 1505369906118*x^3 + 2069614339291*x^2 - 1505369906118*x + 678223072849
7160, 7, 33232930569601*x^4 - 14386326874164*x^3 + 21011197743526*x^2 - 14386326874164*x + 33232930569601
7180, 7, 0
7181, 7, 1977326743*x^2 - 3946423058*x + 1977326743
7185, 7, 0
7192, 7, 678223072849*x^4 - 1315073198950*x^3 + 1331942834427*x^2 - 1315073198950*x + 678223072849
7201, 7, 343*x^2 - 610*x + 343
7208, 7, 0
7244, 7, 27368747340080916343*x^6 - 6086539618719969927*x^5 + 35643534028716017922*x^4 + 10882358544525570125*x^3 + 35643534028716017922*x^2 - 6086539618719969927*x + 27368747340080916343
7257, 7, 1628413597910449*x^4 + 204791874640430*x^3 - 641434815054669*x^2 + 204791874640430*x + 1628413597910449
