D,p, Pol
668, 7, 1977326743*x^2 - 3946423058*x + 1977326743
689, 7, 5764801*x^8 + 10393929*x^7 + 10384031*x^6 + 8819352*x^5 + 6609147*x^4 + 8819352*x^3 + 10384031*x^2 + 10393929*x + 5764801
696, 7, 1628413597910449*x^4 - 6046474837894582*x^3 + 8869060908086667*x^2 - 6046474837894582*x + 1628413597910449
705, 7, 22539340290692258087863249*x^4 + 7429856301459255172342372*x^3 - 13236353781307558431105498*x^2 + 7429856301459255172342372*x + 22539340290692258087863249
712, 7, 49*x^4 - 50*x^3 + 91*x^2 - 50*x + 49
713, 7, 40353607*x^2 - 72260210*x + 40353607
717, 7, 4747561509943*x^2 + 529727692357*x + 4747561509943
741, 7, 13841287201*x^4 + 13420002596*x^3 + 655430406*x^2 + 13420002596*x + 13841287201
745, 7, 49*x^4 + 61*x^3 + 25*x^2 + 61*x + 49
748, 7, 5764801*x^4 - 726474*x^3 - 9972325*x^2 - 726474*x + 5764801
776, 7, 117649*x^4 + 241204*x^3 + 252294*x^2 + 241204*x + 117649
780, 7, 0
789, 7, 96889010407*x^2 + 44342429053*x + 96889010407
796, 7, 40353607*x^2 - 37493170*x + 40353607
817, 7, 96889010407*x^10 - 105841746360*x^9 + 178296252764*x^8 - 136629231095*x^7 + 122571582182*x^6 - 69098758595*x^5 + 122571582182*x^4 - 136629231095*x^3 + 178296252764*x^2 - 105841746360*x + 96889010407
824, 7, 16807*x^2 - 242*x + 16807
860, 7, 678223072849*x^4 - 2184397520956*x^3 + 3055123408614*x^2 - 2184397520956*x + 678223072849
885, 7, 1628413597910449*x^4 + 204791874640430*x^3 - 641434815054669*x^2 + 204791874640430*x + 1628413597910449
913, 7, 343*x^2 - 61*x + 343
957, 7, 1628413597910449*x^4 + 2112866467719098*x^3 + 3938491639741947*x^2 + 2112866467719098*x + 1628413597910449
969, 7, 117649*x^4 - 303170*x^3 + 383811*x^2 - 303170*x + 117649
993, 7, 4747561509943*x^6 - 20012739381222*x^5 + 39055304380281*x^4 - 47510509885652*x^3 + 39055304380281*x^2 - 20012739381222*x + 4747561509943
1041, 7, 16807*x^2 - 10907*x + 16807
1077, 7, 11398895185373143*x^2 + 13416617883005077*x + 11398895185373143
1081, 7, 4747561509943*x^2 - 5477442893714*x + 4747561509943
1133, 7, 16807*x^2 - 242*x + 16807
1137, 7, 343*x^2 + 286*x + 343
1209, 7, 2651730845859653471779023381601*x^4 + 5941671741265418549524704698582*x^3 + 7702392223311365977857447853083*x^2 + 5941671741265418549524704698582*x + 2651730845859653471779023381601
1221, 7, 191581231380566414401*x^8 + 40003899408814539996*x^7 - 160948580938620813814*x^6 + 37131092758502621424*x^5 + 353558135761917698067*x^4 + 37131092758502621424*x^3 - 160948580938620813814*x^2 + 40003899408814539996*x + 191581231380566414401
1245, 7, 1628413597910449*x^4 - 557871118051702*x^3 - 2117222506541253*x^2 - 557871118051702*x + 1628413597910449
1265, 7, 13841287201*x^4 + 13202537166*x^3 + 2816068291*x^2 + 13202537166*x + 13841287201
1273, 7, 7*x^2 - 5*x + 7
1293, 7, 558545864083284007*x^2 - 146246101081752386*x + 558545864083284007
1329, 7, 16807*x^2 - 10907*x + 16807
1333, 7, 343*x^2 + 430*x + 343
1349, 7, 823543*x^2 + 909715*x + 823543
1357, 7, 40353607*x^2 + 50982910*x + 40353607
1389, 7, 823543*x^2 - 1461083*x + 823543
1405, 7, 117649*x^4 - 342980*x^3 + 471142*x^2 - 342980*x + 117649
1441, 7, 16807*x^2 - 32435*x + 16807
1461, 7, 823543*x^2 - 1461083*x + 823543
1469, 7, 117649*x^4 + 120793*x^3 + 73680*x^2 + 120793*x + 117649
1473, 7, 40353607*x^2 - 77549186*x + 40353607
1497, 7, 343*x^2 + 286*x + 343
1501, 7, 16807*x^2 + 32525*x + 16807
1517, 7, 117649*x^4 - 173340*x^3 + 268198*x^2 - 173340*x + 117649
1529, 7, 343*x^2 - 565*x + 343
1545, 7, 22539340290692258087863249*x^4 - 811763499917223738880996*x^3 - 29366051403531281624524506*x^2 - 811763499917223738880996*x + 22539340290692258087863249
1581, 7, 1628413597910449*x^4 + 1402857765914330*x^3 + 2341613101067931*x^2 + 1402857765914330*x + 1628413597910449
1641, 7, 909543680129861140820205019889143*x^10 - 2278002232200239500916370183389672*x^9 + 2358038817422693376601784466668244*x^8 - 514006750779427673307518371266279*x^7 - 2317967780484029659563833686002978*x^6 + 3858987053206315329242232181451493*x^5 - 2317967780484029659563833686002978*x^4 - 514006750779427673307518371266279*x^3 + 2358038817422693376601784466668244*x^2 - 2278002232200239500916370183389672*x + 909543680129861140820205019889143
1713, 7, 16807*x^2 - 10907*x + 16807
1749, 7, 22539340290692258087863249*x^4 + 917000610334212581086910*x^3 - 41090160548434876155450669*x^2 + 917000610334212581086910*x + 22539340290692258087863249
1797, 7, 1341068619663964900807*x^2 - 2673233973989584780307*x + 1341068619663964900807
1833, 7, 0
1837, 7, 1977326743*x^2 - 3946423058*x + 1977326743
1893, 7, 96889010407*x^2 + 44342429053*x + 96889010407
1909, 7, 40353607*x^2 - 21302786*x + 40353607
1945, 7, 49*x^4 + 11*x^3 + 49*x^2 + 11*x + 49
1965, 7, 22539340290692258087863249*x^4 + 41107712702343715131906020*x^3 + 37332068539038736729596198*x^2 + 41107712702343715131906020*x + 22539340290692258087863249
1977, 7, 1977326743*x^2 - 1997931923*x + 1977326743
2001, 7, 4318114567396436564035293097707728087552248849*x^4 + 12478011164608631907347478425928701620211099342*x^3 + 17603856201247106276522839298409813500838712707*x^2 + 12478011164608631907347478425928701620211099342*x + 4318114567396436564035293097707728087552248849
2005, 7, 13841287201*x^8 - 22536350235*x^7 + 15118792906*x^6 + 11008417835*x^5 - 28547225014*x^4 + 11008417835*x^3 + 15118792906*x^2 - 22536350235*x + 13841287201
2021, 7, 40353607*x^6 + 154400470*x^5 + 299391785*x^4 + 370662772*x^3 + 299391785*x^2 + 154400470*x + 40353607
2033, 7, 343*x^2 - 610*x + 343
2049, 7, 16807*x^2 - 10907*x + 16807
2077, 7, 343*x^2 + 430*x + 343
2085, 7, 191581231380566414401*x^4 - 141466458772885618190*x^3 + 128138123407443001059*x^2 - 141466458772885618190*x + 191581231380566414401
2105, 7, 117649*x^4 - 390645*x^3 + 557017*x^2 - 390645*x + 117649
2145, 7, 0
2189, 7, 40353607*x^2 - 37493170*x + 40353607
2201, 7, 558545864083284007*x^2 + 1116592864863346510*x + 558545864083284007
2217, 7, 16807*x^2 - 10907*x + 16807
2229, 7, 558545864083284007*x^2 - 146246101081752386*x + 558545864083284007
2245, 7, 117649*x^4 + 219196*x^3 + 329830*x^2 + 219196*x + 117649
2253, 7, 4747561509943*x^2 + 529727692357*x + 4747561509943
2301, 7, 2651730845859653471779023381601*x^4 + 1081954538258440631235436352822*x^3 - 2163778554706888753376132284677*x^2 + 1081954538258440631235436352822*x + 2651730845859653471779023381601
2329, 7, 49*x^4 + 86*x^3 + 91*x^2 + 86*x + 49
2337, 7, 282475249*x^4 - 326010230*x^3 + 447424251*x^2 - 326010230*x + 282475249
2365, 7, 678223072849*x^4 - 2077841544324*x^3 + 2874339249254*x^2 - 2077841544324*x + 678223072849
2369, 7, 4747561509943*x^2 + 205062858286*x + 4747561509943
2397, 7, 22539340290692258087863249*x^4 - 21397744002567112895006908*x^3 + 184603988146919222666982*x^2 - 21397744002567112895006908*x + 22539340290692258087863249
2413, 7, 16807*x^2 + 32525*x + 16807
2449, 7, 4747561509943*x^2 - 2309983432850*x + 4747561509943
2453, 7, 823543*x^2 + 858542*x + 823543
2469, 7, 40353607*x^2 - 77549186*x + 40353607
2481, 7, 823543*x^2 - 1461083*x + 823543
2497, 7, 16807*x^2 + 15227*x + 16807
2505, 7, 0
2533, 7, 13841287201*x^8 + 62264561562*x^7 + 124816022681*x^6 + 155952669482*x^5 + 159122562324*x^4 + 155952669482*x^3 + 124816022681*x^2 + 62264561562*x + 13841287201
2537, 7, 343*x^2 - 155*x + 343
2553, 7, 0
2589, 7, 44567640326363195900190045974568007*x^6 + 137991167975892476994165719145202170*x^5 + 263026680600104589269404796479225449*x^4 + 311740737093661615298370897949335916*x^3 + 263026680600104589269404796479225449*x^2 + 137991167975892476994165719145202170*x + 44567640326363195900190045974568007
2649, 7, 343*x^2 + 286*x + 343
2701, 7, 678223072849*x^4 + 1228391119388*x^3 + 1140417734694*x^2 + 1228391119388*x + 678223072849
2721, 7, 343*x^2 + 286*x + 343
2733, 7, 157775382034845806615042743*x^2 + 224643500090603355248565637*x + 157775382034845806615042743
2757, 7, 11398895185373143*x^2 + 13416617883005077*x + 11398895185373143
2761, 7, 823543*x^2 + 1445485*x + 823543
2805, 7, 0
2841, 7, 16807*x^2 - 10907*x + 16807
2845, 7, 117649*x^4 + 48319*x^3 - 131936*x^2 + 48319*x + 117649
2869, 7, 823543*x^2 + 909715*x + 823543
2901, 7, 1977326743*x^2 - 1997931923*x + 1977326743
2945, 7, 191581231380566414401*x^8 - 113929013889668399625*x^7 + 325409892327194840816*x^6 - 431459812747143214335*x^5 + 303255527057410923375*x^4 - 431459812747143214335*x^3 + 325409892327194840816*x^2 - 113929013889668399625*x + 191581231380566414401
2973, 7, 232630513987207*x^2 + 457653465545653*x + 232630513987207
2981, 7, 1977326743*x^6 - 9250906294*x^5 + 19765984217*x^4 - 24984653236*x^3 + 19765984217*x^2 - 9250906294*x + 1977326743
2985, 7, 0
3009, 7, 1628413597910449*x^4 + 965692228952990*x^3 - 298790078215677*x^2 + 965692228952990*x + 1628413597910449
3013, 7, 4747561509943*x^2 - 6636313808930*x + 4747561509943
3057, 7, 96889010407*x^2 + 44342429053*x + 96889010407
3093, 7, 378818692265664781682717625943*x^2 - 164468445367811177454182626261*x + 378818692265664781682717625943
3097, 7, 7*x^2 - 5*x + 7
3113, 7, 343*x^2 - 403*x + 343
3149, 7, 16807*x^2 + 31922*x + 16807
3153, 7, 16807*x^2 - 10907*x + 16807
3197, 7, 40353607*x^2 - 19052930*x + 40353607
3205, 7, 282475249*x^4 + 631852975*x^3 + 788815552*x^2 + 631852975*x + 282475249
3237, 7, 2651730845859653471779023381601*x^4 - 8979677927880110059714366685242*x^3 + 12816339076392197556177876507243*x^2 - 8979677927880110059714366685242*x + 2651730845859653471779023381601
3261, 7, 3219905755813179726837607*x^6 - 6226987599497330837823162*x^5 + 6269427011424729516055881*x^4 - 5818853126105620739447788*x^3 + 6269427011424729516055881*x^2 - 6226987599497330837823162*x + 3219905755813179726837607
3289, 7, 22539340290692258087863249*x^4 + 3829206126489588090078980*x^3 - 34709259643429092215253402*x^2 + 3829206126489588090078980*x + 22539340290692258087863249
3309, 7, 27368747340080916343*x^2 - 42596772713899609283*x + 27368747340080916343
3317, 7, 40353607*x^2 - 72260210*x + 40353607
3337, 7, 378818692265664781682717625943*x^2 - 464311097017892653669783641262*x + 378818692265664781682717625943
3345, 7, 311973482284542371301330321821976049*x^4 - 403801492093197554368240449582663302*x^3 + 748484828321421702353958311721724347*x^2 - 403801492093197554368240449582663302*x + 311973482284542371301330321821976049
3377, 7, 343*x^2 + 542*x + 343
3401, 7, 16807*x^2 + 32525*x + 16807
3405, 7, 22539340290692258087863249*x^4 + 85517145946769103606043004*x^3 + 126017917544456630785627494*x^2 + 85517145946769103606043004*x + 22539340290692258087863249
3421, 7, 11398895185373143*x^2 - 17067404997845330*x + 11398895185373143
3477, 7, 6366805760909027985741435139224001*x^8 + 25546009374020102906964646499465860*x^7 + 48615995187203406962176328135281738*x^6 + 58899670747077933500722118860262800*x^5 + 59772620523160085403546418595862163*x^4 + 58899670747077933500722118860262800*x^3 + 48615995187203406962176328135281738*x^2 + 25546009374020102906964646499465860*x + 6366805760909027985741435139224001
3489, 7, 823543*x^2 - 1461083*x + 823543
3505, 7, 117649*x^4 + 104005*x^3 + 78337*x^2 + 104005*x + 117649
3513, 7, 823543*x^2 - 1461083*x + 823543
3561, 7, 40353607*x^2 - 77549186*x + 40353607
3569, 7, 4747561509943*x^6 - 11427242664040*x^5 + 9164137894856*x^4 - 4912515936931*x^3 + 9164137894856*x^2 - 11427242664040*x + 4747561509943
3597, 7, 129934811447123020117172145698449*x^4 - 264021815298982974409660555758778*x^3 + 307387882676488508777322381912027*x^2 - 264021815298982974409660555758778*x + 129934811447123020117172145698449
3629, 7, 96889010407*x^2 + 193657267435*x + 96889010407
3657, 7, 0
3685, 7, 1628413597910449*x^4 - 2552438335243524*x^3 + 2448360628223654*x^2 - 2552438335243524*x + 1628413597910449
3713, 7, 1341068619663964900807*x^2 + 60021362322374597518*x + 1341068619663964900807
3729, 7, 1628413597910449*x^4 - 1217720104991390*x^3 + 1234965327736323*x^2 - 1217720104991390*x + 1628413597910449
3737, 7, 117649*x^4 - 2340*x^3 + 2086*x^2 - 2340*x + 117649
3741, 7, 9387480337647754305649*x^4 - 8589862605968352232342*x^3 + 20717394103003540451307*x^2 - 8589862605968352232342*x + 9387480337647754305649
3765, 7, 311973482284542371301330321821976049*x^4 - 57682378722097524784914077120948380*x^3 - 86590612682707616809206836242994202*x^2 - 57682378722097524784914077120948380*x + 311973482284542371301330321821976049
3813, 7, 6366805760909027985741435139224001*x^4 - 5618211889307801513046180273687970*x^3 + 9227779312090490464866145644307299*x^2 - 5618211889307801513046180273687970*x + 6366805760909027985741435139224001
3841, 7, 7730993719707444524137094407*x^2 - 15173175040216584122611009586*x + 7730993719707444524137094407
3849, 7, 1977326743*x^2 - 1997931923*x + 1977326743
3905, 7, 459986536544739960976801*x^8 + 1425622050279709420689460*x^7 + 1449949984865847449764066*x^6 - 209993263213753721517760*x^5 - 1387842814353477263073109*x^4 - 209993263213753721517760*x^3 + 1449949984865847449764066*x^2 + 1425622050279709420689460*x + 459986536544739960976801
3909, 7, 1977326743*x^2 - 1997931923*x + 1977326743
3937, 7, 4747561509943*x^2 + 2309983432850*x + 4747561509943
3953, 7, 343*x^2 - 155*x + 343
3965, 7, 13841287201*x^8 - 9744003045*x^7 + 44372789834*x^6 - 25103240235*x^5 + 63341646666*x^4 - 25103240235*x^3 + 44372789834*x^2 - 9744003045*x + 13841287201
3981, 7, 65712362363534280139543*x^6 + 91059139940516246476257*x^5 + 95999635616036376633234*x^4 + 116317237650154828165253*x^3 + 95999635616036376633234*x^2 + 91059139940516246476257*x + 65712362363534280139543
4009, 7, 0
4017, 7, 0
4037, 7, 40353607*x^2 + 31930958*x + 40353607
4065, 7, 0
4101, 7, 1341068619663964900807*x^2 - 2673233973989584780307*x + 1341068619663964900807
4105, 7, 117649*x^4 + 26725*x^3 - 135623*x^2 + 26725*x + 117649
4161, 7, 0
4189, 7, 558545864083284007*x^2 + 1116753381315409165*x + 558545864083284007
4213, 7, 232630513987207*x^2 + 315805512934414*x + 232630513987207
4233, 7, 1628413597910449*x^4 - 1245606980646658*x^3 + 615904005772707*x^2 - 1245606980646658*x + 1628413597910449
4245, 7, 54116956037952111668959660849*x^4 - 202585204392503541560041141142*x^3 + 297161279663820240888723626907*x^2 - 202585204392503541560041141142*x + 54116956037952111668959660849
4269, 7, 40353607*x^2 - 77549186*x + 40353607
4301, 7, 678223072849*x^4 + 1066491536796*x^3 + 782762137894*x^2 + 1066491536796*x + 678223072849
4317, 7, 909543680129861140820205019889143*x^2 - 1161602696472845194686199010529314*x + 909543680129861140820205019889143
888, 7, 191581231380566414401*x^4 - 248030089409444531098*x^3 + 459995653260746005803*x^2 - 248030089409444531098*x + 191581231380566414401
892, 7, 11398895185373143*x^6 + 38685113123717046*x^5 + 53214797136063129*x^4 + 51850173291453364*x^3 + 53214797136063129*x^2 + 38685113123717046*x + 11398895185373143
908, 7, 16807*x^2 + 15227*x + 16807
920, 7, 117649*x^4 - 293706*x^3 + 402739*x^2 - 293706*x + 117649
1004, 7, 823543*x^2 + 1445485*x + 823543
1020, 7, 0
1032, 7, 282475249*x^4 - 251188210*x^3 + 84393051*x^2 - 251188210*x + 282475249
1048, 7, 16807*x^2 - 32435*x + 16807
1084, 7, 1977326743*x^2 + 53901550*x + 1977326743
1112, 7, 343*x^2 - 565*x + 343
1132, 7, 343*x^2 - 403*x + 343
1144, 7, 282475249*x^4 - 46272268*x^3 + 342582342*x^2 - 46272268*x + 282475249
1196, 7, 13841287201*x^4 - 17084486020*x^3 + 32404821702*x^2 - 17084486020*x + 13841287201
1228, 7, 343*x^2 + 542*x + 343
1244, 7, 11398895185373143*x^2 + 17067404997845330*x + 11398895185373143
1272, 7, 22539340290692258087863249*x^4 - 7681318920038048482577380*x^3 - 25642915034546174583453402*x^2 - 7681318920038048482577380*x + 22539340290692258087863249
1308, 7, 2651730845859653471779023381601*x^4 - 5972954966665354450348467494404*x^3 + 7113840199880304300211249185606*x^2 - 5972954966665354450348467494404*x + 2651730845859653471779023381601
1336, 7, 1977326743*x^2 - 3946423058*x + 1977326743
1340, 7, 1628413597910449*x^4 - 2683332608845756*x^3 + 2882423394847014*x^2 - 2683332608845756*x + 1628413597910449
1356, 7, 1628413597910449*x^4 - 2134692131351780*x^3 + 1978749245194086*x^2 - 2134692131351780*x + 1628413597910449
1420, 7, 459986536544739960976801*x^4 - 309145094420139274214106*x^3 - 96013994909361226882789*x^2 - 309145094420139274214106*x + 459986536544739960976801
1468, 7, 40353607*x^2 + 31930958*x + 40353607
1496, 7, 2401*x^4 - 630*x^3 - 3461*x^2 - 630*x + 2401
1532, 7, 232630513987207*x^2 + 315805512934414*x + 232630513987207
1560, 7, 0
1564, 7, 191581231380566414401*x^4 + 213828124161526145796*x^3 + 82618395064789769606*x^2 + 213828124161526145796*x + 191581231380566414401
1580, 7, 79792266297612001*x^4 + 306806936641045414*x^3 + 454160449942453851*x^2 + 306806936641045414*x + 79792266297612001
1592, 7, 40353607*x^2 - 37493170*x + 40353607
1608, 7, 678223072849*x^4 - 1648788333010*x^3 + 2051761928091*x^2 - 1648788333010*x + 678223072849
1644, 7, 1628413597910449*x^4 - 6124524898572850*x^3 + 9008575057254291*x^2 - 6124524898572850*x + 1628413597910449
1672, 7, 117649*x^4 - 167090*x^3 + 289851*x^2 - 167090*x + 117649
1676, 7, 40353607*x^2 - 52164515*x + 40353607
1704, 7, 311973482284542371301330321821976049*x^4 - 246396506278607365189600432110324310*x^3 + 328047199153780987652727810948671523*x^2 - 246396506278607365189600432110324310*x + 311973482284542371301330321821976049
1720, 7, 678223072849*x^4 + 1118837754636*x^3 + 1654046173574*x^2 + 1118837754636*x + 678223072849
1756, 7, 378818692265664781682717625943*x^10 + 388219470974625621941369588122*x^9 + 672196484171444174411636915531*x^8 + 746237568359204669615516746552*x^7 + 702126556387358139021386992478*x^6 + 1001489909265035403301807011932*x^5 + 702126556387358139021386992478*x^4 + 746237568359204669615516746552*x^3 + 672196484171444174411636915531*x^2 + 388219470974625621941369588122*x + 378818692265664781682717625943
1784, 7, 823543*x^2 + 858542*x + 823543
1788, 7, 311973482284542371301330321821976049*x^4 - 715211343257952652256533470254579218*x^3 + 1031944067708423886902189784881835267*x^2 - 715211343257952652256533470254579218*x + 311973482284542371301330321821976049
1804, 7, 33232930569601*x^4 - 116522505950970*x^3 + 166587562770827*x^2 - 116522505950970*x + 33232930569601
1816, 7, 16807*x^2 + 15227*x + 16807
1868, 7, 823543*x^2 + 129803*x + 823543
1896, 7, 22539340290692258087863249*x^4 + 2652047116028164603449050*x^3 - 13362655484063981655357069*x^2 + 2652047116028164603449050*x + 22539340290692258087863249
1916, 7, 1341068619663964900807*x^2 - 2196787373499264523150*x + 1341068619663964900807
1928, 7, 282475249*x^4 + 48488140*x^3 - 302748474*x^2 + 48488140*x + 282475249
2008, 7, 823543*x^2 + 1445485*x + 823543
2012, 7, 558545864083284007*x^2 - 1069416046753684558*x + 558545864083284007
2040, 7, 0
2056, 7, 5764801*x^8 + 2871596*x^7 + 3597482*x^6 + 8336432*x^5 + 7044051*x^4 + 8336432*x^3 + 3597482*x^2 + 2871596*x + 5764801
2092, 7, 16807*x^2 + 14786*x + 16807
2140, 7, 678223072849*x^4 + 75391842876*x^3 - 1205661912346*x^2 + 75391842876*x + 678223072849
2168, 7, 1977326743*x^2 + 53901550*x + 1977326743
2204, 7, 9387480337647754305649*x^4 + 4814146163531273304260*x^3 - 4256242945828010119002*x^2 + 4814146163531273304260*x + 9387480337647754305649
2236, 7, 33232930569601*x^4 - 62294931378820*x^3 + 95321509867014*x^2 - 62294931378820*x + 33232930569601
2252, 7, 40353607*x^2 + 6247573*x + 40353607
2264, 7, 343*x^2 - 403*x + 343
2280, 7, 0
2316, 7, 0
2348, 7, 823543*x^2 - 1219163*x + 823543
2364, 7, 0
2392, 7, 1628413597910449*x^4 - 369778675028980*x^3 - 2411666599756602*x^2 - 369778675028980*x + 1628413597910449
2428, 7, 96889010407*x^2 - 193534033522*x + 96889010407
2456, 7, 343*x^2 + 542*x + 343
2460, 7, 0
2476, 7, 16807*x^2 - 11330*x + 16807
2488, 7, 11398895185373143*x^2 + 17067404997845330*x + 11398895185373143
2540, 7, 79792266297612001*x^4 - 309294635157309634*x^3 + 459260359778989491*x^2 - 309294635157309634*x + 79792266297612001
2568, 7, 1628413597910449*x^4 - 2088241248353260*x^3 + 1727037747240198*x^2 - 2088241248353260*x + 1628413597910449
2572, 7, 343*x^2 - 43*x + 343
2588, 7, 27368747340080916343*x^2 - 9384864394797265582*x + 27368747340080916343
2616, 7, 2651730845859653471779023381601*x^4 + 6014667828545103639093718742948*x^3 + 7177111333038697234159427839878*x^2 + 6014667828545103639093718742948*x + 2651730845859653471779023381601
2652, 7, 0
2680, 7, 1628413597910449*x^4 + 1374389872823436*x^3 - 481563046484026*x^2 + 1374389872823436*x + 1628413597910449
2684, 7, 22539340290692258087863249*x^4 + 25975388491874383128469700*x^3 + 26524259969464458875968998*x^2 + 25975388491874383128469700*x + 22539340290692258087863249
2712, 7, 1628413597910449*x^4 + 258238780029230*x^3 + 892320590897331*x^2 + 258238780029230*x + 1628413597910449
2728, 7, 5764801*x^4 - 12419260*x^3 + 14554374*x^2 - 12419260*x + 5764801
2764, 7, 16807*x^2 - 27395*x + 16807
2796, 7, 22539340290692258087863249*x^4 + 10343734906553195538749540*x^3 + 10501815313126783754037798*x^2 + 10343734906553195538749540*x + 22539340290692258087863249
2812, 7, 678223072849*x^4 + 1989777267758*x^3 + 2779028337507*x^2 + 1989777267758*x + 678223072849
2824, 7, 33232930569601*x^8 - 83659035458152*x^7 + 57781457614300*x^6 + 28232941078056*x^5 - 69403301211706*x^4 + 28232941078056*x^3 + 57781457614300*x^2 - 83659035458152*x + 33232930569601
2840, 7, 678223072849*x^4 + 30796844274*x^3 - 1145915895221*x^2 + 30796844274*x + 678223072849
2876, 7, 157775382034845806615042743*x^2 + 213252338164928972889414290*x + 157775382034845806615042743
2908, 7, 44567640326363195900190045974568007*x^10 - 28863648562272038019207970882885242*x^9 + 84448513384896938037297985080774267*x^8 - 7889532922946522228138195600007608*x^7 + 116621143442409043714679220646317118*x^6 - 28762573385735190761162660974895516*x^5 + 116621143442409043714679220646317118*x^4 - 7889532922946522228138195600007608*x^3 + 84448513384896938037297985080774267*x^2 - 28863648562272038019207970882885242*x + 44567640326363195900190045974568007
2924, 7, 13841287201*x^8 - 15641325476*x^7 + 13629346570*x^6 - 6340217744*x^5 + 1462321267*x^4 - 6340217744*x^3 + 13629346570*x^2 - 15641325476*x + 13841287201
2936, 7, 40353607*x^2 + 31930958*x + 40353607
3020, 7, 459986536544739960976801*x^4 - 1110560844690497392406396*x^3 + 1566678905456438577355206*x^2 - 1110560844690497392406396*x + 459986536544739960976801
3036, 7, 0
3048, 7, 22539340290692258087863249*x^4 - 21922749596008400121548300*x^3 + 1674915543453346981975686*x^2 - 21922749596008400121548300*x + 22539340290692258087863249
3064, 7, 232630513987207*x^2 + 315805512934414*x + 232630513987207
3128, 7, 678223072849*x^4 + 1420141157820*x^3 + 1546694682598*x^2 + 1420141157820*x + 678223072849
3148, 7, 16807*x^2 - 30133*x + 16807
3160, 7, 282475249*x^4 + 895276914*x^3 + 1266729899*x^2 + 895276914*x + 282475249
3212, 7, 282475249*x^4 + 87482458*x^3 - 234160293*x^2 + 87482458*x + 282475249
3244, 7, 823543*x^2 + 717790*x + 823543
3260, 7, 22539340290692258087863249*x^4 - 18511168445653689413656636*x^3 + 23471375684119889863654374*x^2 - 18511168445653689413656636*x + 22539340290692258087863249
3288, 7, 1628413597910449*x^4 - 4015366356070300*x^3 + 5331449249988198*x^2 - 4015366356070300*x + 1628413597910449
3324, 7, 0
3352, 7, 40353607*x^2 - 52164515*x + 40353607
