D,p, Pol
5917, 2, 4194304*x^4 + 8911295*x^3 + 12051906*x^2 + 8911295*x + 4194304
5957, 2, 4096*x^4 + 9006*x^3 + 11045*x^2 + 9006*x + 4096
5973, 2, 72057594037927936*x^8 + 98806326991257600*x^7 + 193229080169030656*x^6 + 146188002068222400*x^5 + 216114269404398441*x^4 + 146188002068222400*x^3 + 193229080169030656*x^2 + 98806326991257600*x + 72057594037927936
5989, 2, 1024*x^4 + 1183*x^3 + 1999*x^2 + 1183*x + 1024
5997, 2, 134217728*x^2 + 160088175*x + 134217728
6005, 2, 16384*x^4 + 16895*x^3 + 37122*x^2 + 16895*x + 16384
6013, 2, 128*x^2 + 87*x + 128
6045, 2, 4611686018427387904*x^8 + 5193993135209840640*x^7 + 6750838279532548096*x^6 - 2516984787031051680*x^5 - 1735103467873446591*x^4 - 2516984787031051680*x^3 + 6750838279532548096*x^2 + 5193993135209840640*x + 4611686018427387904
6061, 2, 67108864*x^4 + 71724800*x^3 + 10143897*x^2 + 71724800*x + 67108864
6077, 2, 32768*x^2 - 60489*x + 32768
6117, 2, 35184372088832*x^2 + 55443788639575*x + 35184372088832
6141, 2, 262144*x^4 + 1024023*x^3 + 1524242*x^2 + 1024023*x + 262144
6149, 2, 65536*x^4 - 53000*x^3 + 64329*x^2 - 53000*x + 65536
6157, 2, 33554432*x^10 - 30281728*x^9 + 60600192*x^8 - 43415364*x^7 + 84988276*x^6 - 54352241*x^5 + 84988276*x^4 - 43415364*x^3 + 60600192*x^2 - 30281728*x + 33554432
6181, 2, 8*x^2 - 9*x + 8
6189, 2, 35184372088832*x^2 + 53219330973439*x + 35184372088832
6213, 2, 68719476736*x^4 + 85414971960*x^3 + 55983184697*x^2 + 85414971960*x + 68719476736
6261, 2, 34359738368*x^2 + 25722551287*x + 34359738368
6285, 2, 18014398509481984*x^4 + 6720123380957184*x^3 - 14655964097335111*x^2 + 6720123380957184*x + 18014398509481984
6293, 2, 16384*x^4 + 16878*x^3 + 12437*x^2 + 16878*x + 16384
6333, 2, 562949953421312*x^2 + 597804477815695*x + 562949953421312
6341, 2, 16384*x^4 + 58239*x^3 + 83879*x^2 + 58239*x + 16384
6349, 2, 8*x^2 - 9*x + 8
6357, 2, 17179869184*x^4 - 54388869120*x^3 + 74439058793*x^2 - 54388869120*x + 17179869184
6365, 2, 262144*x^4 - 175136*x^3 - 173991*x^2 - 175136*x + 262144
6405, 2, 4503599627370496*x^8 + 9909104905551872*x^7 + 16569601951824448*x^6 + 22667595978338924*x^5 + 25648468173354145*x^4 + 22667595978338924*x^3 + 16569601951824448*x^2 + 9909104905551872*x + 4503599627370496
6429, 2, 8192*x^2 - 14241*x + 8192
6461, 2, 16384*x^4 - 42180*x^3 + 53441*x^2 - 42180*x + 16384
6477, 2, 1152921504606846976*x^4 - 975908025281839104*x^3 + 1400892748449114881*x^2 - 975908025281839104*x + 1152921504606846976
6493, 2, 128*x^2 - 105*x + 128
6501, 2, 73786976294838206464*x^4 + 123921079654527533056*x^3 + 107583195131362078809*x^2 + 123921079654527533056*x + 73786976294838206464
6509, 2, 512*x^2 - 1001*x + 512
6533, 2, 32768*x^2 + 47311*x + 32768
6541, 2, 512*x^2 + 495*x + 512
6549, 2, 302231454903657293676544*x^12 - 510890620063658979360768*x^11 - 169731561439316783136768*x^10 + 1606112916566801568632320*x^9 - 1345429262189054832987456*x^8 - 998589924002871657945432*x^7 + 2633363124515464907625369*x^6 - 998589924002871657945432*x^5 - 1345429262189054832987456*x^4 + 1606112916566801568632320*x^3 - 169731561439316783136768*x^2 - 510890620063658979360768*x + 302231454903657293676544
6557, 2, 32768*x^6 + 128700*x^5 + 247254*x^4 + 301275*x^3 + 247254*x^2 + 128700*x + 32768
6573, 2, 1073741824*x^4 + 3031945080*x^3 + 4156067873*x^2 + 3031945080*x + 1073741824
6589, 2, 33554432*x^2 - 65670665*x + 33554432
6605, 2, 16384*x^4 - 4345*x^3 - 20433*x^2 - 4345*x + 16384
6613, 2, 1024*x^4 - 1025*x^3 + 391*x^2 - 1025*x + 1024
6621, 2, 549755813888*x^2 - 66855972449*x + 549755813888
6629, 2, 32*x^2 - 57*x + 32
6645, 2, 1073741824*x^4 - 69043216*x^3 - 577153191*x^2 - 69043216*x + 1073741824
6677, 2, 8192*x^2 + 13359*x + 8192
6685, 2, 67108864*x^12 + 137748480*x^11 + 262616832*x^10 + 329131640*x^9 + 423169792*x^8 + 505054720*x^7 + 535357473*x^6 + 505054720*x^5 + 423169792*x^4 + 329131640*x^3 + 262616832*x^2 + 137748480*x + 67108864
6693, 2, 288230376151711744*x^4 + 464058361013155840*x^3 + 605703913239080913*x^2 + 464058361013155840*x + 288230376151711744
6717, 2, 34359738368*x^2 + 61730683935*x + 34359738368
6765, 2, 1152921504606846976*x^8 + 3254456221179052032*x^7 + 2417920484392588288*x^6 - 2972624165778251556*x^5 - 6497961321327645855*x^4 - 2972624165778251556*x^3 + 2417920484392588288*x^2 + 3254456221179052032*x + 1152921504606846976
6773, 2, 16384*x^4 - 11049*x^3 + 28655*x^2 - 11049*x + 16384
6789, 2, 68719476736*x^4 + 65521802112*x^3 - 4402708927*x^2 + 65521802112*x + 68719476736
6797, 2, 32768*x^2 - 10089*x + 32768
6805, 2, 268435456*x^8 - 520622080*x^7 + 1354859456*x^6 - 1568250145*x^5 + 2154202626*x^4 - 1568250145*x^3 + 1354859456*x^2 - 520622080*x + 268435456
6821, 2, 524288*x^2 + 864535*x + 524288
6837, 2, 72057594037927936*x^4 + 49169148085657600*x^3 - 39212839955708103*x^2 + 49169148085657600*x + 72057594037927936
6853, 2, 4194304*x^4 + 13780864*x^3 + 19418145*x^2 + 13780864*x + 4194304
6861, 2, 536870912*x^2 - 724102977*x + 536870912
6901, 2, 512*x^6 + 348*x^5 + 1302*x^4 + 723*x^3 + 1302*x^2 + 348*x + 512
6933, 2, 536870912*x^2 - 502904025*x + 536870912
6941, 2, 8192*x^2 + 14535*x + 8192
6965, 2, 262144*x^4 + 818400*x^3 + 1140401*x^2 + 818400*x + 262144
6973, 2, 512*x^2 - 657*x + 512
6981, 2, 1152921504606846976*x^8 - 2565564497789976576*x^7 + 4959442768656622144*x^6 - 5973567904991969424*x^5 + 7134925851469233609*x^4 - 5973567904991969424*x^3 + 4959442768656622144*x^2 - 2565564497789976576*x + 1152921504606846976
7005, 2, 4398046511104*x^4 - 12016957669376*x^3 + 15238186172169*x^2 - 12016957669376*x + 4398046511104
7021, 2, 1073741824*x^4 - 21176320*x^3 - 2073692559*x^2 - 21176320*x + 1073741824
7037, 2, 32768*x^2 - 13425*x + 32768
7053, 2, 9223372036854775808*x^6 + 40146672061081205760*x^5 + 84990555714952041024*x^4 + 107074628380025868895*x^3 + 84990555714952041024*x^2 + 40146672061081205760*x + 9223372036854775808
7061, 2, 512*x^2 - 1001*x + 512
7077, 2, 4503599627370496*x^8 - 6778383333396480*x^7 + 84283288461584*x^6 - 2147405415130440*x^5 + 8828124559152801*x^4 - 2147405415130440*x^3 + 84283288461584*x^2 - 6778383333396480*x + 4503599627370496
7117, 2, 8388608*x^6 + 16768000*x^5 + 21195328*x^4 + 24160503*x^3 + 21195328*x^2 + 16768000*x + 8388608
7133, 2, 8192*x^2 - 16377*x + 8192
7149, 2, 536870912*x^2 + 801128703*x + 536870912
7157, 2, 16384*x^4 - 21825*x^3 + 37826*x^2 - 21825*x + 16384
7181, 2, 2048*x^2 + 4087*x + 2048
7189, 2, 1024*x^4 + 120*x^3 - 1759*x^2 + 120*x + 1024
7197, 2, 576460752303423488*x^2 + 1150456893574614175*x + 576460752303423488
7205, 2, 1048576*x^8 + 1714160*x^7 + 773116*x^6 - 1428185*x^5 - 3048934*x^4 - 1428185*x^3 + 773116*x^2 + 1714160*x + 1048576
7269, 2, 8589934592*x^2 + 16224502903*x + 8589934592
7277, 2, 131072*x^2 - 243377*x + 131072
7285, 2, 1048576*x^4 - 3377280*x^3 + 4683329*x^2 - 3377280*x + 1048576
7293, 2, 1152921504606846976*x^8 + 809278868831600640*x^7 - 949526881673717696*x^6 + 445391946239781420*x^5 + 2741522496533941281*x^4 + 445391946239781420*x^3 - 949526881673717696*x^2 + 809278868831600640*x + 1152921504606846976
7341, 2, 137438953472*x^2 + 251810068783*x + 137438953472
7357, 2, 32*x^2 - 57*x + 32
7365, 2, 18014398509481984*x^4 - 30081358743085056*x^3 + 30603807018922169*x^2 - 30081358743085056*x + 18014398509481984
7405, 2, 16384*x^4 + 3895*x^3 + 30247*x^2 + 3895*x + 16384
7413, 2, 4611686018427387904*x^4 + 16413490766539653120*x^3 + 23678090101729175633*x^2 + 16413490766539653120*x + 4611686018427387904
7429, 2, 16384*x^4 - 21330*x^3 + 10421*x^2 - 21330*x + 16384
7437, 2, 1152921504606846976*x^8 - 3395393761996701696*x^7 + 5354146823003626729*x^6 - 7466800886325831204*x^5 + 8710460268774236790*x^4 - 7466800886325831204*x^3 + 5354146823003626729*x^2 - 3395393761996701696*x + 1152921504606846976
7445, 2, 16384*x^4 + 63279*x^3 + 93799*x^2 + 63279*x + 16384
7453, 2, 67108864*x^12 + 220917760*x^11 + 379792128*x^10 + 329509040*x^9 - 11633556*x^8 - 477901865*x^7 - 685060838*x^6 - 477901865*x^5 - 11633556*x^4 + 329509040*x^3 + 379792128*x^2 + 220917760*x + 67108864
7469, 2, 262144*x^4 + 129720*x^3 - 263887*x^2 + 129720*x + 262144
7485, 2, 72057594037927936*x^4 - 170573082674069504*x^3 + 197081423701862361*x^2 - 170573082674069504*x + 72057594037927936
7493, 2, 32768*x^2 + 56511*x + 32768
7509, 2, 2097152*x^2 + 1334823*x + 2097152
7557, 2, 18889465931478580854784*x^8 - 32105097660578033827840*x^7 + 22815401299882441793536*x^6 + 8023750241160722432480*x^5 - 31097640500604615826871*x^4 + 8023750241160722432480*x^3 + 22815401299882441793536*x^2 - 32105097660578033827840*x + 18889465931478580854784
7565, 2, 65536*x^8 - 159012*x^7 + 224821*x^6 - 210357*x^5 + 183624*x^4 - 210357*x^3 + 224821*x^2 - 159012*x + 65536
7597, 2, 2097152*x^2 + 2761495*x + 2097152
7613, 2, 512*x^2 - 1001*x + 512
7629, 2, 34359738368*x^2 - 58312175489*x + 34359738368
7637, 2, 131072*x^2 + 251943*x + 131072
7645, 2, 16777216*x^8 - 24037376*x^7 + 26841152*x^6 - 26538160*x^5 + 37002361*x^4 - 26538160*x^3 + 26841152*x^2 - 24037376*x + 16777216
7653, 2, 2199023255552*x^2 + 3345971661255*x + 2199023255552
7661, 2, 32*x^2 - 17*x + 32
7685, 2, 65536*x^8 - 213220*x^7 + 304993*x^6 - 234710*x^5 + 161363*x^4 - 234710*x^3 + 304993*x^2 - 213220*x + 65536
7701, 2, 17592186044416*x^4 - 48446494615890*x^3 + 65534173688357*x^2 - 48446494615890*x + 17592186044416
7733, 2, 65536*x^4 + 180894*x^3 + 231341*x^2 + 180894*x + 65536
7773, 2, 144115188075855872*x^2 + 222407436452638255*x + 144115188075855872
7781, 2, 2097152*x^2 - 3329745*x + 2097152
7797, 2, 18014398509481984*x^4 + 54635409951682560*x^3 + 74641506368729393*x^2 + 54635409951682560*x + 18014398509481984
7805, 2, 16384*x^4 - 7524*x^3 + 20305*x^2 - 7524*x + 16384
7813, 2, 67108864*x^4 + 89824151*x^3 + 117442770*x^2 + 89824151*x + 67108864
7845, 2, 70368744177664*x^4 + 142955293716224*x^3 + 160938977850249*x^2 + 142955293716224*x + 70368744177664
7861, 2, 8589934592*x^10 - 6114836480*x^9 + 10943958528*x^8 - 1351127140*x^7 - 7197852492*x^6 + 8885487207*x^5 - 7197852492*x^4 - 1351127140*x^3 + 10943958528*x^2 - 6114836480*x + 8589934592
7869, 2, 16777216*x^4 + 4687038*x^3 - 24170947*x^2 + 4687038*x + 16777216
7885, 2, 16777216*x^4 - 18937984*x^3 + 32997561*x^2 - 18937984*x + 16777216
7909, 2, 2147483648*x^2 + 1370212735*x + 2147483648
7917, 2, 18446744073709551616*x^8 - 23038305348010115072*x^7 + 39375673577717717248*x^6 - 59909212092026050754*x^5 + 51423836206745396245*x^4 - 59909212092026050754*x^3 + 39375673577717717248*x^2 - 23038305348010115072*x + 18446744073709551616
7941, 2, 32768*x^2 + 64167*x + 32768
7957, 2, 65536*x^8 + 110960*x^7 + 231228*x^6 + 319375*x^5 + 331658*x^4 + 319375*x^3 + 231228*x^2 + 110960*x + 65536
7973, 2, 65536*x^4 + 197560*x^3 + 264129*x^2 + 197560*x + 65536
7981, 2, 32768*x^2 + 50407*x + 32768
7989, 2, 8796093022208*x^2 - 8806313330393*x + 8796093022208
7997, 2, 8192*x^2 - 15657*x + 8192
8013, 2, 8388608*x^2 + 4379775*x + 8388608
8029, 2, 4096*x^4 - 6984*x^3 + 6401*x^2 - 6984*x + 4096
8045, 2, 1024*x^4 + 2871*x^3 + 3730*x^2 + 2871*x + 1024
8061, 2, 2251799813685248*x^2 - 1589068477876529*x + 2251799813685248
8133, 2, 9007199254740992*x^2 + 3066261752901655*x + 9007199254740992
8141, 2, 128*x^2 + 87*x + 128
8149, 2, 4294967296*x^8 + 4036915200*x^7 - 3596830784*x^6 + 394299175*x^5 + 7577458226*x^4 + 394299175*x^3 - 3596830784*x^2 + 4036915200*x + 4294967296
8157, 2, 2199023255552*x^2 - 82596751905*x + 2199023255552
8165, 2, 16384*x^4 + 29230*x^3 + 26421*x^2 + 29230*x + 16384
8173, 2, 2097152*x^6 + 2531776*x^5 + 3102136*x^4 + 5259399*x^3 + 3102136*x^2 + 2531776*x + 2097152
8189, 2, 2097152*x^2 - 3242225*x + 2097152
8197, 2, 128*x^2 + 87*x + 128
8205, 2, 4611686018427387904*x^4 + 10607062265033129984*x^3 + 11992173536890357449*x^2 + 10607062265033129984*x + 4611686018427387904
8213, 2, 8192*x^2 - 7025*x + 8192
8261, 2, 32768*x^2 - 64785*x + 32768
8277, 2, 1180591620717411303424*x^12 + 1589877526306907750400*x^11 + 1480649245937307488256*x^10 + 191031037608086668800*x^9 - 583526672181858393840*x^8 - 2380368371357942044200*x^7 - 2867681440710581655055*x^6 - 2380368371357942044200*x^5 - 583526672181858393840*x^4 + 191031037608086668800*x^3 + 1480649245937307488256*x^2 + 1589877526306907750400*x + 1180591620717411303424
8301, 2, 2097152*x^2 + 2449263*x + 2097152
8309, 2, 2097152*x^10 + 3438336*x^9 - 4742816*x^8 - 11306868*x^7 + 2803598*x^6 + 15935283*x^5 + 2803598*x^4 - 11306868*x^3 - 4742816*x^2 + 3438336*x + 2097152
8333, 2, 16384*x^4 - 30369*x^3 + 28295*x^2 - 30369*x + 16384
8341, 2, 32768*x^2 - 44025*x + 32768
8357, 2, 16384*x^4 + 46455*x^3 + 65618*x^2 + 46455*x + 16384
8365, 2, 1073741824*x^4 - 224430080*x^3 + 1895738721*x^2 - 224430080*x + 1073741824
8373, 2, 549755813888*x^6 - 686985569280*x^5 + 468220697664*x^4 - 286878046185*x^3 + 468220697664*x^2 - 686985569280*x + 549755813888
8413, 2, 33554432*x^2 - 65394257*x + 33554432
8421, 2, 4503599627370496*x^4 - 12279751134806016*x^3 + 16933174634797601*x^2 - 12279751134806016*x + 4503599627370496
8437, 2, 1073741824*x^4 - 678662032*x^3 + 417333417*x^2 - 678662032*x + 1073741824
8445, 2, 18014398509481984*x^4 - 8770483606061056*x^3 - 12983911854165831*x^2 - 8770483606061056*x + 18014398509481984
8453, 2, 32768*x^2 - 42705*x + 32768
8493, 2, 295147905179352825856*x^4 + 1049288672779684274176*x^3 + 1509966909301926225561*x^2 + 1049288672779684274176*x + 295147905179352825856
8509, 2, 32*x^2 + 63*x + 32
8517, 2, 73786976294838206464*x^4 + 239193859323230945280*x^3 + 337773671332396448753*x^2 + 239193859323230945280*x + 73786976294838206464
8533, 2, 16777216*x^4 + 8990208*x^3 - 8514367*x^2 + 8990208*x + 16777216
8549, 2, 32768*x^2 - 60489*x + 32768
8557, 2, 512*x^2 - 825*x + 512
8565, 2, 1152921504606846976*x^4 + 2610102247491076096*x^3 + 3425259312661169481*x^2 + 2610102247491076096*x + 1152921504606846976
8589, 2, 4194304*x^4 + 1854432*x^3 - 4606303*x^2 + 1854432*x + 4194304
8605, 2, 4294967296*x^8 + 114257920*x^7 + 1667550656*x^6 - 2802523545*x^5 - 3816551529*x^4 - 2802523545*x^3 + 1667550656*x^2 + 114257920*x + 4294967296
8621, 2, 262144*x^4 - 13641*x^3 - 310489*x^2 - 13641*x + 262144
8637, 2, 2305843009213693952*x^6 - 196479822857136900*x^5 + 2045904928096296756*x^4 - 2972381124908325425*x^3 + 2045904928096296756*x^2 - 196479822857136900*x + 2305843009213693952
8645, 2, 1048576*x^8 - 6218784*x^7 + 17515460*x^6 - 30741516*x^5 + 36792609*x^4 - 30741516*x^3 + 17515460*x^2 - 6218784*x + 1048576
8661, 2, 36893488147419103232*x^14 - 140363374730793713664*x^13 + 295758333629972873216*x^12 - 468193028230049955840*x^11 + 641445806145621590016*x^10 - 819163399194918328320*x^9 + 974639297520672668032*x^8 - 1040535913898804457801*x^7 + 974639297520672668032*x^6 - 819163399194918328320*x^5 + 641445806145621590016*x^4 - 468193028230049955840*x^3 + 295758333629972873216*x^2 - 140363374730793713664*x + 36893488147419103232
8701, 2, 4294967296*x^8 - 3402104832*x^7 + 2814980096*x^6 - 1084038816*x^5 + 5425968481*x^4 - 1084038816*x^3 + 2814980096*x^2 - 3402104832*x + 4294967296
8709, 2, 576460752303423488*x^2 - 962366450905885049*x + 576460752303423488
8717, 2, 512*x^2 - 1001*x + 512
8733, 2, 4398046511104*x^4 + 7330070905575*x^3 + 5875521341042*x^2 + 7330070905575*x + 4398046511104
8749, 2, 64*x^4 - 81*x^3 + 151*x^2 - 81*x + 64
8773, 2, 8589934592*x^14 + 9587916800*x^13 - 5191081984*x^12 - 7270503680*x^11 - 3694542624*x^10 - 10549385940*x^9 + 641643358*x^8 + 16331186235*x^7 + 641643358*x^6 - 10549385940*x^5 - 3694542624*x^4 - 7270503680*x^3 - 5191081984*x^2 + 9587916800*x + 8589934592
8781, 2, 2147483648*x^2 - 2806971233*x + 2147483648
8789, 2, 1048576*x^12 + 1219552*x^11 - 2404576*x^10 - 2411976*x^9 + 2935300*x^8 + 1235516*x^7 - 3065855*x^6 + 1235516*x^5 + 2935300*x^4 - 2411976*x^3 - 2404576*x^2 + 1219552*x + 1048576
8797, 2, 128*x^2 + 207*x + 128
8805, 2, 4398046511104*x^4 + 12490374544384*x^3 + 16198372458249*x^2 + 12490374544384*x + 4398046511104
8813, 2, 32768*x^2 - 10089*x + 32768
8845, 2, 4096*x^8 - 11556*x^7 + 9105*x^6 + 6026*x^5 - 15261*x^4 + 6026*x^3 + 9105*x^2 - 11556*x + 4096
8853, 2, 1152921504606846976*x^4 + 2956385140194076600*x^3 + 4161016985754547977*x^2 + 2956385140194076600*x + 1152921504606846976
7221, 2, 4835703278458516698824704*x^20 - 478426937825787629273088*x^19 + 11969718374520716548636672*x^18 + 348016469054443933925376*x^17 + 14273195216324898518876160*x^16 + 928458968228968896285696*x^15 + 6754778095611229919977872*x^14 - 2496528176321951683011360*x^13 - 4402330059373526454060264*x^12 - 7996245416213476409778024*x^11 - 9110430136008449984322999*x^10 - 7996245416213476409778024*x^9 - 4402330059373526454060264*x^8 - 2496528176321951683011360*x^7 + 6754778095611229919977872*x^6 + 928458968228968896285696*x^5 + 14273195216324898518876160*x^4 + 348016469054443933925376*x^3 + 11969718374520716548636672*x^2 - 478426937825787629273088*x + 4835703278458516698824704
8229, 2, 309485009821345068724781056*x^16 + 796081705824027632109355008*x^15 + 1089319712900923621671698432*x^14 + 1242547044834201441820213248*x^13 + 942094314144565344862572544*x^12 + 305989803412912293879559680*x^11 - 465788041746285464666157424*x^10 - 1050267179333016313110075816*x^9 - 1158771204202625331197125127*x^8 - 1050267179333016313110075816*x^7 - 465788041746285464666157424*x^6 + 305989803412912293879559680*x^5 + 942094314144565344862572544*x^4 + 1242547044834201441820213248*x^3 + 1089319712900923621671698432*x^2 + 796081705824027632109355008*x + 309485009821345068724781056
8877, 2, 4398046511104*x^4 - 2662280029266*x^3 + 9088934641949*x^2 - 2662280029266*x + 4398046511104
8909, 2, 2097152*x^6 - 4402752*x^5 + 6325368*x^4 - 7676985*x^3 + 6325368*x^2 - 4402752*x + 2097152
8949, 2, 18889465931478580854784*x^8 + 117816731730199860740096*x^7 + 341339999162032947085312*x^6 + 606332089307073520312064*x^5 + 727842713253292269060697*x^4 + 606332089307073520312064*x^3 + 341339999162032947085312*x^2 + 117816731730199860740096*x + 18889465931478580854784
8965, 2, 1073741824*x^4 + 1574559744*x^3 + 2561332889*x^2 + 1574559744*x + 1073741824
8981, 2, 2048*x^2 - 393*x + 2048
8997, 2, 9444732965739290427392*x^2 - 5954719378024807446425*x + 9444732965739290427392
9005, 2, 262144*x^4 - 499225*x^3 + 565287*x^2 - 499225*x + 262144
9021, 2, 309485009821345068724781056*x^16 + 1448072443977654266182500352*x^15 + 2798161208239369270698442752*x^14 + 3627507877629206498818129920*x^13 + 5152588056793944333807390720*x^12 + 7342485290814788759219934720*x^11 + 8523124059437490287595609104*x^10 + 9347042705176210907511959000*x^9 + 9963512263627976043741697281*x^8 + 9347042705176210907511959000*x^7 + 8523124059437490287595609104*x^6 + 7342485290814788759219934720*x^5 + 5152588056793944333807390720*x^4 + 3627507877629206498818129920*x^3 + 2798161208239369270698442752*x^2 + 1448072443977654266182500352*x + 309485009821345068724781056
9037, 2, 512*x^2 + 999*x + 512
9053, 2, 512*x^2 - 201*x + 512
9069, 2, 140737488355328*x^2 - 280388378462993*x + 140737488355328
9077, 2, 16384*x^4 - 17865*x^3 + 34543*x^2 - 17865*x + 16384
9085, 2, 16777216*x^4 - 3745920*x^3 - 26061631*x^2 - 3745920*x + 16777216
9093, 2, 17179869184*x^4 + 21754188000*x^3 + 15206302193*x^2 + 21754188000*x + 17179869184
9101, 2, 536870912*x^14 + 904380416*x^13 + 2135281664*x^12 + 1779811584*x^11 + 1271112768*x^10 - 1271240484*x^9 - 3084300682*x^8 - 4289272117*x^7 - 3084300682*x^6 - 1271240484*x^5 + 1271112768*x^4 + 1779811584*x^3 + 2135281664*x^2 + 904380416*x + 536870912
9141, 2, 19342813113834066795298816*x^4 + 75079869906134584010997760*x^3 + 111537410491305953485731609*x^2 + 75079869906134584010997760*x + 19342813113834066795298816
9149, 2, 8388608*x^6 + 6336960*x^5 - 7605192*x^4 - 13892649*x^3 - 7605192*x^2 + 6336960*x + 8388608
9165, 2, 73786976294838206464*x^8 - 251470590899346472960*x^7 + 214968768111197793856*x^6 + 248451238705784003120*x^5 - 570405018626224574591*x^4 + 248451238705784003120*x^3 + 214968768111197793856*x^2 - 251470590899346472960*x + 73786976294838206464
9205, 2, 67108864*x^4 - 32228352*x^3 - 37054063*x^2 - 32228352*x + 67108864
9213, 2, 75557863725914323419136*x^8 + 62602374257358948761600*x^7 + 17866929360181087993444*x^6 - 66785377163372618019700*x^5 - 169636304689231587770759*x^4 - 66785377163372618019700*x^3 + 17866929360181087993444*x^2 + 62602374257358948761600*x + 75557863725914323419136
9229, 2, 8589934592*x^10 - 8398045184*x^9 + 16739500032*x^8 + 2981068800*x^7 - 5316484064*x^6 + 23209817799*x^5 - 5316484064*x^4 + 2981068800*x^3 + 16739500032*x^2 - 8398045184*x + 8589934592
9237, 2, 2199023255552*x^2 + 2919689631975*x + 2199023255552
9253, 2, 128*x^2 + 231*x + 128
9269, 2, 16777216*x^4 + 4361728*x^3 - 19228287*x^2 + 4361728*x + 16777216
9285, 2, 281474976710656*x^4 - 401580944720384*x^3 + 240421292597481*x^2 - 401580944720384*x + 281474976710656
9301, 2, 34359738368*x^6 - 61503438848*x^5 + 19155983872*x^4 + 28650092007*x^3 + 19155983872*x^2 - 61503438848*x + 34359738368
9309, 2, 18014398509481984*x^4 + 17127767102324736*x^3 + 14160781643201129*x^2 + 17127767102324736*x + 18014398509481984
9357, 2, 590295810358705651712*x^2 + 662460807066166861135*x + 590295810358705651712
9373, 2, 1024*x^4 - 2418*x^3 + 3317*x^2 - 2418*x + 1024
9381, 2, 1237940039285380274899124224*x^4 - 1075198374849597334301442048*x^3 + 2708104343494773941373328697*x^2 - 1075198374849597334301442048*x + 1237940039285380274899124224
9429, 2, 72057594037927936*x^4 - 270676661081997312*x^3 + 397286745117148673*x^2 - 270676661081997312*x + 72057594037927936
9445, 2, 1024*x^4 + 31*x^3 - 830*x^2 + 31*x + 1024
9453, 2, 18014398509481984*x^4 - 13363866350714880*x^3 + 14369696369062193*x^2 - 13363866350714880*x + 18014398509481984
9469, 2, 16384*x^4 + 17983*x^3 + 25399*x^2 + 17983*x + 16384
9485, 2, 4194304*x^4 + 5752800*x^3 + 8504033*x^2 + 5752800*x + 4194304
9493, 2, 2097152*x^2 - 4152017*x + 2097152
9501, 2, 9007199254740992*x^2 - 11089030363165457*x + 9007199254740992
9517, 2, 536870912*x^6 - 636339200*x^5 - 294221760*x^4 + 914248495*x^3 - 294221760*x^2 - 636339200*x + 536870912
9541, 2, 1048576*x^4 + 2026368*x^3 + 2324033*x^2 + 2026368*x + 1048576
9557, 2, 2097152*x^2 + 2928679*x + 2097152
9573, 2, 590295810358705651712*x^2 + 445572435871181062375*x + 590295810358705651712
9581, 2, 4194304*x^4 - 13666368*x^3 + 19349897*x^2 - 13666368*x + 4194304
9589, 2, 128*x^2 - 33*x + 128
9597, 2, 18889465931478580854784*x^8 - 1722971503523738419200*x^7 + 15864336953814087946564*x^6 - 29283999918684607473300*x^5 - 4176382880969548537071*x^4 - 29283999918684607473300*x^3 + 15864336953814087946564*x^2 - 1722971503523738419200*x + 18889465931478580854784
9637, 2, 134217728*x^2 - 215784569*x + 134217728
9645, 2, 1125899906842624*x^4 - 3218944827129856*x^3 + 4323132568150089*x^2 - 3218944827129856*x + 1125899906842624
9669, 2, 1237940039285380274899124224*x^20 + 10500359934504391684575461376*x^19 + 44610252551984525920327172096*x^18 + 124093765050595480586144448512*x^17 + 248089546947020842731243528192*x^16 + 365659047138127355147938506496*x^15 + 382037043889048494482530601897*x^14 + 222002303207529214005637448760*x^13 - 87798345989255585360515002500*x^12 - 399542247350236443053853240696*x^11 - 530917622042342163135133020618*x^10 - 399542247350236443053853240696*x^9 - 87798345989255585360515002500*x^8 + 222002303207529214005637448760*x^7 + 382037043889048494482530601897*x^6 + 365659047138127355147938506496*x^5 + 248089546947020842731243528192*x^4 + 124093765050595480586144448512*x^3 + 44610252551984525920327172096*x^2 + 10500359934504391684575461376*x + 1237940039285380274899124224
9701, 2, 4194304*x^4 - 706425*x^3 + 7545767*x^2 - 706425*x + 4194304
9709, 2, 16384*x^4 + 8160*x^3 + 33281*x^2 + 8160*x + 16384
9717, 2, 1180591620717411303424*x^4 - 1019051523491836723200*x^3 + 161901829429614821777*x^2 - 1019051523491836723200*x + 1180591620717411303424
9741, 2, 302231454903657293676544*x^4 - 251043936155370677862400*x^3 + 590664724650944700916641*x^2 - 251043936155370677862400*x + 302231454903657293676544
9757, 2, 536870912*x^10 - 744001536*x^9 + 137186176*x^8 - 199349412*x^7 - 255424410*x^6 + 1051566227*x^5 - 255424410*x^4 - 199349412*x^3 + 137186176*x^2 - 744001536*x + 536870912
9789, 2, 19342813113834066795298816*x^8 + 71939105324963555390259200*x^7 + 137994296520649723045027840*x^6 + 189478357944694128242305400*x^5 + 208884767022106401383269657*x^4 + 189478357944694128242305400*x^3 + 137994296520649723045027840*x^2 + 71939105324963555390259200*x + 19342813113834066795298816
9797, 2, 1048576*x^8 + 2797040*x^7 + 1940236*x^6 - 1306325*x^5 - 2995105*x^4 - 1306325*x^3 + 1940236*x^2 + 2797040*x + 1048576
