D,p, Pol
3237, 2, 68719476736*x^4 + 50037327310*x^3 + 89804253597*x^2 + 50037327310*x + 68719476736
3245, 2, 4096*x^8 + 1464*x^7 - 608*x^6 + 720*x^5 + 4281*x^4 + 720*x^3 - 608*x^2 + 1464*x + 4096
3261, 2, 536870912*x^6 - 1068549120*x^5 + 516102720*x^4 + 33760863*x^3 + 516102720*x^2 - 1068549120*x + 536870912
3269, 2, 128*x^2 + 87*x + 128
3309, 2, 8388608*x^2 + 3924991*x + 8388608
3317, 2, 512*x^2 + 495*x + 512
3333, 2, 1073741824*x^4 + 4118398960*x^3 + 6094832073*x^2 + 4118398960*x + 1073741824
3397, 2, 32*x^2 + 15*x + 32
3405, 2, 1073741824*x^4 + 2581836224*x^3 + 3672931929*x^2 + 2581836224*x + 1073741824
3421, 2, 524288*x^2 - 749705*x + 524288
3437, 2, 512*x^2 + 999*x + 512
3453, 2, 2199023255552*x^2 - 4391322496865*x + 2199023255552
3477, 2, 1099511627776*x^8 - 3134077440000*x^7 + 4115354901904*x^6 - 2669632173000*x^5 + 1532212333881*x^4 - 2669632173000*x^3 + 4115354901904*x^2 - 3134077440000*x + 1099511627776
3493, 2, 8*x^2 - 9*x + 8
3565, 2, 4096*x^4 - 9480*x^3 + 12449*x^2 - 9480*x + 4096
3597, 2, 274877906944*x^4 + 279166820830*x^3 + 35058555213*x^2 + 279166820830*x + 274877906944
3605, 2, 1024*x^4 + 1404*x^3 + 769*x^2 + 1404*x + 1024
3621, 2, 4398046511104*x^4 - 2069928284160*x^3 - 608386200559*x^2 - 2069928284160*x + 4398046511104
3629, 2, 8192*x^2 - 7025*x + 8192
3661, 2, 32*x^2 - 57*x + 32
3669, 2, 34359738368*x^2 + 47565810487*x + 34359738368
3685, 2, 262144*x^4 + 161664*x^3 - 199591*x^2 + 161664*x + 262144
3693, 2, 134217728*x^2 + 130114335*x + 134217728
3741, 2, 67108864*x^4 - 71582992*x^3 + 112560297*x^2 - 71582992*x + 67108864
3749, 2, 8*x^2 + 7*x + 8
3765, 2, 4398046511104*x^4 - 14010291879936*x^3 + 19531811290889*x^2 - 14010291879936*x + 4398046511104
3781, 2, 512*x^2 - 825*x + 512
3805, 2, 4096*x^8 - 12944*x^7 + 10876*x^6 + 11343*x^5 - 26422*x^4 + 11343*x^3 + 10876*x^2 - 12944*x + 4096
3813, 2, 1099511627776*x^4 - 483181332480*x^3 - 944144433823*x^2 - 483181332480*x + 1099511627776
3829, 2, 8*x^2 - 9*x + 8
3837, 2, 8388608*x^2 - 4743105*x + 8388608
3885, 2, 281474976710656*x^8 - 1201551668674560*x^7 + 2635059593210944*x^6 - 3871698717570705*x^5 + 4346169071576226*x^4 - 3871698717570705*x^3 + 2635059593210944*x^2 - 1201551668674560*x + 281474976710656
3893, 2, 1024*x^4 + 15*x^3 - 1849*x^2 + 15*x + 1024
3901, 2, 32768*x^2 + 47311*x + 32768
3909, 2, 2048*x^2 - 2793*x + 2048
3941, 2, 8192*x^6 - 16548*x^5 + 4326*x^4 + 8403*x^3 + 4326*x^2 - 16548*x + 8192
3949, 2, 524288*x^2 + 864535*x + 524288
3957, 2, 35184372088832*x^6 + 80285055384000*x^5 + 129371488062096*x^4 + 138554387362375*x^3 + 129371488062096*x^2 + 80285055384000*x + 35184372088832
3965, 2, 4096*x^8 - 10500*x^7 + 18733*x^6 - 25965*x^5 + 30408*x^4 - 25965*x^3 + 18733*x^2 - 10500*x + 4096
3981, 2, 134217728*x^6 - 482573376*x^5 + 850776720*x^4 - 990764001*x^3 + 850776720*x^2 - 482573376*x + 134217728
3997, 2, 131072*x^10 + 456448*x^9 + 873056*x^8 + 1252556*x^7 + 1444990*x^6 + 1480179*x^5 + 1444990*x^4 + 1252556*x^3 + 873056*x^2 + 456448*x + 131072
4029, 2, 17179869184*x^4 + 21520416060*x^3 + 10691450321*x^2 + 21520416060*x + 17179869184
4037, 2, 512*x^2 - 657*x + 512
4053, 2, 68719476736*x^8 - 76024221760*x^7 - 3221219231*x^6 - 45243091780*x^5 + 138718250566*x^4 - 45243091780*x^3 - 3221219231*x^2 - 76024221760*x + 68719476736
4061, 2, 32768*x^2 - 13425*x + 32768
4069, 2, 262144*x^4 + 852647*x^3 + 1191615*x^2 + 852647*x + 262144
4085, 2, 16384*x^4 + 13624*x^3 - 4791*x^2 + 13624*x + 16384
4101, 2, 33554432*x^2 - 31674857*x + 33554432
4109, 2, 128*x^2 + 87*x + 128
4117, 2, 32768*x^2 + 50407*x + 32768
4173, 2, 17592186044416*x^8 + 16658979876864*x^7 + 17415521106064*x^6 + 7223632838136*x^5 + 18554758144665*x^4 + 7223632838136*x^3 + 17415521106064*x^2 + 16658979876864*x + 17592186044416
4189, 2, 2097152*x^2 + 2761495*x + 2097152
4197, 2, 134217728*x^2 + 120107415*x + 134217728
4213, 2, 131072*x^2 - 243377*x + 131072
4237, 2, 128*x^2 - 33*x + 128
4245, 2, 17179869184*x^4 + 33649028864*x^3 + 33939219129*x^2 + 33649028864*x + 17179869184
4269, 2, 512*x^2 + 399*x + 512
4277, 2, 1024*x^4 - 969*x^3 + 1490*x^2 - 969*x + 1024
4301, 2, 16384*x^4 - 15120*x^3 - 1999*x^2 - 15120*x + 16384
4309, 2, 512*x^2 + 495*x + 512
4317, 2, 549755813888*x^2 - 329185041185*x + 549755813888
4333, 2, 32*x^2 - 57*x + 32
4341, 2, 8388608*x^2 + 1699527*x + 8388608
4381, 2, 262144*x^4 - 4801*x^3 + 143439*x^2 - 4801*x + 262144
4389, 2, 4503599627370496*x^8 - 5092828674785280*x^7 + 15114963934508032*x^6 - 12586591780422660*x^5 + 21642135086419953*x^4 - 12586591780422660*x^3 + 15114963934508032*x^2 - 5092828674785280*x + 4503599627370496
4405, 2, 1024*x^4 - 305*x^3 + 367*x^2 - 305*x + 1024
4413, 2, 8388608*x^2 + 16763055*x + 8388608
4429, 2, 32*x^2 + 39*x + 32
4445, 2, 1024*x^4 + 3591*x^3 + 5170*x^2 + 3591*x + 1024
4453, 2, 64*x^4 + 135*x^3 + 151*x^2 + 135*x + 64
4461, 2, 137438953472*x^2 - 274856849537*x + 137438953472
4485, 2, 281474976710656*x^8 + 1580271136604160*x^7 + 4193370762193984*x^6 + 7027400942141580*x^5 + 8265855818284881*x^4 + 7027400942141580*x^3 + 4193370762193984*x^2 + 1580271136604160*x + 281474976710656
4501, 2, 8*x^2 - 9*x + 8
4533, 2, 562949953421312*x^2 - 921604402070825*x + 562949953421312
4541, 2, 32768*x^2 + 3535*x + 32768
4565, 2, 4096*x^4 + 4446*x^3 + 6941*x^2 + 4446*x + 4096
4605, 2, 274877906944*x^4 - 465154302976*x^3 + 428126945289*x^2 - 465154302976*x + 274877906944
4613, 2, 2048*x^2 - 393*x + 2048
4629, 2, 524288*x^2 - 602649*x + 524288
4645, 2, 64*x^4 - 209*x^3 + 295*x^2 - 209*x + 64
4661, 2, 32768*x^2 - 42705*x + 32768
4669, 2, 4194304*x^16 + 4339712*x^15 + 15120128*x^14 + 5129696*x^13 + 21287648*x^12 - 11752*x^11 + 30988132*x^10 + 5428644*x^9 + 41171665*x^8 + 5428644*x^7 + 30988132*x^6 - 11752*x^5 + 21287648*x^4 + 5129696*x^3 + 15120128*x^2 + 4339712*x + 4194304
4677, 2, 2251799813685248*x^2 - 4264456501763705*x + 2251799813685248
4701, 2, 32768*x^2 + 11247*x + 32768
4717, 2, 1024*x^4 + 3367*x^3 + 4786*x^2 + 3367*x + 1024
4741, 2, 2097152*x^2 - 3242225*x + 2097152
4749, 2, 9007199254740992*x^6 - 36689507633218560*x^5 + 74460835346018880*x^4 - 93074048420828417*x^3 + 74460835346018880*x^2 - 36689507633218560*x + 9007199254740992
4757, 2, 32768*x^10 - 91280*x^9 + 107112*x^8 - 56080*x^7 - 5582*x^6 + 31875*x^5 - 5582*x^4 - 56080*x^3 + 107112*x^2 - 91280*x + 32768
4773, 2, 16777216*x^4 - 23560530*x^3 + 20467757*x^2 - 23560530*x + 16777216
4781, 2, 32*x^2 - 57*x + 32
4821, 2, 134217728*x^2 - 260334569*x + 134217728
4829, 2, 32768*x^2 - 44025*x + 32768
4837, 2, 32*x^2 - 57*x + 32
4845, 2, 281474976710656*x^8 - 653435178876928*x^7 + 1392391276752448*x^6 - 1763135057689936*x^5 + 2130465100308145*x^4 - 1763135057689936*x^3 + 1392391276752448*x^2 - 653435178876928*x + 281474976710656
4853, 2, 8192*x^6 - 26788*x^5 + 47734*x^4 - 56413*x^3 + 47734*x^2 - 26788*x + 8192
4893, 2, 17592186044416*x^4 + 2986192907136*x^3 - 28169563652479*x^2 + 2986192907136*x + 17592186044416
4917, 2, 4398046511104*x^4 - 13239990584320*x^3 + 18249844941033*x^2 - 13239990584320*x + 4398046511104
4965, 2, 17592186044416*x^4 + 38834308243456*x^3 + 42591926164281*x^2 + 38834308243456*x + 17592186044416
4981, 2, 16777216*x^8 - 15339520*x^7 - 17132608*x^6 + 12676319*x^5 + 12806658*x^4 + 12676319*x^3 - 17132608*x^2 - 15339520*x + 16777216
4989, 2, 131072*x^2 + 218463*x + 131072
4997, 2, 8192*x^2 - 3497*x + 8192
5005, 2, 4194304*x^8 - 11653632*x^7 + 15293924*x^6 - 16223652*x^5 + 17099601*x^4 - 16223652*x^3 + 15293924*x^2 - 11653632*x + 4194304
5029, 2, 32768*x^2 + 47311*x + 32768
5037, 2, 4503599627370496*x^8 + 19697657586647040*x^7 + 46427451900694784*x^6 + 74311374082065120*x^5 + 86475385786899201*x^4 + 74311374082065120*x^3 + 46427451900694784*x^2 + 19697657586647040*x + 4503599627370496
5053, 2, 8*x^2 + 15*x + 8
5061, 2, 262144*x^4 - 249288*x^3 + 56657*x^2 - 249288*x + 262144
5069, 2, 1024*x^4 + 519*x^3 + 1391*x^2 + 519*x + 1024
5093, 2, 128*x^2 + 207*x + 128
5109, 2, 1152921504606846976*x^8 + 592155861426634752*x^7 + 261687937257766912*x^6 - 782942418548319744*x^5 + 357640820369384649*x^4 - 782942418548319744*x^3 + 261687937257766912*x^2 + 592155861426634752*x + 1152921504606846976
5117, 2, 4096*x^4 - 5170*x^3 + 6117*x^2 - 5170*x + 4096
5133, 2, 18014398509481984*x^4 - 53426955336228864*x^3 + 73123356007053929*x^2 - 53426955336228864*x + 18014398509481984
5141, 2, 1024*x^4 + 143*x^3 + 1959*x^2 + 143*x + 1024
5149, 2, 2048*x^2 - 3825*x + 2048
5173, 2, 32*x^2 - 57*x + 32
5181, 2, 18014398509481984*x^8 + 14196536083308032*x^7 + 36558134008101568*x^6 + 44105244511765736*x^5 + 44254926634118281*x^4 + 44105244511765736*x^3 + 36558134008101568*x^2 + 14196536083308032*x + 18014398509481984
5205, 2, 1073741824*x^4 - 2099958916*x^3 + 2233471209*x^2 - 2099958916*x + 1073741824
5221, 2, 32768*x^2 + 50407*x + 32768
5253, 2, 281474976710656*x^4 - 734154338750976*x^3 + 958143468007361*x^2 - 734154338750976*x + 281474976710656
5269, 2, 33554432*x^10 - 149884928*x^9 + 277358464*x^8 - 257795012*x^7 + 97193574*x^6 - 829589*x^5 + 97193574*x^4 - 257795012*x^3 + 277358464*x^2 - 149884928*x + 33554432
5277, 2, 134217728*x^2 - 180962145*x + 134217728
5285, 2, 16384*x^4 + 9870*x^3 - 12907*x^2 + 9870*x + 16384
5293, 2, 32*x^2 + 15*x + 32
5349, 2, 131072*x^2 - 174777*x + 131072
5357, 2, 128*x^2 + 231*x + 128
5397, 2, 1125899906842624*x^4 + 3799912604958720*x^3 + 5403235631101073*x^2 + 3799912604958720*x + 1125899906842624
5405, 2, 1024*x^4 + 476*x^3 - 975*x^2 + 476*x + 1024
5421, 2, 1152921504606846976*x^8 + 4895204542708187136*x^7 + 9172678291039621120*x^6 + 10609045291528205184*x^5 + 10377864232867762377*x^4 + 10609045291528205184*x^3 + 9172678291039621120*x^2 + 4895204542708187136*x + 1152921504606846976
5453, 2, 16384*x^4 + 7068*x^3 + 20177*x^2 + 7068*x + 16384
5461, 2, 32*x^2 + 63*x + 32
5469, 2, 35184372088832*x^2 - 68403778852961*x + 35184372088832
5493, 2, 524288*x^2 + 711015*x + 524288
5509, 2, 32*x^2 - 57*x + 32
5533, 2, 2097152*x^2 + 2928679*x + 2097152
5541, 2, 8796093022208*x^2 + 22449137287*x + 8796093022208
5549, 2, 32768*x^2 - 13425*x + 32768
5565, 2, 4611686018427387904*x^8 + 10281308151928061952*x^7 + 7015016608606488832*x^6 - 1594403057388475026*x^5 - 5082807953138623995*x^4 - 1594403057388475026*x^3 + 7015016608606488832*x^2 + 10281308151928061952*x + 4611686018427387904
5605, 2, 16777216*x^8 - 82969600*x^7 + 214006976*x^6 - 358766900*x^5 + 423581641*x^4 - 358766900*x^3 + 214006976*x^2 - 82969600*x + 16777216
5613, 2, 562949953421312*x^6 + 680725630734780*x^5 - 366008908765164*x^4 - 1271946080010065*x^3 - 366008908765164*x^2 + 680725630734780*x + 562949953421312
5621, 2, 262144*x^12 - 51776*x^11 + 660608*x^10 - 344704*x^9 + 947841*x^8 - 571470*x^7 + 1088115*x^6 - 571470*x^5 + 947841*x^4 - 344704*x^3 + 660608*x^2 - 51776*x + 262144
5637, 2, 134217728*x^6 - 362343780*x^5 + 541797684*x^4 - 584500185*x^3 + 541797684*x^2 - 362343780*x + 134217728
5645, 2, 1024*x^4 + 2519*x^3 + 3039*x^2 + 2519*x + 1024
5677, 2, 128*x^2 + 87*x + 128
5685, 2, 4503599627370496*x^12 + 15701896232566784*x^11 + 31983506300383232*x^10 + 47437968626030208*x^9 + 62889249065569828*x^8 + 75943939686848908*x^7 + 82107209166120313*x^6 + 75943939686848908*x^5 + 62889249065569828*x^4 + 47437968626030208*x^3 + 31983506300383232*x^2 + 15701896232566784*x + 4503599627370496
5709, 2, 18014398509481984*x^4 + 13615530853203968*x^3 + 32875056025331577*x^2 + 13615530853203968*x + 18014398509481984
5757, 2, 17592186044416*x^4 - 4247784235136*x^3 + 30143812246521*x^2 - 4247784235136*x + 17592186044416
5773, 2, 2097152*x^2 + 117943*x + 2097152
5781, 2, 1073741824*x^4 - 2734197312*x^3 + 3430762337*x^2 - 2734197312*x + 1073741824
5789, 2, 128*x^2 + 87*x + 128
5797, 2, 262144*x^4 + 477120*x^3 + 644321*x^2 + 477120*x + 262144
5829, 2, 4294967296*x^4 + 4583033728*x^3 + 7214634393*x^2 + 4583033728*x + 4294967296
5845, 2, 4194304*x^4 + 9416448*x^3 + 13623377*x^2 + 9416448*x + 4194304
5853, 2, 8589934592*x^6 + 18798413760*x^5 + 30893442576*x^4 + 36209084895*x^3 + 30893442576*x^2 + 18798413760*x + 8589934592
5885, 2, 16384*x^4 - 34866*x^3 + 44189*x^2 - 34866*x + 16384
5893, 2, 2097152*x^2 + 2761495*x + 2097152
5901, 2, 295147905179352825856*x^12 - 563206157737226403840*x^11 + 616800934377936715776*x^10 - 743228858647722451968*x^9 + 866336968467202244676*x^8 - 1137660824772076197492*x^7 + 1351401148415542470785*x^6 - 1137660824772076197492*x^5 + 866336968467202244676*x^4 - 743228858647722451968*x^3 + 616800934377936715776*x^2 - 563206157737226403840*x + 295147905179352825856
5909, 2, 524288*x^2 - 749705*x + 524288
